,Type,Jewelry,Clothing,Eye Color,DNA,Back,Hair,Mouth,Eyewear,Accessories,Facial Feature,Helmet,Rarity score,Token Id
16134,None,None,TRPPY HiTECH GOWN,None,Robot,None,PURP Shape Up,Knife,None,Neo Earrings,None,None,30.634987914228002,16135
16135,None,None,PNK Utility Vest,BLU-PURP,Human,None,YU-RD,None,None,None,None,None,8.277875533021925,16136
16136,None,None,SPACE TRIP Tee,BLU,Human,None,BLCK Ponytailz,None,Snow Storm,PTRA Earring,Slash Scar,None,51.20922443934719,16137
16137,None,None,WAGMI Tee,PNK,Human,None,PNK MoHWK,None,None,None,None,None,7.8557805550697895,16138
16138,None,None,BLU BNDN Shirt,PNK-BLU,Human,None,RCSave Cap,None,None,None,None,None,8.233395800342175,16139
16139,None,None,BLCK Utility Vest,BRWN,Human,None,BLCK BRDZ,None,DRIP VISION,None,None,None,21.184283331395935,16140
16140,None,MRBLE G-Link,WHT BKR JCKT,GRN,Human,None,GRN Shape Up,None,BILLIONAIRE,GLD STUD,None,None,47.23603891185108,16141
16141,MURAKAMI DRIP,RBY CBLE,PNK BBL Vest,SPINNING,Human,SPLASH,BLCK Curtains,None,None,None,None,None,45.796838253505136,16142
16142,None,None,GM HOODIE,BLU,Human,None,PNK Shape Up,None,None,None,BCODE TAT,None,22.45222194443244,16143
16143,None,None,BLU Tech JCKT,BLU-PURP,Human,Robotic Arms,BLCK Stylish,None,None,None,None,None,24.929832831306673,16144
16144,None,None,PNK BBL Vest,BLU,Human,None,WHT Curtains,None,Cyborg V2,None,None,None,21.06314702507059,16145
16145,MURAKAMI DRIP,None,BLCK Jellyfish Tee,AWAKEN,Robot,GRN UNDRWRLD WINGZ,GOAT HRNZ,None,Cyber Bindi,None,None,None,51.91805579511042,16146
16146,None,None,BLU Tech JCKT,None,Reptile,None,PNK Pigtails,None,None,None,None,None,9.235560955571584,16147
16147,Divine,RD ZK-BEADZ,MONO Tee,None,Angel,None,BLND Hairclip,GLD GRILLZ,VSN Glasses,SLVR Round,None,None,69.8624566071661,16148
16148,MURAKAMI DRIP,None,BLCK UNDRWRLD Uniform,GRN,Human,None,LLC Ponytail,GLD GRILLS,BILLIONAIRE,None,TRi HRUS TAT,None,56.20660821762286,16149
16149,MURAKAMI DRIP,None,JELLYFISH BLW UP JCKT,PNK-BLU,Human,None,BLU Shape Up,SMILEY RNBW,BTC,None,None,None,41.61055995702961,16150
16150,None,None,JS HOODIE,BLCK Surprised,Human,None,BRED Visor,ROBO,None,SLVR Round,None,None,34.239735533512594,16151
16151,None,RD ZK-BEADZ,WHT PNK Fur Coat,BLCK Surprised,Human,None,Cowgirl,None,None,None,None,None,19.122234569116014,16152
16152,MURAKAMI DRIP,None,WHT Jellyfish Tee,BLCK Surprised,Human,None,WHT Otaku,SMILEY RNBW,None,None,None,None,28.75784376275572,16153
16153,None,None,PNK Waistcoat,RD CRYSTL,Human,None,BLND Pigtails,None,Eye Patch,None,None,None,21.82309324944529,16154
16154,None,None,GRDNT PFA JCKT,BRWN,Human,None,WHT Otaku,None,Cyber Eye Patch,None,333 TAT,None,35.53508991764124,16155
16155,None,GLD CBLE,WHT KBA JCKT,PURP,Human,None,NEON Cap,None,None,None,None,None,18.490078253978517,16156
16156,MURAKAMI DRIP,Hi-TECH CBLE,RTFKT CHROME Tee,None,Robot,DEMONZ,PNK Curtains,Jagged RNBW,SPiKED BILLIONAIRE,None,None,None,64.37420209161526,16157
16157,MK1,None,BLU ORNG BNDN Shirt,None,Robot,None,PNK Shape Up,None,None,None,None,None,15.590986443307365,16158
16158,MK1,GLD Two Piece,BLU HAWAIIAN Shirt,None,Robot,Sword,PURP Curtains,None,None,SLVR Round,None,None,58.40710444470544,16159
16159,MURAKAMI DRIP,VVS PANDA,BLCK Tee,None,Robot,None,DOB Hat,RNBW GRILLZ,None,None,None,None,34.73253039543577,16160
16160,None,None,RTFKT CHROME Tee,GRN,Human,None,GRN BWLCUT,Bamboo,None,None,Slash Scar,None,33.08990823117695,16161
16161,Divine,None,PNK METAJACKET,None,Angel,None,None,None,None,None,None,None,20.046624049350633,16162
16162,ICE,CYN Two Piece,CLNX HOODIE,None,Demon,None,MNT Long,None,None,None,None,None,30.538616742298895,16163
16163,None,None,BLCK Tee,None,Robot,None,LLC Ponytail,None,None,None,None,None,3.6072183594554517,16164
16164,None,None,RFX Tee,YLLW,Human,None,BLU Curtains,Romantico,VSN Glasses,None,WEBZ TAT,None,45.888500731654894,16165
16165,None,CHRM,JS HOODIE,None,Angel,None,GOAT HRNS,ROBO,None,None,None,None,28.253345648545636,16166
16166,ICE,None,BLU GRNG Dress,None,Demon,None,GRN Hacker,None,None,None,None,None,20.227383800551788,16167
16167,MK-BLCK,None,BLCK Waistcoat,None,Robot,None,BLCK Curtains,Goatee,None,None,None,None,26.682154988769298,16168
16168,None,None,WAGMI Tee,PURP,Human,None,Top Hat,TCTL SMILE,None,None,None,None,18.408719376713943,16169
16169,None,GLD Two Piece,CLNX Tee,None,Angel,None,PNK MoHWK,SPIDERZ,None,None,None,None,28.55333473158041,16170
16170,None,None,PNK Utility Vest,None,Robot,None,BLND Hairclip,None,None,None,None,None,3.8324595407164534,16171
16171,None,None,V1 WHT SKL GRL,BLU,Human,None,BLND Ponytail,None,None,None,None,None,8.186069185805781,16172
16172,None,None,Space PFA JCKT,None,Robot,None,PNK Curtains,SMILE,None,None,None,None,13.90947735433404,16173
16173,None,None,GRNDT Fur Coat,CLSD PNK,Human,None,BLCK Quiff,None,None,None,Sword VSN  TAT,None,23.42510291700467,16174
16174,ICE,None,CLNX HOODIE,None,Demon,None,BLCK Unkept,Ramen,None,Cross Earring,None,None,46.259325191328756,16175
16175,MURAKAMI DRIP,None,GRN UNDRWRLD Uniform,BRWN,Murakami,SPLASH,PIRATE,Tan Tan Bo,None,None,None,None,54.5942056328824,16176
16176,MURAKAMI DRIP,MRBLE G-Link,Blade Melt Tee,YLLW Breezy,Human,None,FLME Head Scarf,Angry,Cyborg V1,None,11-11 TAT,None,67.13472601991623,16177
16177,ICE,S-HIRE G-Link,BLCK Utility Vest,None,Demon,None,BLCK BWLCUT,SPIDERZ,None,SLVR Round,None,None,56.815848681296444,16178
16178,MURAKAMI DRIP,None,BLCK BKR JCKT,SPINNING,Angel,None,BLCK-GRN Tiara,None,None,None,None,None,26.326692375558057,16179
16179,None,None,BLU BNDN Shirt,PNK,Human,Sword,BRWN Floral Wreath,Bamboo,None,None,None,None,35.26650894186466,16180
16180,None,None,PURP CAMO PFA JCKT,None,Robot,None,Cowboy,Ramen,None,None,None,None,14.342914366037384,16181
16181,None,GLD CBLE,GRDNT PFA JCKT,BLU-PURP,Human,None,BRED Visor,None,None,None,333 TAT,None,33.29428958404994,16182
16182,None,None,BLCK Tee,GRN,Human,None,CYBR DRDZ,None,None,None,Slash Scar,None,22.447491174549807,16183
16183,None,GLD CBLE,PURP Utility Vest,BRWN,Human,None,PNK Spiked,Alien,None,None,STARZ TAT,None,43.68182542721896,16184
16184,None,GLD CBLE,MONO Fur Coat,YLLW,Human,None,RD DRDZ,None,None,None,Angry TAT,None,33.08041318269769,16185
16185,MK2,None,CLNX Tee,None,Robot,None,PURP Shape Up,None,None,None,None,None,16.228902627243315,16186
16186,MURAKAMI DRIP,None,WHT PNK Fur Coat,None,Robot,SPLASH,PNK Pilot,WZRD,Snow Storm,None,None,None,54.22102592001726,16187
16187,None,GLD CBLE,RCS Tee,None,Robot,None,BLU Braid,Tongue Out,None,None,None,None,24.742325789941976,16188
16188,None,None,Space PFA JCKT,None,Angel,None,BLCK Bandana TECH Cap,None,VSN Glasses,None,None,None,20.661790158318553,16189
16189,None,None,HVY MTL HOODIE,None,Robot,None,PURP Wrap,RNBW GRILLZ,None,None,None,None,14.261526052714846,16190
16190,None,None,TRPPY HiTECH GOWN,CLSD BRWN,Human,None,Rice Hat,None,None,None,VSN TAT,None,23.62004862474078,16191
16191,None,None,WHT PNK Fur Coat,PNK,Human,None,BLU Braid,None,Glass X,None,None,None,21.171033353518723,16192
16192,None,None,CLNX Tee,None,Robot,None,RD DRDZ,None,BILLIONAIRE,None,None,None,16.360483252488876,16193
16193,None,Hi-TECH CBLE,BLU BLW UP JCKT,BLU,Human,None,None,None,None,None,None,None,18.41152755897653,16194
16194,None,CYN CBLE,BLCK PIN BKR JCKT,None,Demon,None,CYBR DRDZ,Alien,None,None,None,None,28.768172379133144,16195
16195,None,GLD G-Link,ORNG FRSH Shirt,None,Demon,None,BRWN Long,SMILE,None,None,None,None,28.4927848133914,16196
16196,None,None,RD VARSITY JCKT,BLU-PURP,Human,None,GRN Shape Up,None,None,PTRA Earring,Sword VSN  TAT,None,38.497888866299036,16197
16197,DRK,None,None,None,Demon,None,PURP Head Scarf,Angry,VSN Glasses,None,None,None,43.67985017992774,16198
16198,None,None,CAMO BBL Vest,PNK,Human,None,GRN Stylish,None,None,None,369 VSN TAT,None,22.5648354542842,16199
16199,None,None,PNK HAWAIIAN Shirt,GRN,Human,None,GRN Shape Up,None,Cyber Bindi,None,None,None,20.829396869785544,16200
16200,None,None,PNK ORNG Fur Coat,PNK,Human,None,Dip-Dye Part Hat,None,None,None,STARVSN TAT,None,22.802375987429848,16201
16201,None,None,LIME GANG,None,Robot,None,RCSave Cap,WZRD,None,None,None,None,14.421466322172064,16202
16202,None,None,FLOOR Tee,None,Robot,None,RD Stylish,None,None,None,None,None,3.473770091118826,16203
16203,None,None,BLCK Waistcoat,BLU,Human,None,BLCK Curtains,None,None,None,WARNING TAT,None,22.537394670260333,16204
16204,None,SLVR Two Piece,Blade Melt Tee,PNK-BLU,Human,None,META LEOPARD TECH Cap,None,BILLIONAIRE,None,HRUS TAT,None,45.981211684442705,16205
16205,None,SLVR G-Link,BLCK BKR JCKT,None,Robot,None,WHT Ponytail,None,Drip Scouter,None,None,None,26.969915960673614,16206
16206,None,None,CAMO PFA JCKT,PURP,Human,Sword Sheath,BLCK Quiff,Mustache,None,SLVR STUD,None,None,51.08071898513953,16207
16207,MURAKAMI DRIP,None,RTFKT x TM RNBW FLOWER PFA,RNBW,Human,None,RD Braid,Angry,None,None,TRi War TAT,None,43.69889914068052,16208
16208,None,None,FLOOR Tee,GRN,Human,None,BLND Curtains,None,None,SLVR Round,333 TAT,None,38.03134630962969,16209
16209,ICE,PNK ZK-BEADZ,WHT KBA JCKT,None,Demon,None,BLCK Quiff,None,Glass X,None,None,None,43.76124067344711,16210
16210,MURAKAMI DRIP,RNBW CBLE,PNK POLO,PNK,Human,PNK UNDRWRLD WINGZ,YU-RD,Bubble,Eye Patch,None,11-11 TAT,None,83.60413320923406,16211
16211,None,None,HVY MTL HOODIE,None,Angel,None,ZK Bucket,None,BILLIONAIRE,None,None,None,20.448862781598013,16212
16212,None,S-PDLCK,PNK Waistcoat,None,Robot,None,BLND Flower Wreath,None,None,GLD Round,None,None,30.28859908228864,16213
16213,None,PNK ZK-BEADZ,GM HOODIE,BRWN,Human,None,PNK Curtains,None,Cyborg V2,GLD Round,BIRTHMRK,None,62.164907120128674,16214
16214,None,None,CAMO BBL Vest,None,Robot,None,FLME Head Scarf,SMILE,None,None,None,None,14.054268432017281,16215
16215,Divine,SLVR G-Link,BLCK GM Tee,None,Angel,None,WHT 2 Horns,None,None,None,None,None,30.40990971922381,16216
16216,None,None,SD Tee,None,Reptile,None,BLCK Unkept,Alien,None,None,None,None,19.420307565993408,16217
16217,MK1,RNBW CBLE,MONO Tee,None,Robot,None,GOAT HRNZ,1Tooth,None,None,None,None,36.77269266593985,16218
16218,None,None,Job Tee,BRWN,Human,None,BLCK Cap,TCTL SMILE,None,None,None,None,18.61502753549219,16219
16219,None,WGLD Iced Cuban,RD BBL Vest,None,Demon,None,None,None,None,None,None,None,18.013986481576676,16220
16220,None,None,PURP HiTECH Dress,None,Robot,None,RD Braid,SMILE,None,None,None,None,14.181084581986807,16221
16221,MURAKAMI DRIP,RBY CBLE,JS Tee,None,Robot,None,DRIP,SMILEY RNBW,None,None,None,None,34.85650761706226,16222
16222,MK1,None,V4 WHT SKL GRL,None,Robot,None,BLU DRDZ,None,None,None,None,None,15.883415771468778,16223
16223,None,GLD G-Link,BLCK GM Tee,None,Robot,None,DAD Cap,ICED GRILLS,None,PTRA Earring,None,None,40.58916255040232,16224
16224,None,None,Blade Melt Tee,None,Robot,None,BLND Quiff,RD DRGN Mask,None,None,None,None,14.279510728461725,16225
16225,None,None,None,GRN,Human,None,YU-RD,None,Aviator,None,369 VSN TAT,None,35.711104785571926,16226
16226,None,None,JS HOODIE,None,Angel,None,BLU Long,None,None,VVS STUD,None,None,23.76667010301298,16227
16227,None,RD ZK-BEADZ,SPACE TRIP Tee,BLU-PURP,Human,Sword,BRWN 2 Horns,None,Snow Storm,None,None,None,48.327127930666634,16228
16228,None,GLD CBLE,BLCK GM Tee,None,Robot,None,WHT Otaku,Alien,None,None,None,None,24.60227013763417,16229
16229,None,None,PURP VARSITY JCKT,None,Robot,None,WHT Unkept,ROBO,Glass X,None,None,None,26.99358595836234,16230
16230,None,Bladez CHKR,CLNX Tee,BLCK Surprised,Human,None,PNK Shape Up,None,None,None,None,None,18.62633911418126,16231
16231,None,None,CLNX Tee,PNK-BLU,Human,None,BLCK Quiff,Pilot Mask,Assault Glasses,None,369 TAT,None,46.063575788319916,16232
16232,DRK,None,BLU ORNG BNDN Shirt,None,Demon,None,BRWN Stylish,None,None,None,None,None,20.34570193717341,16233
16233,None,None,HVY MTL HOODIE,BLU,Human,None,PNK Spiked,SMILE,Drip Scouter,None,None,None,31.082915321145283,16234
16234,None,None,BLU ORNG BNDN Shirt,None,Robot,None,MEDUZA,Bamboo,3RD Eye,None,None,None,27.428908943949605,16235
16235,MURAKAMI DRIP,CYN Two Piece,BLU PURP BNDN Shirt,YLLW Breezy,Human,SPLASH,BLCK Unkept,ICED GRILLZ,None,PTRA Earring,STARZ TAT,None,86.72739641249758,16236
16236,None,G-PDLCK,RCS Tee,None,Demon,Energy Wings,BRWN Shaggy,Alien,BILLIONAIRE,None,None,None,58.081064313541795,16237
16237,None,None,None,None,Robot,None,TEAL Spiked,None,Eye Patch,None,None,None,16.82988069285815,16238
16238,None,S-HIRE CBLE,NEON HOODIE,None,Robot,None,Sound Wave,WZRD,None,None,None,None,24.938220376920665,16239
16239,None,None,None,PNK-BLU,Human,None,BLCK Quiff,None,BILLIONAIRE,None,SKULL WEBZ TAT,None,35.670425225595324,16240
16240,MURAKAMI DRIP,VVS PANDA,FLOOR Tee,AWAKEN,Robot,None,LoneSome Cowboy,None,None,None,None,None,32.69439918604607,16241
16241,None,Hi-TECH CBLE,WAGMI Tee,None,Demon,None,BLCK Samurai,MAD,None,None,None,None,28.653660091952094,16242
16242,None,GLD Two Piece,GRN Fur Coat,None,Demon,None,Kawaii,ROBO,None,None,None,None,28.482376382141833,16243
16243,TTN,None,WAGMI Tee,None,Undead,None,MNT Long,None,Assault Glasses,GLD STUD,None,None,50.835574820409136,16244
16244,STONED,None,CLNX HOODIE,BLU,Human,None,BLCK Samurai,None,None,None,None,None,20.517163522143704,16245
16245,ICE,None,ORNG HiTECH Dress,None,Demon,None,GRN DRDZ,None,Eye Patch,Cross Earring,None,None,48.81990583127135,16246
16246,None,PURP ZK-BEADZ,PURP CAMO PFA JCKT,BLU,Human,None,Fro,Angry,None,None,Sword VSN  TAT,None,43.443358759467976,16247
16247,MURAKAMI DRIP,None,BLCK Jellyfish Tee,WIDE-OPEN,Human,GRY UNDRWRLD WINGZ,RTFKT TECH Cap,None,Glass X,None,None,None,48.478543703309576,16248
16248,MURAKAMI DRIP,None,WAGMI Tee,PNK,Human,SPLASH,LoneSome Cowboy,Jagged RNBW,None,None,WARNING TAT,None,59.54483138286668,16249
16249,MURAKAMI DRIP,None,GRN UNDRWRLD Uniform,BLU,Murakami,None,BLU Shape Up,Organism M78.8,None,SLVR Round,None,None,53.557161216255565,16250
16250,MURAKAMI DRIP,None,BLCK Waistcoat,SPINNING,Human,Sword Sheath,BLCK Spike,None,None,None,None,None,35.38478386694818,16251
16251,None,None,SD Tee,None,Robot,None,PURP BRDZ,Ghost,None,None,None,None,14.129037818815911,16252
16252,None,None,SD Tee,BLCK Surprised,Human,None,BLCK Curtains,None,None,Cross Earring,None,None,23.762964877493957,16253
16253,None,GLD Iced Cuban,PNK Fur Coat,None,Demon,None,GRN Hacker,Gas Mask,3RD Eye,SLVR Round,None,None,57.69877596138044,16254
16254,MURAKAMI DRIP,None,RTFKT x TM RNBW FLOWER PFA,SPINNING,Human,SPLASH,WHT Quiff,Tan Tan Bo,None,None,None,None,45.91130277583576,16255
16255,None,S-HIRE CBLE,BLCK Tee,None,Human,None,BLU Sound Wave,ICED GRILLZ,Cyber Eyes,None,HRUS 333 TAT,None,48.73138001327978,16256
16256,MURAKAMI DRIP,None,BLCK BKR JCKT,HALF-OPEN,Human,None,DOB Hat,Organism M78.8,3RD Eye,None,None,None,42.27107994326562,16257
16257,MURAKAMI DRIP,None,BLCK VARSITY JCKT,GRN Breezy,Human,None,BLND Flower Wreath,Bamboo,None,None,STARVSN TAT,None,44.12851827829397,16258
16258,Divine,SLVR Two Piece,ORNG FRSH Shirt,None,Angel,Energy Wings,BRWN Unkept,None,None,SLVR Round,None,None,62.84234657668124,16259
16259,None,None,BLU GRNG Dress,None,Demon,None,BRWN Floral Wreath,Angry,None,None,None,None,18.143641119881078,16260
16260,None,None,MONO Tee,CLSD BLU,Human,None,BRWN Floral Wreath,Angry,None,Cross Earring,VSN TAT,None,49.28558131260879,16261
16261,None,None,WHT PNK Fur Coat,None,Robot,None,PNK MoHWK,None,None,None,None,None,3.8154250052648213,16262
16262,None,None,Blade Melt Tee,YLLW,Human,None,Kawaii,GLD GRILLS,None,None,None,None,18.605566722992638,16263
16263,None,None,CLNX Tee,BRWN,Human,None,PURP Wrap,None,None,None,None,None,7.785744314870004,16264
16264,MK1,None,JS HOODIE,None,Robot,None,PNK Curtains,None,None,SLVR Round,None,None,31.33035117593109,16265
16265,Divine,Blade CHKR,RFX Tee,None,Angel,None,BLU Hacker,Bubble,None,None,None,None,41.319853873026716,16266
16266,MK-BLCK,None,CLNX FRSH Shirt,None,Robot,None,ORNG Bandana TECH Cap,None,None,None,None,None,16.132334033437694,16267
16267,MK1,None,BLCK BKR JCKT,None,Robot,None,BLCK Shape Up,Wise Fancy Mustache,None,None,None,None,26.269526644243022,16268
16268,MURAKAMI DRIP,None,WHT Jellyfish Tee,None,Demon,SPLASH,Cowgirl,Lollipop,None,Cross Earring,None,None,60.57895328328235,16269
16269,None,None,JS HOODIE,None,Robot,None,BLCK Stylish,None,None,None,None,None,3.663995698390087,16270
16270,MK-BLCK,WGLD Iced Cuban,CLNX HOODIE,None,Robot,None,BLCK Unkept,None,Eye Patch,None,None,None,39.52830809370712,16271
16271,None,None,BRWN Future Dress,YLLW,Human,None,LLC Ponytail,None,None,None,None,None,8.26273007583623,16272
16272,None,None,GRN HAWAIIAN Shirt,BRWN,Human,None,PNK MoHWK,None,None,None,None,None,8.048841403785358,16273
16273,None,None,RFX Tee,None,Robot,None,GOAT HRNS,None,None,None,None,None,3.610055492398749,16274
16274,MURAKAMI DRIP,None,BLCK Future Dress,HALF-OPEN,Human,None,BRWN Ponytail,None,None,VVS STUD,None,None,34.98359861826247,16275
16275,None,None,PURP Utility Vest,PURP,Human,None,BLND Quiff,None,VSN Glasses,None,None,None,20.90037258118286,16276
16276,None,SLVR CBLE,RCS Tee,BLU,Human,None,LLC BNGS,Gas Mask,None,None,None,None,28.967000550620686,16277
16277,MK-BLCK,GLD G-Link,BLU Waistcoat,None,Robot,None,Sound Wave,MAD,None,None,None,None,37.30832631735453,16278
16278,None,None,PNK BBL Vest,None,Robot,None,BLND Ponytail,None,Cyber Bindi,None,None,None,16.70968700972189,16279
16279,None,None,MONO Tee,PNK-BLU,Human,None,GRN BNGS,Angry,None,None,None,None,18.375604956609678,16280
16280,None,None,CLNX HOODIE,None,Robot,None,BLND BWLCUT,None,None,None,None,None,3.763372713386163,16281
16281,None,CYN CBLE,STRIPED POLO,BRWN,Human,None,BRWN 1 Horn,ICED GRILLS,None,None,Slash Scar,None,43.90515182722404,16282
16282,None,GLD Two Piece,MONO Tee,None,Robot,None,Open Skull Helmet,None,None,None,None,None,14.109135307281084,16283
16283,None,BLCK-RD ZK-BEADZ,BONE PFA JCKT,None,Alien,None,GRN Shape Up,None,None,None,None,None,19.84521848544281,16284
16284,None,MRBLE G-Link,WAGMI Tee,PNK,Human,Sword Sheath,WHT Stylish,None,None,None,None,None,34.938101196873106,16285
16285,None,None,CLNX Tee,None,Robot,Energy Wings,WHT 2 Horns,None,None,None,None,None,20.14298871741659,16286
16286,None,None,CHRMO HOODIE,BLU,Human,None,None,Angry,None,None,None,None,18.172126413828597,16287
16287,None,None,RFX Tee,CLSD PURP,Human,None,YU-BLCK,None,None,None,333 TAT,None,23.20271167277246,16288
16288,None,SLVR G-Link,CAMO BBL Vest,None,Demon,None,BLCK BWLCUT,Ramen,BILLIONAIRE,Cross Earring,None,None,57.14237098259029,16289
16289,MURAKAMI DRIP,None,CLNX HOODIE,YLLW Breezy,Human,None,WHT Quiff,Organism M78.8,None,None,HRUS TAT,None,43.879634643583145,16290
16290,None,None,PNK BBL Vest,BLU-PURP,Human,None,BLCK BWLCUT,None,None,None,None,None,8.171884926570904,16291
16291,None,None,BLU PURP BNDN Shirt,None,Demon,None,GOAT HRNZ,TCTL SMILE,None,None,None,None,18.225030015080204,16292
16292,None,None,888 POLO,None,Demon,None,BLU Stylish,None,None,None,None,None,7.754445940398458,16293
16293,MURAKAMI DRIP,SLVR CBLE,SD Tee,HALF-OPEN,Alien,Deity Arms,Flower Hat,SPIDERZ,None,None,None,None,65.50814630208873,16294
16294,None,SLVR CBLE,WHT BKR JCKT,PURP,Human,None,WHT Curtains,None,Glass X,None,None,None,31.327985108172957,16295
16295,None,None,SD Tee,RD CRYSTL,Human,None,YU-BLCK,None,None,None,None,None,8.625213491693449,16296
16296,None,None,STRIPE Tee,YLLW,Human,None,CYBR DRDZ,None,None,None,None,None,7.941903421512994,16297
16297,None,PNK ZK-BEADZ,V2 WHT SKL GRL,None,Robot,None,LLC Tiara,None,None,None,None,None,14.648570103433672,16298
16298,None,None,BLU Tech JCKT,PNK,Human,None,PNK Ponytail,None,Assault Glasses,None,None,None,21.132232445879062,16299
16299,MK1,RD ZK-BEADZ,PNK Utility Vest,None,Robot,None,BRWN 2 Horns,None,None,None,None,None,26.428517499710523,16300
16300,MK-BLCK,Blade CHKR,HVY MTL HOODIE,None,Robot,None,LLC Tiara,None,None,None,None,None,26.81654413402511,16301
16301,MK1,PURP Two Piece,PNK HAWAIIAN Shirt,None,Robot,None,BLU Shape Up,None,None,None,None,None,26.116227608979404,16302
16302,STONED,None,BLCK GM Tee,GRN,Human,All Seeing Eyes,PURP Curtains,None,BILLIONAIRE,None,None,None,49.69542352337024,16303
16303,None,None,BLCK VARSITY JCKT,None,Angel,None,PURP Hacker,None,Snow Storm,None,None,None,20.758317575553814,16304
16304,None,None,GRN Fur Coat,BLU-PURP,Human,None,RD Horn Headband,None,Cyborg V2,None,None,None,21.54863681314967,16305
16305,None,None,BRWN Future Dress,PNK,Human,None,BLND Ponytail,None,SPiKED BILLIONAIRE,SLVR STUD,None,None,37.252712145718384,16306
16306,None,SLVR Two Piece,BLCK-BLK Waistcoat,None,Demon,None,GOAT HRNS,None,None,None,None,None,18.2572028326799,16307
16307,MURAKAMI DRIP,None,JS Tee,SPINNING,Human,None,BRWN Stylish,None,None,None,None,None,18.518526788560735,16308
16308,None,None,SD Tee,None,Robot,None,BLND Stylish,None,None,None,None,None,3.5665145026106,16309
16309,STONED,None,28 JCKT,PNK,Human,None,TECH Cap,None,Cyber Eye Patch,None,None,None,33.67392458697189,16310
16310,None,None,BLU Tech JCKT,None,Reptile,None,BLCK Stylish,None,None,None,None,None,9.136185735335117,16311
16311,MK-BLCK,None,BLCK Tee,None,Robot,None,BLCK Spiked,None,None,None,None,None,16.013092722003776,16312
