,Foreground,Mouth,Eyes,Outfit,Decoration,Creature,Background,Overlay,Rarity score,Token Id
9131,Clouds,Happy,Aqua,None,Terracotta Arneum,Meadow,Clementine,Clouds,56.988816994922864,9131
9132,None,Sacred,Closed,Arcith,Tulip Arneum,Gold,Gomba,None,49.834082216032954,9132
9133,Pile Skyline,Happy,Ocean,Arcith,Aqua Arneum,Scarlet,Pile Skyline,None,9.4830252739212,9133
9134,None,Happy,Gold Third Eye,Oxoto,Mint Arneum,Terracotta,Ascension,None,20.426593679702425,9134
9135,Blush,Happy,Dilated,Arcith,Tulip Balseum,Cream,Meadow,Cream Flower with Stripes,55.26185279741802,9135
9136,None,Happy,Earth,Vines,Moss Polkadots,Blood Orange,Uuary,None,18.22752370031901,9136
9137,Telescope,Screaming,Meadow,None,Clementine Balseum,Gold,Meadow,Olive Flower with Stripes,86.3620803644032,9137
9138,Rain,Happy,Scarlet,Swulu,Blood Orange Polkadots,Blood Orange,Sand,Stripes,56.81719410036029,9138
9139,Rain,Happy,Closed,Swulu,Clementine Arneum,Cream,Hill Huts,None,19.22510467718497,9139
9140,Blush,Happy,Closed,Oxoto,Blood Orange Polkadots,Gold,Marius,None,16.344822229294888,9140
9141,Telescope,Happy,Sand,Swulu,Blood Orange Tranteum,Aqua,Violet,Polkadot,54.68254258498757,9141
9142,Telescope,Happy,Sacred,Raincoat,Terracotta Tranteum,White,Rainbow,None,28.87435674489911,9142
9143,Blush,Screaming,Moss,Arcith,None,Clementine,Blood Orange,Striped Rocks,84.21146918946391,9143
9144,Rain,Happy,Sand,Oxoto,Violet Polkadots,Gold,Night,Striped Rocks,53.66887644149614,9144
9145,Crush,Happy,Sacred,Frux,Terracotta Arneum,Terracotta,Gold,Olive Flower,56.672392163817776,9145
9146,Clouds,Happy,Clementine,Vines,Violet Arneum,Gold,Aqua,Clouds,56.45777624142322,9146
9147,Crush,Happy,Black,Cloud Suit,Gold Stripes,Clementine,Cream,Terracotta Flower,58.270687335010315,9147
9148,Crush,Happy,Earth,Frux,Scarlet Arneum,Violet,Inciu,None,19.096388444401942,9148
9149,Pile Skyline,Happy,Clementine,None,Terracotta Tranteum,Tulip,Pile Skyline,None,6.071636608148233,9149
9150,None,Sacred,Blue Sacred,Oxoto,Scarlet Stripes,Blood Orange,Violet,Emanating,89.8909329136814,9150
9151,Blush,Happy,Third Eye,Swulu,Aqua Balseum,Meadow,Tulip,Tulip Flower,56.7636063638882,9151
9152,Telescope,Happy,Aqua,None,Aqua Polkadots,Cream,SS Creature,None,16.414499963026383,9152
9153,Pile Skyline,Happy,Gold Third Eye,None,Tulip Arneum,Meadow,Pile Skyline,None,8.201069101700377,9153
9154,Crush,Happy,Earth,Arcith,Aqua Balseum,Tulip,Clementine,Liquify,53.304195555877,9154
9155,Crush,Happy,Aqua Third Eye,Frux,Mint Arneum,Gold,Marius,None,18.238199940805476,9155
9156,Pile Skyline,Happy,Gold,Swulu,Ocean Balseum,Aqua,Pile Skyline,None,6.913720102953104,9156
9157,None,Happy,Mint,Frux,Terracotta Stripes,Mint,Meadow,Cream Flower with Stripes,56.624166684386125,9157
9158,Blush,Happy,Dilated,Swulu,Gold Tranteum,Scarlet,Aura,Distance,53.0628536227992,9158
9159,Telescope,Happy,Meadow,None,Gold Stripes,Rainbow,Cream,Cosmic Pinch,55.61585851062696,9159
9160,Telescope,Happy,Gold,Arcith,Aqua Arneum,Ocean,Ercon,None,18.345419933121477,9160
9161,Telescope,Happy,Moss,None,Terracotta Polkadots,Moss,Earth,None,17.728655969550687,9161
9162,Pile Skyline,Smirking,Scarlet,None,Ocean Tranteum,Blood Orange,Pile Skyline,None,39.91026007830142,9162
9163,None,Happy,Blue Sacred,Oxoto,Sand Stripes,Violet,Hill Huts,None,19.697103711210463,9163
9164,Clouds,Singing,Mint,None,Clementine Tranteum,Aqua,Greenery,None,55.7337247158403,9164
9165,Rain,Happy,Meadow,Vines,Tulip Polkadots,Meadow,Olive,Gold Flower with Stripes,57.54128962425573,9165
9166,Telescope,Happy,Violet,Vines,Sand Balseum,Sand,Gold,Curved Stripe,55.28327233524375,9166
9167,Crush,Sacred,Aqua Third Eye,None,Mint Tranteum,Meadow,Creature Friends,None,53.09493867783996,9167
9168,Rain,Singing,Clementine,Frux,Scarlet Stripes,Feather,Night,Width,88.63596881649224,9168
9169,Rain,Happy,Mint,Swulu,Aqua Tranteum,Clementine,Creature Friends,None,18.007495629219534,9169
9170,Crush,Happy,Meadow,Vines,Gold Tranteum,Clementine,Rainbow,None,17.380000715247363,9170
9171,Clouds,Happy,Earth,Swulu,Scarlet Arneum,Moss,Earth,None,24.4599760511614,9171
9172,Pile Skyline,Happy,Earth,Oxoto,Ocean Balseum,Blood Orange,Pile Skyline,None,8.581909184847666,9172
9173,Pile Skyline,Smirking,Dilated,Vines,Clementine Balseum,Meadow,Pile Skyline,None,40.462643663413346,9173
9174,Crush,Happy,Aqua,Frux,Clementine Balseum,Gold,Uuary,None,15.658176693505855,9174
9175,Crush,Thermal Singing,Meadow,Swulu,None,Thermal,Tulip,Bullseye,90.15881044861574,9175
9176,Rain,Happy,Moss,Vines,Violet Arneum,Feather,Marius,None,20.383688626824398,9176
9177,Blush,Thermal,Sacred,None,None,Thermal,Rainbow,None,50.56818771610316,9177
9178,Pile Skyline,Happy,Scarlet,Vines,Violet Arneum,Violet,Pile Skyline,None,9.896002434568036,9178
9179,None,Happy,Ocean,None,Moss Stripes,Clementine,Ercon,None,14.998557572889041,9179
9180,Telescope,Happy,Gold,Vines,Tulip Balseum,Aqua,Aqua,Distance,51.91505320006219,9180
9181,Rain,Singing,Violet,Arcith,Ocean Tranteum,Sand,SS Creature,None,53.958509284453285,9181
9182,Rain,Sacred,Scarlet,Swulu,Aqua Polkadots,Clementine,Scarlet,Liquify,88.04068124562598,9182
9183,Blush,Smirking,Closed,None,Aqua Balseum,Terracotta,Rainbow,None,48.718400633720584,9183
9184,Clouds,Smirking,Terracotta,Frux,Aqua Arneum,Terracotta,Aqua,Clouds,93.95066583569793,9184
9185,Pile Skyline,Sacred,Earth,Swulu,Scarlet Balseum,Clementine,Pile Skyline,None,40.73622727997576,9185
9186,Telescope,Happy,Dilated,Frux,Gold Tranteum,Olive,Inciu,None,18.860312219151517,9186
9187,Crush,Sacred,Clementine,Oxoto,Violet Balseum,Violet,Gomba,None,53.40606293682196,9187
9188,Telescope,Thermal,Clementine,Arcith,None,Thermal,Inciu,None,50.536086048011164,9188
9189,Telescope,Happy,Gold,Cape,None,Gold,Ocean,Curved Stripe,54.5808698997012,9189
9190,Crush,Happy,Tulip,Frux,Mint Tranteum,Gold,Fungisland,None,18.045103868245533,9190
9191,Blush,Happy,Olive,Arcith,Tulip Balseum,Mint,Ercon,None,20.313929897070768,9191
9192,Crush,Happy,Sand,Arcith,Violet Polkadots,Feather,Greenery,None,20.00287268839261,9192
9193,Crush,Smirking,Black,Vines,Mint Arneum,White,Ascension,None,53.22909226664238,9193
9194,Rain,Happy,Moss,Vines,Terracotta Stripes,Ocean,Creature Friends,None,20.453417317677065,9194
9195,Pile Skyline,Happy,Tulip,None,Tulip Tranteum,Meadow,Pile Skyline,None,8.324455262498521,9195
9196,Pile Skyline,Happy,Black,Swulu,Clementine Polkadots,Sand,Pile Skyline,None,8.67843898893469,9196
9197,Telescope,Singing,Blue Sacred,None,Violet Polkadots,Gold,Feather,Stripes,85.16074852293887,9197
9198,Blush,Happy,Mint,None,Olive Tranteum,Meadow,SS Creature,None,18.28650372987478,9198
9199,Pile Skyline,Smirking,Tulip,Frux,Aqua Arneum,Clementine,Pile Skyline,None,39.888824452413104,9199
9200,Telescope,Happy,Closed,Arcith,Olive Tranteum,Olive,Clementine,Clementine Flower Stripe,54.28568921389021,9200
9201,None,Happy,Aqua,Cloud Suit,Gold Balseum,Aura,Field,None,25.55427349838755,9201
9202,Telescope,Happy,Dilated,None,Ocean Stripes,Sand,Clementine,Striped Rocks,51.62013265345541,9202
9203,Blush,Happy,Tulip,Oxoto,Tulip Balseum,Meadow,Greenery,None,20.882528464846363,9203
9204,Telescope,Happy,Earth,None,Gold Balseum,Mint,Terracotta,Distance,51.705965287404844,9204
9205,Pile Skyline,Happy,Dilated,Frux,Sand Stripes,Scarlet,Pile Skyline,None,8.82319907820123,9205
9206,Clouds,Happy,Blood Orange,Vines,Moss Stripes,Gold,Field,None,23.44629434888264,9206
9207,None,Happy,Black,None,Olive Balseum,Aqua,Inciu,None,14.252972237464592,9207
9208,Crush,Sacred,Olive,Arcith,Tulip Arneum,Tulip,Aqua,Aqua Flower,90.92061021373326,9208
9209,Crush,Happy,Dilated,None,Sand Polkadots,Blood Orange,Inciu,None,16.682751890486422,9209
9210,Blush,Happy,Dilated,Oxoto,Clementine Polkadots,Olive,Gomba,None,19.0052203693899,9210
9211,None,Happy,Aqua,Vines,Aqua Stripes,Gold,Field,None,14.842937230621608,9211
9212,None,Smirking,Gold Third Eye,Frux,Aqua Balseum,Terracotta,Creature Friends,None,52.31729082426039,9212
9213,Pile Skyline,Happy,Clementine,Frux,Violet Tranteum,Violet,Pile Skyline,None,8.640843622192465,9213
9214,Rain,Happy,Tulip,Oxoto,Gold Stripes,Clementine,Gomba,None,17.589161039784738,9214
9215,Rain,Happy,Gold,Vines,Scarlet Arneum,Moss,Violet,Cubes,54.54850056669432,9215
9216,Rain,Happy,Gold,Cloud Suit,Gold Arneum,Gold,Tulip,Clementine Flower,58.15268113738525,9216
9217,Crush,Happy,Clementine,Swirl,Olive Stripes,Tulip,Aura,Olive Flower with Stripes,60.27656575688668,9217
9218,Rain,Screaming,Meadow,Vines,Mint Balseum,Tulip,Aura,Cosmic Pinch,91.43010644888486,9218
9219,Rain,Happy,Closed,None,Blood Orange Balseum,Sand,Violet,Emanating,52.4086128418081,9219
9220,Pile Skyline,Happy,Violet,Oxoto,Scarlet Tranteum,Clementine,Pile Skyline,None,7.471564110245313,9220
9221,Crush,Happy,Terracotta,Raincoat,Aqua Stripes,Aura,Field,None,28.81539226603377,9221
9222,Blush,Happy,Closed,None,Mint Polkadots,Meadow,Cream,Curved Stripe,52.32815801761376,9222
9223,Rain,Happy,Ocean,Arcith,Olive Balseum,Moss,Aqua,Curved Stripe,54.86495383422875,9223
9224,Crush,Happy,Closed,None,Ocean Tranteum,Feather,Gomba,None,16.65055043585051,9224
9225,Rain,Smirking,Clementine,Oxoto,None,Violet,Ercon,None,47.38835417504277,9225
9226,Telescope,Happy,Terracotta,Swulu,Mint Polkadots,Terracotta,Ascension,None,21.542230743357415,9226
9227,Crush,Happy,Aqua Third Eye,Oxoto,Aqua Arneum,Olive,Rainbow,None,20.898598614819555,9227
9228,Blush,Screaming,Ocean,Swulu,Ocean Balseum,Sand,Ascension,None,55.385108075411495,9228
9229,Telescope,Happy,Gold Third Eye,None,Aqua Polkadots,Meadow,Uuary,None,18.05578761932051,9229
9230,Telescope,Happy,Closed,None,Violet Balseum,Feather,Greenery,None,16.62371071088494,9230
9231,Blush,Smirking,Tulip,Swulu,Olive Balseum,Terracotta,Aura,Dive,88.7808238564296,9231
9232,Crush,Singing,Aqua,Arcith,Aqua Balseum,Ocean,Field,None,51.94189078232625,9232
9233,Clouds,Happy,Dilated,None,Scarlet Polkadots,Ocean,Rainbow,None,22.55058719761718,9233
9234,None,Happy,Blue Sacred,Vines,Terracotta Stripes,Blood Orange,Fungisland,None,19.34315110115822,9234
9235,None,Happy,Third Eye,Arcith,Tulip Polkadots,White,Olive,Polkadot,57.29998953202403,9235
9236,Crush,Happy,Blood Orange,Arcith,Moss Tranteum,Blood Orange,Violet,Polkadot,55.81424925838587,9236
9237,None,Happy,Black,Oxoto,Ocean Arneum,Violet,Clementine,Striped Rocks,53.5401644959022,9237
9238,None,Smirking,Aqua Third Eye,Swulu,Tulip Arneum,Olive,SS Creature,None,52.71418764415279,9238
9239,Rain,Happy,Violet,Arcith,Gold Polkadots,Clementine,Ocean,Polkadot,52.45676108134537,9239
9240,Blush,Happy,Black,None,Ocean Tranteum,Ocean,Hill Huts,None,16.800811198055285,9240
9241,Blush,Happy,Gold,Arcith,Mint Tranteum,Cream,Aqua,Gold Flower with Stripes,54.30180495928931,9241
9242,Pile Skyline,Smirking,Third Eye,Cape,Mint Balseum,Terracotta,Pile Skyline,None,48.87794354218126,9242
9243,Telescope,Happy,Gold,None,Sand Arneum,Sand,Greenery,None,16.457456517184845,9243
9244,Clouds,Happy,Mint,Swulu,Terracotta Stripes,Olive,Pile Skyline,None,17.958903795458937,9244
9245,Blush,Happy,Closed,None,None,Tulip,Aura,Olive Flower,48.87966696528738,9245
9246,Rain,Thermal Happy,Gold Third Eye,Vines,None,Thermal,Clementine,Mint Flower with Stripes,90.07838352228785,9246
9247,Telescope,Screaming,Dilated,None,Violet Polkadots,Feather,SS Creature,None,51.31972755007398,9247
9248,Pile Skyline,Happy,Moss,Frux,Blood Orange Arneum,Moss,Pile Skyline,None,10.45385342484051,9248
9249,None,Thermal,Clementine,Wet,None,Thermal,Greenery,None,56.23731527019922,9249
9250,Crush,Sacred,Aqua,None,Tulip Polkadots,Mint,Earth,None,51.13731040188446,9250
9251,Clouds,Smirking,Earth,None,Gold Tranteum,Scarlet,Fungisland,None,53.330938742703204,9251
9252,Crush,Smirking,Gold Third Eye,None,Mint Tranteum,Clementine,Greenery,None,47.645770549212244,9252
9253,Crush,Happy,Black,Frux,Gold Stripes,Moss,Gold,Cosmic Punch,53.82444795684134,9253
9254,Blush,Screaming,Violet,Vines,Violet Arneum,Gold,Aura,Cosmic Punch,87.19866052084203,9254
9255,Crush,Thermal,Gold Third Eye,Frux,None,Thermal,Tulip,Cubes,88.75878747216896,9255
9256,Pile Skyline,Happy,Third Eye,Swulu,Tulip Balseum,Olive,Pile Skyline,None,10.679147204481795,9256
9257,Pile Skyline,Happy,Ocean,Raincoat,Ocean Polkadots,Scarlet,Pile Skyline,None,16.41837626389437,9257
9258,Telescope,Singing,Earth,None,Terracotta Balseum,Gold,Hill Huts,None,47.50630458253129,9258
9259,Telescope,Smirking,Aqua,Arcith,Mint Tranteum,Terracotta,Stripe Room,None,50.64925516181798,9259
9260,Telescope,Happy,Blue Sacred,Vines,Moss Polkadots,Gold,Ercon,None,17.68031516074345,9260
9261,None,Singing,Meadow,None,Clementine Stripes,Clementine,Gomba,None,48.73989151487379,9261
9262,Crush,Thermal Sacred,Aqua Third Eye,None,None,Thermal,Clementine,Terracotta Flower,87.80978384859274,9262
9263,Rain,Happy,Clementine,Vines,Ocean Tranteum,Violet,Blood Orange,Width,54.51095294391405,9263
9264,None,Singing,Blood Orange,Swulu,Scarlet Arneum,Feather,Violet,Liquify,89.4297233006247,9264
9265,Telescope,Singing,Sacred,None,Aqua Tranteum,Olive,Terracotta,Mint Flower,88.68962681607017,9265
9266,Crush,Happy,Blue Sacred,Frux,Sand Stripes,Sand,Field,None,20.52311060328971,9266
9267,Telescope,Singing,Blue Sacred,Arcith,Scarlet Stripes,Moss,Greenery,None,53.577681544314515,9267
9268,Crush,Happy,Clementine,Frux,Tulip Tranteum,Mint,Greenery,None,19.048081971686816,9268
9269,None,Screaming,Clementine,Oxoto,Olive Balseum,Tulip,Aura,Distance,87.74571778712004,9269
9270,Pile Skyline,Happy,Clementine,Arcith,Sand Polkadots,Ocean,Pile Skyline,None,8.120594973188366,9270
9271,Pile Skyline,Happy,Mint,Vines,Aqua Arneum,Meadow,Pile Skyline,None,10.287582058569622,9271
9272,Telescope,Happy,Dilated,Arcith,Gold Tranteum,Olive,Aqua,Meadow Flower with Stripes,53.765410531462464,9272
9273,Telescope,Happy,Dilated,Frux,Mint Polkadots,Cream,Marius,None,19.659509424689862,9273
9274,Telescope,Happy,Blood Orange,Vines,Gold Balseum,Feather,Marius,None,19.79901400679325,9274
9275,None,Happy,Blood Orange,Frux,Terracotta Stripes,Sand,Gold,Width,54.84886812320586,9275
9276,None,Happy,Violet,Vines,Scarlet Balseum,Scarlet,Sand,Width,55.42814400406893,9276
9277,Crush,Happy,Dilated,Frux,Gold Balseum,Moss,Gomba,None,18.40981908281245,9277
9278,None,Happy,Aqua,Frux,Ocean Polkadots,Violet,Ascension,None,18.334702919388906,9278
9279,Rain,Singing,Terracotta,None,Aqua Balseum,Clementine,Marius,None,49.54440323801536,9279
9280,Crush,Happy,Gold,Frux,Violet Tranteum,Aqua,Ocean,Striped Rocks,53.046719109740145,9280
9281,Rain,Happy,Black,Frux,Olive Tranteum,Mint,Terracotta,Gold Flower with Stripes,55.78745244031844,9281
9282,Rain,Happy,Blood Orange,Oxoto,Scarlet Polkadots,Sand,SS Creature,None,20.571369332757314,9282
9283,Blush,Sacred,Gold Third Eye,Frux,Aqua Balseum,Aqua,Stripe Room,None,53.40608439574835,9283
9284,Blush,Happy,Mint,Cloud Suit,Aqua Balseum,Mint,Uuary,None,26.51973079990835,9284
9285,Telescope,Thermal,Terracotta,Swulu,None,Thermal,Fungisland,None,53.11584537723605,9285
9286,None,Happy,Dilated,Frux,Aqua Polkadots,Scarlet,Violet,Curved Stripe,53.59918690510508,9286
9287,Crush,Smirking,Black,Arcith,Olive Stripes,Terracotta,Cream,Clementine Flower,87.19871308519771,9287
9288,Blush,Screaming,Third Eye,Oxoto,Tulip Balseum,Mint,Earth,None,55.20818138246869,9288
9289,Pile Skyline,Happy,Black,Vines,Aqua Tranteum,Clementine,Pile Skyline,None,5.749782996116375,9289
9290,Pile Skyline,Happy,Tulip,Swulu,Mint Stripes,Gold,Pile Skyline,None,7.900731593853702,9290
9291,None,Singing,Blue Sacred,Arcith,Ocean Balseum,Aqua,Fungisland,None,51.164215573253394,9291
9292,None,Happy,Earth,Raincoat,Mint Tranteum,Cream,Ascension,None,24.840930387272955,9292
9293,Rain,Singing,Ocean,Frux,Scarlet Tranteum,Aqua,Fungisland,None,52.79463710129363,9293
9294,Blush,Happy,Olive,None,Mint Balseum,Olive,Creature Friends,None,18.651244694248412,9294
9295,None,Happy,Sand,Oxoto,Olive Tranteum,Feather,Sand,Width,55.43345799203969,9295
9296,Rain,Happy,Meadow,Swirl,Tulip Balseum,Aura,Uuary,None,28.84219391509234,9296
9297,Blush,Happy,Terracotta,Frux,Gold Polkadots,Terracotta,Ascension,None,20.73767556761051,9297
9298,None,Happy,Earth,None,Scarlet Balseum,Ocean,Earth,None,16.0230485506862,9298
9299,Crush,Happy,Black,None,Gold Polkadots,Violet,Field,None,16.023007779464322,9299
9300,Blush,Happy,Earth,Oxoto,Violet Stripes,Feather,Night,Striped Rocks,54.69329982828328,9300
9301,Telescope,Screaming,Sacred,Frux,Gold Arneum,Gold,Mint,Clementine Flower Stripe,88.8398328549049,9301
9302,Pile Skyline,Happy,Aqua,None,Tulip Arneum,Meadow,Pile Skyline,None,6.200344257979884,9302
9303,Clouds,Thermal Smirking,Tulip,None,None,Thermal,Hill Huts,None,57.503269432379,9303
9304,Crush,Happy,Gold,Oxoto,Aqua Arneum,Violet,Earth,None,18.62434434839331,9304
9305,None,Singing,Black,Vines,Clementine Stripes,Tulip,Hill Huts,None,52.21004240635061,9305
9306,Crush,Thermal Smirking,Closed,None,None,Thermal,Ascension,None,50.17693802038582,9306
9307,None,Smirking,Meadow,None,Gold Stripes,Meadow,Fungisland,None,49.26545093023531,9307
9308,Blush,Sacred,Sacred,Frux,Aqua Stripes,Gold,Hill Huts,None,52.381671736042954,9308
9309,Blush,Happy,Aqua,Frux,Mint Balseum,Cream,Ercon,None,19.176810008320132,9309
9310,Blush,Happy,Ocean,None,Sand Polkadots,Moss,Clementine,Width,53.06295070581226,9310
9311,Crush,Happy,Gold,None,Mint Tranteum,Terracotta,Gold,Mint Flower with Stripes,52.51044267624039,9311
9312,Pile Skyline,Happy,Dilated,Oxoto,Violet Stripes,Clementine,Pile Skyline,None,6.023308676744869,9312
9313,Telescope,Happy,Aqua,Arcith,Tulip Tranteum,White,Hill Huts,None,20.292434729561965,9313
9314,Pile Skyline,Happy,Aqua,Swulu,Aqua Balseum,Ocean,Pile Skyline,None,8.41022031341576,9314
9315,Blush,Happy,Dilated,None,Mint Tranteum,Rainbow,Aqua,Mountains,53.46519154995679,9315
9316,Pile Skyline,Happy,Terracotta,Swulu,Gold Balseum,Tulip,Pile Skyline,None,10.357322021973095,9316
9317,Telescope,Singing,Earth,None,Tulip Stripes,Mint,Creature Friends,None,50.72969602945848,9317
9318,Pile Skyline,Screaming,Dilated,Frux,Scarlet Balseum,Feather,Pile Skyline,None,43.57882800459695,9318
9319,Rain,Happy,Blue Sacred,Swirl,Gold Tranteum,Aqua,Ercon,None,23.74133666261435,9319
9320,Rain,Happy,Moss,Frux,Moss Polkadots,Scarlet,Night,Width,56.6240964211612,9320
9321,Clouds,Happy,Scarlet,Vines,Ocean Tranteum,Clementine,Greenery,None,23.29608830980977,9321
9322,Pile Skyline,Happy,Black,Vines,Moss Tranteum,Scarlet,Pile Skyline,None,8.791063605435676,9322
9323,Blush,Happy,Ocean,Vines,Violet Arneum,Aqua,Rainbow,None,18.5278242018829,9323
9324,Telescope,Happy,Ocean,Swulu,Violet Tranteum,Aqua,Stripe Room,None,18.989058488096852,9324
9325,Crush,Screaming,Blue Sacred,None,Sand Tranteum,Gold,Rainbow,None,49.94136389040858,9325
9326,None,Happy,Scarlet,Swulu,Violet Tranteum,Aqua,Blood Orange,Polkadot,53.78155952725474,9326
9327,Telescope,Happy,Olive,Oxoto,Terracotta Polkadots,Aqua,Rainbow,None,18.747726755921423,9327
9328,Pile Skyline,Happy,Blue Sacred,Swulu,Gold Tranteum,Moss,Pile Skyline,None,9.370332521893719,9328
9329,Telescope,Happy,Closed,Arcith,Scarlet Stripes,Feather,Feather,Curved Stripe,54.18912991470427,9329
9330,Telescope,Happy,Sand,Swulu,Aqua Stripes,Sand,Earth,None,20.201280601339853,9330
9331,Rain,Singing,Gold Third Eye,Swulu,Gold Polkadots,Gold,Greenery,None,51.37865501384521,9331
9332,Blush,Happy,Earth,Frux,Aqua Arneum,Mint,Greenery,None,18.849670844627774,9332
9333,Crush,Happy,Third Eye,None,Tulip Stripes,Meadow,Clementine,Aqua Flower Stripe,54.25354139621098,9333
9334,Telescope,Happy,Earth,None,Scarlet Polkadots,Feather,Inciu,None,16.70419128119476,9334
9335,None,Happy,Blue Sacred,Vines,Ocean Arneum,Ocean,Violet,Cubes,55.572926634983986,9335
9336,Pile Skyline,Happy,Third Eye,None,Tulip Tranteum,Aqua,Pile Skyline,None,6.066333899158169,9336
9337,Telescope,Happy,Aqua,Arcith,Mint Arneum,Cream,Inciu,None,18.720851084414292,9337
9338,Telescope,Happy,Ocean,Oxoto,Sand Arneum,Moss,Ercon,None,20.372906176809593,9338
9339,Crush,Screaming,Aqua,Frux,Mint Tranteum,Terracotta,Cream,Tulip Flower with Stripes,90.18591943620493,9339
9340,Rain,Happy,Violet,Cape,Ocean Balseum,Ocean,Clementine,Liquify,61.874797635093856,9340
9341,Rain,Happy,Clementine,Raincoat,Aqua Arneum,Rainbow,Stripe Room,None,26.27297565100192,9341
9342,Rain,Smirking,Dilated,Oxoto,Olive Stripes,Sand,Sand,Distance,86.63020195143176,9342
9343,Clouds,Happy,Ocean,Oxoto,Terracotta Arneum,Gold,Violet,Clouds,59.042893004913374,9343
9344,Telescope,Happy,Moss,Arcith,Ocean Polkadots,Violet,Creature Friends,None,20.008185065675775,9344
9345,Rain,Singing,Closed,Oxoto,Sand Stripes,Sand,Gomba,None,52.97698826701742,9345
9346,Rain,Happy,Aqua Third Eye,None,Gold Polkadots,Mint,Inciu,None,18.05052513882193,9346
9347,Crush,Happy,Mint,Arcith,Clementine Stripes,Clementine,Ercon,None,17.272702406625672,9347
9348,Crush,Smirking,Closed,Arcith,Sand Tranteum,Sand,Blood Orange,Polkadot,86.22263961182382,9348
9349,Blush,Happy,Closed,Frux,Olive Stripes,Aqua,Rainbow,None,17.095719936167967,9349
9350,Pile Skyline,Happy,Sand,Swulu,Moss Balseum,Ocean,Pile Skyline,None,10.716696969725433,9350
9351,Blush,Happy,Aqua,Vines,Olive Tranteum,Gold,Clementine,Olive Flower,51.2661097769633,9351
9352,None,Happy,Moss,Frux,Gold Stripes,Gold,Greenery,None,16.60226595895763,9352
9353,Blush,Happy,Olive,Oxoto,Aqua Polkadots,Clementine,Earth,None,17.626719925590052,9353
9354,Crush,Singing,Olive,None,Terracotta Stripes,Cream,Field,None,52.4137964827984,9354
