,Background,Pattern,Skin,Clothes,Nose,Eyes,Hat,Type,Tattoo,Mouth,Skeleton,Goldchain,Rarity score,Token Id
7481,Purple,None,Red,Tank Top Grey POM,Normal,Heart Eyes,Flower Blue,Skeleton,Big Tattoos,None,Painted Skeleton,None,38.53198843614353,7481
7482,Green,Aztec Patterns,None,Caesar Outfit,Normal,Happy Eyes,Headband Red,Skeleton,None,None,None,None,6.79040974879799,7482
7483,Light Red,Aztec Patterns,Yellow,Tank Top Pink CM,Normal,Dead Eyes,Manga Hair  Dark,Skeleton,None,None,None,None,13.950028791859676,7483
7484,Grey,None,Red,Admirals Coat Black,Normal,Heart Eyes,None,Skeleton,Big Tattoos,None,None,None,20.055727494752485,7484
7485,Purple,Flower Pattern,None,Pope Robe,Normal,Bored Eyes,Chef's Hat,Zombie,Big Tattoos,Cigarette,None,None,61.41753123426095,7485
7486,Grey,Flower Pattern,Red,Bear Fur,Normal,Happy Eyes,Manga Hair  Dark,Skeleton,None,None,None,None,11.984552891511383,7486
7487,Light Orange,None,None,None,Normal,Exasperated Eyes,Hippie Hat,Zombie,None,None,None,None,24.83306188909684,7487
7488,Green,Aztec Patterns,Aquamarine,T Pink B&B,Normal,Retro Cartoon Eyes,Dead Cool Cat,Skeleton,Small Tattoos,None,Painted Skeleton,None,40.735864286443984,7488
7489,Beige,Flower Pattern,None,T Grey POM,Normal,Exasperated Eyes,Rick Hair,Devil,None,None,None,None,28.170030047511457,7489
7490,Grey,None,Red,Hoodie Grey CM,Normal,Sad Eyes,Headband Red,Skeleton,None,None,None,None,11.952693213295028,7490
7491,Light Orange,Aztec Patterns,Yellow,Bathrobe Pink,Normal,Monocle,None,Skeleton,None,Tongue,None,None,34.46772565736388,7491
7492,Purple,Flower Pattern,None,Hoodie Blue B&B,Normal,Regular Glasses,None,Skeleton,None,None,None,None,5.483007908650101,7492
7493,Blue,Flower Pattern,Yellow,DBZ Outfit,Normal,Hero Mask,Arrow,Skeleton,Small Tattoos,None,None,None,26.475873880546253,7493
7494,Grey,Aztec Patterns,Blue,Samurai Blue,Normal,Dead Eyes,Knitted Beanie Orange,Skeleton,None,None,None,Gold Chain Skull,39.07359518517285,7494
7495,Blue,Flower Pattern,Blue,Tank Top Pink CM,Normal,Cute Eyes,None,Skeleton,None,None,None,None,11.084798245139543,7495
7496,Purple,None,Yellow,Armor Black,Normal,John Glasses,Vietnam Era Helmet,Skeleton,Big Tattoos,None,Painted Skeleton,None,40.38952108971887,7496
7497,Aquamarine,Flower Pattern,Red,Butler Outfit,Normal,Bloodshot,Bandana Blue,Skeleton,None,None,None,Gold Chain Skull,39.28609356598088,7497
7498,Aquamarine,Flower Pattern,None,Hoodie Green B&B,Normal,Heart Eyes,Savage Hair Dark,Zombie,Big Tattoos,None,None,None,39.18975261601937,7498
7499,Light Red,None,None,Denim Overalls,Normal,Dia De Los Muertos Eyes,Dread Short Brown,Devil,None,None,None,None,27.98948281629491,7499
7500,Aquamarine,None,None,Sweater Green CM,Normal,Crazy Eyes,Pyramid Hat,Zombie,Small Tattoos,Cigarette,None,None,57.6386425484558,7500
7501,Green,Flower Pattern,None,Bandana Blue,Normal,Bored Eyes,None,Skeleton,None,None,Painted Skeleton,None,19.065813102573532,7501
7502,Green,Flower Pattern,Yellow,Bandana Red,Normal,Retro Cartoon Eyes,Dread Short Red,Skeleton,Big Tattoos,None,Painted Skeleton,None,38.776352924312256,7502
7503,Beige,Aztec Patterns,Yellow,Sweater Green CM,Normal,Angry Eyes,None,Skeleton,None,None,Painted Skeleton,None,24.594394591081734,7503
7504,Light Orange,Flower Pattern,Aquamarine,Bathrobe Blue,Normal,Pirate Patch Peaceful,Bandana Dark,Skeleton,Small Tattoos,None,None,None,28.66255771956024,7504
7505,Beige,Aztec Patterns,Blue,Roman Soldier Armor,Normal,Retro Cartoon Eyes,Sushi Chef Headband,Skeleton,Big Tattoos,None,None,None,24.644436176710165,7505
7506,Beige,None,None,Tank Top Blue B&B,Normal,Dead Eyes,None,Zombie,None,Pipe,None,None,44.37464048788201,7506
7507,Green,Flower Pattern,Yellow,Sheriff Outfit,Normal,Logo Eyes,Beret French,Skeleton,Small Tattoos,None,None,None,26.440905087304827,7507
7508,Light Orange,Flower Pattern,Yellow,Synthetic Cool Cat Fur Coat,Normal,Dia De Los Muertos Eyes,None,Skeleton,None,None,None,None,11.442992149717588,7508
7509,Purple,None,None,Sweater Pink CM,Normal,Sad Eyes,Knight Helmet,Skeleton,Small Tattoos,None,Painted Skeleton,Gold Chain Skull,56.62910582123206,7509
7510,Grey,Flower Pattern,None,Dress Pink,Normal,Logo Eyes,Dread Short Blond,Skeleton,Small Tattoos,None,Painted Skeleton,None,33.99932776697741,7510
7511,Green,None,None,Samurai Blue,Normal,Cute Spider Eyes,Coonskin,Skeleton,None,None,None,None,7.305884870923878,7511
7512,Beige,None,Aquamarine,Bathrobe Pink,Normal,Cute Spider Eyes,Knitted Beanie Orange,Skeleton,Small Tattoos,None,Painted Skeleton,None,39.9004260496705,7512
7513,Grey,Flower Pattern,Yellow,Denim Overalls,Normal,Dead Eyes,Knitted Beanie Orange,Skeleton,None,Special Cigarette,None,None,37.16963560937829,7513
7514,Blue,None,None,Bandana Red,Normal,Dead Eyes,Dread Short Dark,Zombie,Big Tattoos,Cigarette,None,None,57.81329980991531,7514
7515,Light Red,Aztec Patterns,Yellow,T Grey POM,Normal,Bloodshot,Sangoku,Skeleton,None,None,None,None,14.308161236136241,7515
7516,Light Red,Aztec Patterns,Blue,King Robe,Normal,Angry Eyes,Manga Hair  Purple,Skeleton,Small Tattoos,None,Painted Skeleton,None,40.83192944370172,7516
7517,Beige,Aztec Patterns,None,Dress Pink,Normal,Happy Eyes,Flower Crown Pink,Skeleton,None,None,None,None,5.992594500723909,7517
7518,Blue,None,Blue,Hoodie Blue B&B,Normal,Dia De Los Muertos Eyes,Manga Hair  Dark,Skeleton,Big Tattoos,None,None,None,24.35918352735033,7518
7519,Light Orange,Flower Pattern,Red,Work Outfit Red,Normal,Bored Eyes,Knitted Beanie Orange,Skeleton,Small Tattoos,None,None,None,25.13939467664986,7519
7520,Green,Flower Pattern,None,T Pink B&B,Normal,Retro Cartoon Eyes,Top Hat,Zombie,None,None,None,Gold Chain GM,51.708338463802214,7520
7521,Grey,None,Red,Dress Blue,Normal,Exasperated Eyes,Headband Red,Skeleton,None,None,Painted Skeleton,None,25.706822637756026,7521
7522,Beige,Flower Pattern,None,Knight Armor,Clown,Cyclop Eye,None,Skeleton,Big Tattoos,None,Painted Skeleton,None,57.682764968834356,7522
7523,Aquamarine,None,Red,Admirals Coat Black,Normal,Bloodshot,None,Skeleton,None,Tongue,None,None,31.579566355601873,7523
7524,Blue,None,Red,Dress Pink,Normal,Regular Glasses,Vietnam Era Helmet,Skeleton,None,None,Painted Skeleton,None,27.593568084335335,7524
7525,Beige,Flower Pattern,Blue,Hoodie Green B&B,Normal,Thug Life Glasses,Knitted Beanie Red,Skeleton,Small Tattoos,Tongue,None,None,47.99418577025956,7525
7526,Blue,None,Blue,Bandana Red,Normal,Retro Cartoon Eyes,Savage Hair Dark,Skeleton,Small Tattoos,None,None,None,21.537758343030244,7526
7527,Purple,None,Black,Admirals Coat Red,Normal,3D Glasses,None,Skeleton,None,Cigarette,None,None,35.318084946492625,7527
7528,Aquamarine,Aztec Patterns,Red,Work Outfit Blue,Normal,Pirate Patch Peaceful,None,Skeleton,Small Tattoos,Cigarette,None,None,43.609561193184234,7528
7529,Green,Flower Pattern,Red,Bathrobe White,Normal,Bloodshot,Kitty Red Bow,Skeleton,None,None,None,Gold Chain Skull,39.24533062326033,7529
7530,Grey,Aztec Patterns,Blue,Bathrobe Pink,Normal,Cool Shades,Flower Blue,Skeleton,None,None,None,None,15.356421108999054,7530
7531,Beige,Flower Pattern,Yellow,Bandana Blue,Normal,Cute Spider Eyes,Dread Short Brown,Skeleton,None,None,None,None,14.410088986916456,7531
7532,Grey,Flower Pattern,Yellow,Samurai Black,Normal,Regular Glasses,Bucket Hat CM+B&B,Skeleton,None,None,None,None,15.22540202763274,7532
7533,Light Orange,None,Black,Dress Pink,Normal,Aviator Glasses,Knitted Beanie Orange,Skeleton,Small Tattoos,None,Painted Skeleton,None,41.27763382151397,7533
7534,Blue,None,Red,T Pink B&B,Normal,Spider Eyes,Metal Spikes,Skeleton,None,Cigarette,None,None,34.42418649835762,7534
7535,Light Red,Flower Pattern,Blue,Bathrobe White,Clown,Happy Eyes,Viking Helmet,Skeleton,Big Tattoos,Cigarette,None,None,73.44941535950123,7535
7536,Light Orange,Aztec Patterns,Blue,Sweater Pink CM,Normal,3D Glasses,Devil Horns,Skeleton,Small Tattoos,None,None,Gold Chain Skull,50.78605949077021,7536
7537,Light Red,Flower Pattern,None,Tank Top Blue B&B,Normal,Rick Eyes,Dread Short Red,Devil,None,None,None,None,30.08293975870071,7537
7538,Purple,Flower Pattern,Yellow,T Pink B&B,Normal,Happy Eyes,Bucket Hat Flower,Skeleton,None,None,None,None,13.14635560867566,7538
7539,Aquamarine,Aztec Patterns,Red,Tank Top Pink CM,Normal,Exasperated Eyes,Clown Hair Red,Skeleton,Big Tattoos,Cigarette,Painted Skeleton,None,61.306959441342315,7539
7540,Aquamarine,Aztec Patterns,None,Bear Fur,Normal,Heart Eyes,None,Skeleton,Big Tattoos,None,None,None,16.311653854543646,7540
7541,Beige,None,Blue,Caesar Outfit,Normal,Happy Eyes,Workers Hard Hat,Skeleton,Small Tattoos,None,Painted Skeleton,None,36.14452878306595,7541
7542,Beige,Flower Pattern,Black,Fake Shaolin Outfit,Normal,Visor Retro Cartoon Eyes,Flower Blue,Skeleton,Big Tattoos,Cigarette,None,None,50.666919041239645,7542
7543,Aquamarine,None,None,Hoodie Blue B&B,Normal,Hero Mask,Biker Helmet Green Goggles,Skeleton,None,Tongue,None,None,30.051440296270183,7543
7544,Blue,Aztec Patterns,Red,Synthetic Cool Cat Fur Coat,Normal,Heart Glasses,Papal Tiara,Skeleton,None,None,Painted Skeleton,None,30.68844996592686,7544
7545,Light Red,Aztec Patterns,None,Suit Black,Normal,Bloodshot,Mohawk,Skeleton,Big Tattoos,None,None,None,19.992066070662382,7545
7546,Beige,Flower Pattern,Yellow,Work Outfit Red,Normal,Pirate Patch Peaceful,Feather,Skeleton,Small Tattoos,None,None,None,25.6838941460236,7546
7547,Grey,Aztec Patterns,Yellow,T Grey POM,Normal,Square Shades,Sport Headband,Skeleton,None,None,Painted Skeleton,None,29.13944792484731,7547
7548,Blue,None,None,Fake Shaolin Outfit,Normal,Retro Cartoon Eyes,Manga Hair  Purple,Skeleton,Small Tattoos,None,None,None,15.476029249477111,7548
7549,Aquamarine,None,Blue,Sweater Pink CM,Normal,Sad Eyes,Beret Green,Skeleton,None,None,Painted Skeleton,Gold Chain GM,53.400120579888345,7549
7550,Purple,Aztec Patterns,Red,Leather Jacket,Normal,Happy Eyes,Manga Hair  Purple,Skeleton,Big Tattoos,None,None,None,24.915208386112727,7550
7551,Light Orange,Flower Pattern,Yellow,Fake Shaolin Outfit,Normal,Bored Eyes,Flower Blue,Skeleton,Small Tattoos,None,Painted Skeleton,None,39.588738594776515,7551
7552,Beige,None,Black,Shaolin Outfit,Normal,Happy Eyes,Cowboy Hat,Skeleton,Small Tattoos,None,None,None,24.507745837713646,7552
7553,Light Red,Flower Pattern,Aquamarine,Suit Black,Normal,Retro Cartoon Eyes,Cap B&B Purple,Skeleton,Big Tattoos,Special Cigarette,None,None,50.34080180945183,7553
7554,Light Orange,None,None,Dress Pink,Normal,Regular Glasses,Manga Hair  Dark,Skeleton,Big Tattoos,None,Painted Skeleton,None,31.80986247017204,7554
7555,Beige,Aztec Patterns,None,Butler Outfit,Normal,Angry Eyes,None,Skeleton,None,None,None,None,4.399822640788635,7555
7556,Aquamarine,None,Red,Tank Top Pink CM,Normal,Square Shades,None,Skeleton,Big Tattoos,None,None,Gold Chain Skull,44.73326535997845,7556
7557,Grey,Flower Pattern,Red,Hoodie Pink CM,Normal,Dead Eyes,Knitted Beanie Red,Skeleton,Big Tattoos,None,None,Gold Chain Skull,49.36523538078819,7557
7558,Beige,None,None,Tank Top Grey POM,Normal,Crazy Eyes,Beanie Cap,Devil,Small Tattoos,None,None,None,37.59733519948072,7558
7559,Grey,None,Yellow,Bandana Blue,Normal,Retro Cartoon Eyes,Dead Cool Cat,Skeleton,Small Tattoos,None,None,None,21.284457417502633,7559
7560,Purple,None,Red,Suit Blue,Normal,Fantasia Eyes,Flower Hat,Skeleton,None,None,None,None,14.715971250587037,7560
7561,Blue,Aztec Patterns,None,Sweater Green CM,Normal,Retro Cartoon Eyes,Dread Short Dark,Skeleton,None,None,None,None,6.729293877654888,7561
7562,Purple,Aztec Patterns,None,Leather Jacket,Normal,Exasperated Eyes,None,Skeleton,None,Tongue,None,None,27.177595422997154,7562
7563,Green,Aztec Patterns,Red,Samurai Blue,Normal,Retro Cartoon Eyes 2,None,Skeleton,Big Tattoos,None,Painted Skeleton,None,37.76610424853949,7563
7564,Aquamarine,Flower Pattern,None,Suit Blue,Normal,Cute Spider Eyes,Flower Hat,Skeleton,Big Tattoos,Tongue,None,None,43.272333812101444,7564
7565,Blue,None,Aquamarine,Knight Armor,Normal,Angry Eyes,Flower Hat,Skeleton,Big Tattoos,None,None,None,27.043785565657423,7565
7566,Purple,None,Red,Hoodie Blue B&B,Normal,Sad Eyes,Bucket Hat CM+B&B,Skeleton,None,None,None,None,13.385296102420337,7566
7567,Grey,Flower Pattern,Yellow,Samurai Black,Normal,Cool Shades,Dread Long Blond,Skeleton,None,None,None,None,15.469984928434007,7567
7568,Beige,Flower Pattern,None,Sweater Pink CM,Normal,Exasperated Eyes,Party Hat,Zombie,None,None,None,None,25.64836880714159,7568
7569,Green,None,None,Hoodie Pink CM,Normal,Cute Eyes,Shell Green,Robot,None,None,None,None,28.56597447496104,7569
7570,Grey,None,Red,Suit Blue,Normal,Cyclop Eye,Party Hat,Skeleton,Small Tattoos,None,Painted Skeleton,Gold Chain Skull,61.356398773330476,7570
7571,Aquamarine,Aztec Patterns,Red,Hoodie Pink CM,Normal,Cute Eyes,Biker Helmet Green Goggles,Skeleton,Small Tattoos,Cigarette,None,None,47.1935267456069,7571
7572,Purple,None,Rainbow,Bandana Blue,Normal,Regular Glasses,Beret French,Skeleton,Small Tattoos,None,None,None,28.636447620643207,7572
7573,Grey,None,Yellow,Sweater Green CM,Normal,Pirate Patch Bloodshot,Dread Short Blond,Skeleton,Big Tattoos,None,None,None,24.012728510373076,7573
7574,Grey,Aztec Patterns,None,Hoodie Black POM,Clown,Bloodshot,None,Skeleton,None,None,None,Gold Chain Skull,56.26493668174163,7574
7575,Green,Flower Pattern,Yellow,Work Outfit Red,Normal,Pirate Patch Bloodshot,Basquat Crown,Skeleton,None,None,Painted Skeleton,None,30.365238544096762,7575
7576,Light Red,None,Blue,Rick Outfit,Normal,Dead Eyes,Savage Hair Red,Skeleton,None,None,None,None,12.56706705957079,7576
7577,Light Orange,None,Rainbow,Denim Overalls,Normal,Retro Cartoon Eyes,None,Skeleton,Big Tattoos,None,None,None,22.245361421646667,7577
7578,Green,Flower Pattern,None,Hoodie Red CM,Normal,Exasperated Eyes,Octopus,Skeleton,Small Tattoos,None,Painted Skeleton,None,33.34710349518963,7578
7579,Aquamarine,Flower Pattern,Black,Pope Robe,Normal,Crazy Eyes,Native Americain Headdress Small,Skeleton,Small Tattoos,None,Painted Skeleton,Gold Chain Skull,68.88196234343454,7579
7580,Beige,None,None,Sweater Pink CM,Normal,Cute Eyes,Headband Red,Skeleton,None,None,None,None,5.363700330960732,7580
7581,Aquamarine,None,Blue,T Pink B&B,Normal,Dead Eyes,None,Skeleton,Big Tattoos,None,None,None,20.03531660542713,7581
7582,Aquamarine,None,Blue,Dress Pink,Normal,Dia De Los Muertos Eyes,Clown Hair Red,Skeleton,Small Tattoos,Cigarette,Painted Skeleton,None,60.03782503895347,7582
7583,Light Orange,Aztec Patterns,Aquamarine,Tank Top Blue B&B,Normal,Retro Cartoon Eyes,Rat Ears,Skeleton,Small Tattoos,None,None,None,26.047895587314507,7583
7584,Aquamarine,None,Blue,Badass Leather Jacket,Normal,Cyclop Eye,Manga Hair  Dark,Skeleton,None,None,None,None,12.415651063341388,7584
7585,Beige,None,Yellow,Hoodie Black POM,Normal,Crazy Eyes,Unicorn Horn,Skeleton,Small Tattoos,None,None,None,22.98487603241235,7585
7586,Green,Aztec Patterns,Black,Dress Pink,Normal,Angry Eyes,Top Hat,Skeleton,None,None,None,Gold Chain Skull,43.0245731285318,7586
7587,Beige,Flower Pattern,None,Sweater Pink CM,Normal,Heart Eyes,Flower Blue,Skeleton,Small Tattoos,None,None,None,17.770462948853506,7587
7588,Beige,Aztec Patterns,None,Sweater Pink CM,Normal,Dead Eyes,None,Zombie,Small Tattoos,None,None,None,33.42782561081194,7588
7589,Light Red,Aztec Patterns,Red,Bathrobe Blue,Normal,Sad Eyes,Party Hat,Skeleton,Small Tattoos,None,Painted Skeleton,None,39.789609347306,7589
7590,Light Orange,Flower Pattern,Aquamarine,Hoodie Pink CM,Normal,Retro Cartoon Eyes,Savage Hair Red,Skeleton,None,None,Painted Skeleton,None,29.497626382820986,7590
7591,Purple,None,Blue,Freedy Tank Top,Normal,Pirate Patch Peaceful,Viking Helmet,Skeleton,Big Tattoos,None,None,None,26.243055191058986,7591
7592,Light Orange,Aztec Patterns,Yellow,Sweater Pink CM,Normal,Exasperated Eyes,Knitted Beanie Red,Skeleton,None,None,None,Gold Chain Skull,37.769178964043235,7592
7593,Light Orange,None,Yellow,Tank Top Pink CM,Normal,Logo Eyes,None,Skeleton,None,None,None,None,9.055439009703775,7593
7594,Blue,Flower Pattern,Blue,Dress Pink,Normal,Cute Eyes,Devil Horns,Skeleton,None,None,None,Gold Chain GM,41.190223507380416,7594
7595,Aquamarine,Flower Pattern,Blue,DBZ Outfit,Normal,Crazy Eyes,Mummy,Skeleton,None,Cigarette,None,None,37.23367214765802,7595
7596,Light Orange,None,Yellow,Hoodie Green B&B,Normal,Dead Eyes,Headband Red,Skeleton,None,None,None,Gold Chain GM,38.03430030630519,7596
7597,Light Red,Flower Pattern,Blue,Sweater Pink CM,Normal,Logo Eyes,Shell Green,Skeleton,None,None,None,None,15.341832334037464,7597
7598,Light Orange,Flower Pattern,Red,Samurai Black,Normal,Happy Eyes,Dread Long Dark,Skeleton,None,None,Painted Skeleton,None,27.64287576780397,7598
7599,Beige,Flower Pattern,Red,Shaolin Outfit,Normal,Retro Cartoon Eyes,Biker Helmet Green Goggles,Skeleton,None,None,None,None,12.660106974423377,7599
7600,Purple,Aztec Patterns,Yellow,Leather Jacket,Normal,Crazy Eyes,Clown Hair Blue,Skeleton,None,None,None,None,15.892171383494318,7600
7601,Beige,Flower Pattern,Red,Leather Jacket,Normal,Cyclop Eye,Manga Hair  Purple,Skeleton,None,Cigarette,Painted Skeleton,None,49.58039498803024,7601
7602,Light Red,Flower Pattern,Blue,Hoodie Blue B&B,Normal,Laser Eyes,Sea Captain's Hat,Skeleton,Big Tattoos,Cigarette,None,None,48.29696650305711,7602
7603,Grey,Flower Pattern,Red,Hoodie Blue B&B,Normal,Retro Skull Eyes,Beret Green,Skeleton,None,None,Painted Skeleton,None,29.934347161548068,7603
7604,Light Red,None,Aquamarine,Sweater Pink CM,Normal,Angry Eyes,Dread Long Dark,Skeleton,None,Cigarette,None,None,35.88873353304316,7604
7605,Purple,None,Blue,Bandana Red,Normal,Heart Eyes,Deer Horns,Skeleton,None,None,None,None,13.589111986280091,7605
7606,Blue,None,Aquamarine,Samurai Black,Normal,Retro Skull Eyes,None,Skeleton,Small Tattoos,None,None,None,23.005290412542482,7606
7607,Green,None,Blue,Hoodie Black POM,Normal,Pirate Patch Bloodshot,Bucket Hat CM+B&B,Skeleton,None,None,Painted Skeleton,None,28.16426035182283,7607
7608,Purple,Flower Pattern,Yellow,None,Normal,Happy Eyes,Sea Captain's Hat,Skeleton,None,None,None,None,13.29487569415479,7608
7609,Purple,None,Red,Samurai Blue,Normal,Visor Retro Cartoon Eyes,Knitted Beanie Red,Skeleton,None,None,None,None,14.200598948957985,7609
7610,Light Orange,None,Rainbow,Tank Top Blue B&B,Normal,Pirate Patch Evil Morty,Pirate Hat POM,Skeleton,None,None,None,None,17.718052014438847,7610
7611,Grey,Flower Pattern,Aquamarine,Samurai Blue,Normal,Retro Cartoon Eyes,None,Skeleton,Small Tattoos,None,None,None,21.991915166299215,7611
7612,Aquamarine,Flower Pattern,Aquamarine,Suit Blue,Normal,Pirate Patch Bloodshot,Knitted Beanie Red,Skeleton,Big Tattoos,None,Painted Skeleton,None,43.691055939424174,7612
7613,Light Red,Flower Pattern,Yellow,T Grey POM,Normal,Cute Spider Eyes,Beret Green,Skeleton,Big Tattoos,None,None,None,25.91972757009221,7613
7614,Blue,None,Red,Tank Top Blue B&B,Normal,Heart Eyes,Knitted Beanie Orange,Skeleton,None,None,None,None,11.973058664650186,7614
7615,Light Orange,None,None,King Robe,Normal,Crazy Eyes,Nessie,OpenSkull,None,None,Painted Skeleton,Gold Chain GM,70.24446689782529,7615
7616,Light Orange,Aztec Patterns,None,Bandana Blue,Normal,Cool Shades,Bandana Dark,Zombie,Small Tattoos,None,None,None,38.76763692768249,7616
7617,Grey,Aztec Patterns,Yellow,Hoodie Pink CM,Normal,Bloodshot,Bandana Blue,Skeleton,None,None,None,None,14.185873282161959,7617
7618,Beige,Flower Pattern,None,T Grey POM,Normal,Cute Eyes,Savage Hair Red,Skeleton,Big Tattoos,None,Painted Skeleton,None,33.367486711758445,7618
7619,Green,None,None,Shaolin Outfit,Normal,Rick Eyes,Kitty Red Bow,Zombie,Big Tattoos,None,None,None,38.022197696282916,7619
7620,Light Orange,None,None,Dress Blue,Normal,Bloodshot,Feather,Skeleton,Big Tattoos,None,None,None,17.27838841950152,7620
7621,Light Red,Aztec Patterns,None,Hoodie Red CM,Normal,Regular Glasses,None,Skeleton,None,None,None,Gold Chain GM,30.755823611158746,7621
7622,Light Orange,Flower Pattern,Yellow,Clown Outfit,Normal,Retro Cartoon Eyes,Metal Spikes Mohawk,Skeleton,Big Tattoos,None,Painted Skeleton,None,39.047140577153016,7622
7623,Grey,Flower Pattern,None,Sweater Green CM,Normal,Spider Eyes,Kitty Red Bow,Skeleton,None,None,None,None,8.913157834695534,7623
7624,Grey,Aztec Patterns,None,Sheriff Outfit,Normal,Cute Spider Eyes,Party Hat,Zombie,None,None,None,None,27.70686686804889,7624
7625,Purple,None,Blue,Dress Blue,Normal,Bloodshot,Sangoku,Skeleton,None,None,Painted Skeleton,None,27.908002935827785,7625
