,Animated,Additional Backgrounds,Display Mode,Portrait Background,Purity,Chroma,Generation,Variant,Species,Decorative,Mouth,Face,Device,Element,Dimension,Oni,Horn,Weapon,Eyewear,Zodiac,Emote,Gem,Mythic,Rarity score,Token Id
9135,No,No,Portrait,Day,Augmented,Clay Walnut,Mu,Kunoichi,Humans,Game Controller,Star,None,None,None,None,None,None,None,Monocle,None,None,None,None,22.063326815124533,9136
9136,No,No,Portrait,Day,Augmented,Crimson Carmine,Delta,Oni,Yokai,None,None,None,None,None,None,Bat,Goat,Kunai,None,None,None,None,Sushi,47.433762292808964,9137
9137,No,No,Portrait,Day,Natural,Brilliant Byzantine,Mu,Lance Defender,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.7221247540049108,9138
9138,No,No,Portrait,Day,Augmented,Brilliant Byzantine,Sigma,Ice Spirit,Posthumans,None,None,None,Battery,Energy,Claw Rift,None,None,None,None,None,None,None,None,26.93346394800482,9139
9139,No,No,Portrait,Day,Augmented,Verdant Teal,Upsilon,Spinosaurus,Demihumans,Cat,None,None,None,None,None,None,None,None,None,Horse,None,Gold,None,22.57622698928937,9140
9140,No,No,Portrait,Day,Augmented,Hunter Green,Sigma,Ibaraki-Doji,Yokai,None,None,None,None,None,None,Shellfish,Rhino,Sai,None,None,None,None,None,33.94901383949108,9141
9141,No,No,Capsule,N/A,Natural,Lapis Lazuli,Alpha,Cthylla,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,27.043489314515394,9142
9142,No,No,Portrait,Day,Augmented,Polychromatic,Psi,Ancient Prince,Humans,None,Popsicle,Blue Hearts,None,None,None,None,None,None,Star Eyepatch,None,None,None,None,25.59865176431951,9143
9143,No,No,Portrait,Day,Augmented,Lapis Lazuli,Beta,Tiger Shark,Demihumans,Veggies,None,None,None,None,None,None,None,None,None,Horse,None,Emerald,None,22.56249047711874,9144
9144,No,No,Portrait,Day,Augmented,Dark Cerulean,Zeta,House Cat,Demihumans,Meat,None,None,None,None,None,None,None,None,None,Monkey,Proud,None,None,22.807316781482267,9145
9145,No,No,Portrait,Simple 1,Augmented,Glacier Blue,Upsilon,Kitsune,Yokai,Shrimp,None,None,None,None,None,Lantern,Goat,None,None,None,None,None,None,40.795657358476404,9146
9146,No,No,Portrait,Day,Augmented,Scarlet Ruby,Theta,Ox,Demihumans,Honey,None,None,None,None,None,None,None,None,None,Pig,None,Turquoise,None,22.63124694509927,9147
9147,No,No,Portrait,Day,Augmented,Azure Sky,Iota,Swimmer,Humans,None,Star,Star Scar,None,None,None,None,None,None,Round Glasses,None,None,None,None,26.156953765378194,9148
9148,No,No,Portrait,Day,Augmented,Shamrock Parakeet,Rho,Bitcoin Cyborg,Posthumans,None,None,None,Laptop,Holy,Spirit Eyes,None,None,None,None,None,None,None,None,26.916953129621422,9149
9149,No,No,Portrait,Day,Augmented,Scarlet Ruby,Gamma,Football Player,Humans,Potion Flask,Donut,None,None,None,None,None,None,None,Moon Eyepatch,None,None,None,None,22.1651148326898,9150
9150,No,No,Portrait,Day,Augmented,Glacier Blue,Omega,Kitsune,Yokai,Bell,None,None,None,None,None,None,Antelope,Kunai,None,None,None,None,None,28.27830342851896,9151
9151,No,No,Portrait,Day,Augmented,Royal Purple,Rho,Lion,Demihumans,Anchor,None,None,None,None,None,None,None,None,None,Rat,Dazzled,None,None,22.858199642659173,9152
9152,No,No,Portrait,Day,Augmented,King Turquoise,Lambda,Earth Spirit,Posthumans,None,None,None,Laser Sword,Fire,Claw Rift,None,None,None,None,None,None,None,None,26.92247752173495,9153
9153,No,No,Portrait,Day,Augmented,Ashen Stone,Gamma,Wanyudo,Yokai,None,None,None,None,None,None,Kunai,Stag,Kunai,None,None,None,None,None,33.97099756994501,9154
9154,No,No,Portrait,Day,Natural,Deep Amethyst,Zeta,Zashiki-Warashi,Yokai,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3.2900294887405166,9155
9155,No,No,Portrait,Day,Augmented,Golden Bronze,Xi,Cat Cosplayer,Humans,Bomb,None,Star Scar,None,None,None,None,None,None,Round Glasses,None,None,None,None,22.38795093686876,9156
9156,No,No,Portrait,Day,Augmented,Dark Cerulean,Theta,Angler Fish,Demihumans,Veggies,None,None,None,None,None,None,None,None,None,Dog,Love,None,None,22.778436647928405,9157
9157,No,No,Portrait,Day,Augmented,Midnight Plum,Psi,Komainu,Yokai,None,None,None,None,None,None,Lantern,Antelope,Kunai,None,None,None,None,None,33.865103149283435,9158
9158,No,No,Portrait,Day,Augmented,Forest Shamrock,Omicron,Cthylla,Posthumans,None,None,None,Smartphone,Holy,Hexagonal Rift,None,None,None,None,None,None,None,Nyen Cat,40.29238808251948,9159
9159,No,No,Portrait,Day,Natural,Concord Grape,Beta,Boxer,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6698561174504976,9160
9160,No,No,Portrait,Day,Augmented,Rich Navy,Epsilon,Kunoichi,Humans,Game Controller,Star,None,None,None,None,None,None,None,Neon Glasses,None,None,None,None,22.092214793454712,9161
9161,No,No,Portrait,Day,Augmented,Cedar Caramel,Sigma,Dark Spirit,Posthumans,None,None,None,Battery,Energy,Ethereum,None,None,None,None,None,None,None,None,26.85232495100543,9162
9162,No,No,Portrait,Day,Augmented,Mossy Seaweed,Kappa,Shikigami,Yokai,Eyeball,None,None,None,None,None,None,Bison,Uchiwa,None,None,None,None,Sushi,41.68386030062145,9163
9163,No,No,Portrait,Day,Natural,Clay Walnut,Kappa,Spy,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.5266729563785437,9164
9164,No,No,Portrait,Day,Augmented,Verdant Teal,Phi,Dark Spirit,Posthumans,None,None,None,Laser Sword,Water,Spirit Eyes,None,None,None,None,None,None,None,None,26.969224247094004,9165
9165,No,Yes,Portrait,Night,Natural,Electric Fuschia,Beta,Kitsune,Yokai,None,None,None,None,None,None,None,None,None,None,None,None,None,None,28.927520670805695,9166
9166,No,No,Portrait,Day,Augmented,Electric Fuschia,Gamma,Megalodon,Demihumans,Butterflies,None,None,None,None,None,None,None,None,None,Rat,None,Emerald,None,22.42772293979217,9167
9167,No,No,Portrait,Day,Augmented,Glacier Blue,Upsilon,Winter Student,Humans,Bomb,None,Moon,None,None,None,None,None,None,Monocle,None,None,None,None,22.495220123791533,9168
9168,No,No,Portrait,Day,Augmented,Vintage Mahogany,Gamma,Ancient Maid,Humans,Coffee,None,Whiskers,None,None,None,None,None,None,Monocle,None,None,None,None,22.393446147474254,9169
9169,No,No,Portrait,Day,Augmented,Pesto Guacamole,Tau,Squid,Demihumans,Anchor,None,None,None,None,None,None,None,None,None,Ox,Dazzled,None,None,22.803180371399257,9170
9170,No,No,Portrait,Day,Natural,Forest Shamrock,Mu,Cat Cosplayer,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6547327289083994,9171
9171,No,No,Portrait,Day,Augmented,Hunter Green,Tau,Kunoichi,Humans,Breakfast,Bandaid,None,None,None,None,None,None,None,Star Eyepatch,None,None,None,None,22.10597222563867,9172
9172,No,No,Portrait,Day,Augmented,Stormy Fossil,Beta,Tennis Player,Humans,None,Heart,Whiskers,None,None,None,None,None,None,Round Glasses,None,None,None,None,26.23670808601213,9173
9173,No,No,Portrait,Day,Augmented,Scarlet Ruby,Delta,Football Player,Humans,None,Toast,Blue Hearts,None,None,None,None,None,None,Square Glasses,None,None,None,None,26.361880199796968,9174
9174,No,No,Portrait,Day,Augmented,Forest Shamrock,Sigma,Hacker,Posthumans,None,None,None,Earbuds,Fire,Tentacle Rift,None,None,None,None,None,None,None,ERROR,40.299272509943286,9175
9175,No,No,Portrait,Day,Augmented,Lilac Lavender,Tau,Autumn Student,Humans,None,Donut,Whiskers,None,None,None,None,None,None,Heart Eyepatch,None,None,None,None,26.31236040850129,9176
9176,No,No,Portrait,Day,Natural,Chartreuse Sage,Psi,Mermaid,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.9517310243640557,9177
9177,No,No,Portrait,Day,Augmented,Mint Pistachio,Theta,Rat,Demihumans,Fossil Ammonite,None,None,None,None,None,None,None,None,None,Goat,None,Feather Tiara,None,22.473086778994805,9178
9178,No,No,Portrait,Day,Augmented,Natural Nectarine,Phi,Spear Warrior,Humans,Toy Cars,None,Moon,None,None,None,None,None,None,Square Glasses,None,None,None,None,22.5131008911264,9179
9179,No,No,Portrait,Day,Augmented,Rich Navy,Theta,Megalodon,Demihumans,Honey,None,None,None,None,None,None,None,None,None,None,Dazzled,Moon Band,None,23.35476737363973,9180
9180,No,No,Portrait,Day,Augmented,Brilliant Byzantine,Mu,Medic,Posthumans,None,None,None,Laptop,Forest,Spirit Eyes,None,None,None,None,None,None,None,None,26.93208422896306,9181
9181,No,No,Portrait,Day,Augmented,Hidden Ruby,Phi,Ape,Demihumans,Honey,None,None,None,None,None,None,None,None,None,Dog,None,Turquoise,None,22.66012212471392,9182
9182,No,No,Portrait,Day,Augmented,Polychromatic,Psi,Rabbit,Demihumans,Cat,None,None,None,None,None,None,None,None,None,Monkey,Anger,None,None,22.052323453263124,9183
9183,No,No,Portrait,Day,Augmented,Glacier Blue,Upsilon,Kitsune,Yokai,Bell,None,None,None,None,None,Flame Eyes,None,Axe,None,None,None,None,None,28.5410234390993,9184
9184,No,No,Portrait,Day,Augmented,Queen Pink,Phi,Lazy Boy,Humans,Book,Popsicle,Blue Hearts,None,None,None,None,None,None,None,None,None,None,None,22.30127901599027,9185
9185,No,No,Portrait,Day,Augmented,Aegean Sea,Delta,Winter Model,Humans,Fast Food,Leaf,None,None,None,None,None,None,None,Star Eyepatch,None,None,None,None,22.126605829118116,9186
9186,No,No,Portrait,Day,Augmented,Dark Cerulean,Theta,Hammer Paladin,Humans,None,Star,Blue Hearts,None,None,None,None,None,None,Round Glasses,None,None,None,None,26.250470198723885,9187
9187,No,No,Portrait,Day,Augmented,Candy Rose,Lambda,Seahorse,Demihumans,Fish,None,None,None,None,None,None,None,None,None,Tiger,None,Feather Tiara,None,22.611998568497505,9188
9188,No,No,Portrait,Day,Augmented,Incredible Indigo,Upsilon,Spy,Posthumans,None,None,None,Laser Sword,Vitality,Recon Drone,None,None,None,None,None,None,None,None,26.916968820607124,9189
9189,No,No,Portrait,Day,Natural,Dark Cerulean,Mu,Ancient Prince,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6877375728417949,9190
9190,No,No,Portrait,Day,Augmented,Regal Cobalt,Iota,Shikigami,Yokai,Eyeball,None,None,None,None,None,None,Duiker,Kunai,None,None,None,None,None,28.122918120389606,9191
9191,No,No,Portrait,Day,Augmented,Lapis Lazuli,Beta,Megalodon,Demihumans,Honey,None,None,None,None,None,None,None,None,None,Horse,Proud,None,None,22.763306238990992,9192
9192,No,No,Portrait,Day,Augmented,Coral Peach,Epsilon,Ape,Demihumans,Anchor,None,None,None,None,None,None,None,None,None,Ox,Proud,None,None,22.84443642541652,9193
9193,No,No,Portrait,Day,Augmented,Vintage Mahogany,Beta,Spider,Demihumans,Cat,None,None,None,None,None,None,None,None,None,Monkey,Dazzled,None,None,22.744042310746693,9194
9194,No,No,Portrait,Day,Augmented,Azure Sky,Mu,Zashiki-Warashi,Yokai,None,None,None,None,None,None,Lantern,Duiker,Axe,None,None,None,None,None,33.87337184123284,9195
9195,No,No,Portrait,Day,Augmented,Smoked Amber,Upsilon,Lance Defender,Humans,Game Controller and Disc,Leaf,Red Hearts,None,None,None,None,None,None,None,None,None,None,None,22.26827871519292,9196
9196,No,No,Portrait,Day,Augmented,Forest Shamrock,Sigma,Orca,Demihumans,Butterflies,None,None,None,None,None,None,None,None,None,Snake,None,Crescent,None,22.544613288829858,9197
9197,No,No,Portrait,Day,Augmented,Raven Onyx,Kappa,Cat Cosplayer,Humans,Game Controller and Disc,None,Blue Hearts,None,None,None,None,None,None,Neon Glasses,None,None,None,None,22.471837264555095,9198
9198,No,No,Portrait,Day,Natural,Deep Amethyst,Delta,Spinosaurus,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8802155274566643,9199
9199,No,No,Portrait,Day,Augmented,King Turquoise,Kappa,Hitotsume-Kozo,Yokai,None,None,None,None,None,None,Lantern,Goat,Kunai,None,None,None,None,None,33.88436955615909,9200
9200,No,No,Portrait,Day,Augmented,Cedar Caramel,Phi,Wildcat,Demihumans,Cat,None,None,None,None,None,None,None,None,None,Ox,Proud,None,None,22.727528462274496,9201
9201,No,No,Portrait,Day,Augmented,Pesto Guacamole,Xi,Horse,Demihumans,Campfire,None,None,None,None,None,None,None,None,None,Monkey,None,Emerald,None,22.621621930526953,9202
9202,No,No,Portrait,Day,Augmented,Great Pearl,Omicron,Assassin,Posthumans,None,None,None,Smartphone,Crystal,Houndstooth Rift,None,None,None,None,None,None,None,None,26.923849120820513,9203
9203,No,No,Portrait,Day,Augmented,Brilliant Byzantine,Sigma,Axolotl,Demihumans,Fossil Ammonite,None,None,None,None,None,None,None,None,None,Rooster,None,Crescent,None,22.580358305815587,9204
9204,No,No,Portrait,Day,Augmented,Imperial Eggplant,Sigma,Ape,Demihumans,Cat,None,None,None,None,None,None,None,None,None,Pig,None,Turquoise,None,22.444222336457134,9205
9205,No,No,Portrait,Day,Augmented,Golden Bronze,Tau,Great White Shark,Demihumans,Meat,None,None,None,None,None,None,None,None,None,Rooster,Proud,None,None,22.808696915656895,9206
9206,No,No,Portrait,Day,Augmented,Emerald Seafoam,Delta,Shiro Ukari,Yokai,Talisman,None,None,None,None,None,None,Minotaur,Cursed Tanto,None,None,None,None,None,28.254932269626305,9207
9207,No,No,Portrait,Day,Natural,Butterscotch Sepia,Delta,Jellyfish,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8678327225261396,9208
9208,No,No,Portrait,Day,Natural,Bumblebee Canary,Kappa,Mysterious Doll,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.5995694136100347,9209
9209,No,No,Portrait,Day,Augmented,Scarlet Ruby,Zeta,Spinosaurus,Demihumans,Cat,None,None,None,None,None,None,None,None,None,Rat,None,Moon Band,None,22.558342091054698,9210
9210,No,No,Portrait,Day,Augmented,Soot Black,Lambda,Ethereum Cyborg,Posthumans,None,None,None,Keyboard and Mouse,Vitality,Spirit Eyes,None,None,None,None,None,None,None,None,26.978845403324186,9211
9211,No,No,Portrait,Simple 1,Augmented,Clay Walnut,Kappa,Pirate,Humans,Fast Food,Donut,None,None,None,None,None,None,None,Shades,None,None,None,None,34.29247999895645,9212
9212,No,No,Portrait,Day,Augmented,Flamingo Pink,Phi,Whale Shark,Demihumans,None,None,None,None,None,None,None,None,None,None,Dragon,Dazzled,Emerald,None,27.239199625021364,9213
9213,No,No,Portrait,Day,Augmented,Emerald Seafoam,Delta,Ice Spirit,Posthumans,None,None,None,Earbuds,Wind,Pincer Drone,None,None,None,None,None,None,None,None,26.9499831652137,9214
9214,No,No,Portrait,Day,Natural,Azure Sky,Rho,Cow,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8210676914388908,9215
9215,No,No,Portrait,Day,Augmented,Glacier Blue,Upsilon,Hammerhead Shark,Demihumans,Honey,None,None,None,None,None,None,None,None,None,Rabbit,None,Feather Tiara,None,22.600988878687893,9216
9216,No,No,Portrait,Day,Augmented,Ashen Stone,Beta,Agent,Posthumans,None,None,None,Battery,Lightning,Houndstooth Rift,None,None,None,None,None,None,None,None,26.943075750314264,9217
9217,No,No,Portrait,Day,Augmented,Bumblebee Canary,Theta,Zashiki-Warashi,Yokai,Bell,None,None,None,None,None,None,Antelope,Tetsubo,None,None,None,None,None,28.230177809993194,9218
9218,No,No,Portrait,Day,Natural,Lapis Lazuli,Alpha,Agent,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.5321616945092282,9219
9219,No,No,Portrait,Day,Natural,Raspberry Jam,Sigma,Cthylla,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.6463333426361477,9220
9220,No,No,Portrait,Day,Natural,Princess Iris,Iota,Tonfa Guard,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6547222656392161,9221
9221,No,No,Portrait,Day,Natural,Raven Onyx,Omicron,Broadsword Vanguard,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.7565102844851002,9222
9222,No,No,Portrait,Day,Natural,Pesto Guacamole,Sigma,Jellyfish,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.9118484976429586,9223
9223,No,No,Portrait,Day,Natural,Midnight Plum,Omega,Axe Warden,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6547171720824203,9224
9224,No,No,Portrait,Day,Augmented,Regal Cobalt,Lambda,Spy,Posthumans,None,None,None,Tablet,Plasma,Tentacle Rift,None,None,None,None,None,None,None,None,26.79731077510127,9225
9225,No,No,Portrait,Day,Augmented,Pesto Guacamole,Lambda,Pirate,Humans,Fast Food,Bubble Gum,None,None,None,None,None,None,None,Moon Eyepatch,None,None,None,None,22.13347374041295,9226
9226,No,No,Portrait,Day,Augmented,Polychromatic,Omega,Cat Cosplayer,Humans,Toy Cars,None,Moon,None,None,None,None,None,None,Monocle,None,None,None,None,21.725099000859124,9227
9227,No,No,Portrait,Day,Augmented,Polychromatic,Psi,Host,Posthumans,None,None,None,Tablet,Forest,Recon Drone,None,None,None,None,None,None,None,None,26.19350715018311,9228
9228,Yes,No,Animated,Day & Night,Natural,Incredible Indigo,Omicron,Kitsune,Yokai,None,None,None,None,None,None,None,None,None,None,None,None,None,None,42.55712386907136,9229
9229,No,No,Portrait,Day,Augmented,Candy Rose,Mu,Bandit,Humans,Breakfast,Popsicle,Whiskers,None,None,None,None,None,None,None,None,None,None,None,22.253154773821297,9230
9230,No,No,Portrait,Day,Augmented,Royal Purple,Rho,Lazy Boy,Humans,Mask,Star,Whiskers,None,None,None,None,None,None,None,None,None,None,None,22.266884539099504,9231
9231,No,No,Portrait,Day,Augmented,Midnight Plum,Omega,Angler Fish,Demihumans,Fish,None,None,None,None,None,None,None,None,None,Tiger,Exasperation,None,None,22.777054038232485,9232
9232,No,No,Portrait,Day,Augmented,Raspberry Jam,Omicron,Turtle,Demihumans,Raccoon,None,None,None,None,None,None,None,None,None,Rat,None,Emerald,None,22.69451632349768,9233
9233,No,No,Portrait,Day,Natural,Regal Cobalt,Delta,Ape,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.7591798237243461,9234
9234,No,No,Portrait,Day,Augmented,Slate Gray,Kappa,Kimono Model,Humans,None,Star,Dots,None,None,None,None,None,None,Square Glasses,None,None,None,None,26.26697427323345,9235
9235,No,No,Portrait,Day,Augmented,Princess Iris,Delta,Angler Fish,Demihumans,Anchor,None,None,None,None,None,None,None,None,None,Goat,Love,None,None,22.7316707919723,9236
9236,No,No,Portrait,Day,Augmented,Deep Amethyst,Zeta,Ancient Prince,Humans,Mask,Popsicle,None,None,None,None,None,None,None,Neon Glasses,None,None,None,None,22.086715868911725,9237
9237,No,No,Portrait,Simple 1,Natural,Azure Sky,Iota,Tortoise,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12.994297619185657,9238
9238,No,No,Portrait,Day,Augmented,Slate Gray,Omicron,DJ,Posthumans,None,None,None,Android Tail,Fire,Recon Drone,None,None,None,None,None,None,None,None,26.934840643787734,9239
9239,No,No,Portrait,Day,Augmented,Pesto Guacamole,Alpha,Tengu,Yokai,None,None,None,None,None,None,Lantern,Tricorn,Sai,None,None,None,None,None,33.97650819367313,9240
9240,No,No,Portrait,Day,Augmented,Marmalade Apricot,Mu,Winter Model,Humans,Breakfast,Leaf,None,None,None,None,None,None,None,Square Glasses,None,None,None,None,22.174726490869016,9241
9241,No,No,Portrait,Day,Augmented,Lapis Lazuli,Alpha,Crab,Demihumans,None,None,None,None,None,None,None,None,None,None,Pig,Exasperation,Gold,None,27.109930876888917,9242
