,Back,Outfit,Eyes,Head,Mouth,Regiment,Background,Type,Branch,Glasses,Special,Earring,Mask,Marking,Rarity score,Token Id
9523,Rifle Scorpion Polar,Fur Lined Captain's Armor,Tranquil Sea,Chainwhip Ao,Plump,04,Bluefire,Ao Oni,Navy,None,None,None,None,None,30.060100237344667,9523
9524,Unicorn Blast,Dr. Rave,Curious Russet,Hime Ponytail,Plump,47,Party Pink,Human,Special Ops,None,None,None,None,None,11.790999220445128,9524
9525,Rifle Blue,Polar,Tense Iron,Blue Lambo,Fangs Out,00,Army,Human,Army,None,None,None,None,None,16.338057605621696,9525
9526,Unicorn Blast,BANii Maid,Curious Russet,Canine Lupis,Lollipop,84,Party Pink,Human,Special Ops,None,None,None,None,None,26.010134040869005,9526
9527,Dual Katanas Black Gold,Kimono Ichimatsu Checkered Blue,Tense Fern,Shogun,Plump,75,Crimson Records,Human,Historical,None,None,None,None,None,9.297536161571134,9527
9528,Dual Katanas Black Gold,Jiangshi,,Kuro Tsuno,Choco Stick,66,Crimson Records,Human,Historical,None,None,None,None,None,21.725325867012383,9528
9529,Rifle Khaki,Naval Academy Uniform,Glaring Wisteria,Greater Mewsashi Aka,Fang Smirk,15,Flaming Hibisucus,Aka Oni,Navy,Rosy Aviators,None,None,None,None,65.44232115106081,9529
9530,Assault Rifle Maverick,Aviator Jacket,Base Fern,Two Block ,Fangs Out,96,Airforce,Human,Airforce,None,None,None,None,None,22.87586622868891,9530
9531,Rifle Heavy,Urban Street Camo,Vexxed Poppy,Count,Plump,11,Army,Human,Army,None,None,None,None,None,1.4295039420461595,9531
9532,Rifle Primitive,Meka Vest Camo Jungle,Curious Iron,Green Dragon,Plump,93,Army,Human,Army,None,None,None,None,None,2.192282322879829,9532
9533,None,None,None,None,None,71,Party Pink,Human,Special Ops,None,SENSHIS,None,None,None,58.04361635415901,9533
9534,Rifle Medic,Bulwark Exo,Glaring Poppy,Two Block ,Plump,17,Healing Pulse,Human,Support,None,None,None,None,None,5.666507559658433,9534
9535,Combat Scalpel,Heavy Duty,Wary Russet,Loose Strand ,Boo!Boo! Gum,77,Healing Pulse,Human,Support,Golden Specs,None,None,None,None,44.23040661954046,9535
9536,Rifle Stock Custom Green,Military Street Polar,Lined Russet,Hime Ponytail,Fang Smirk,60,Army,Human,Army,None,None,None,None,None,12.66221119007391,9536
9537,HELLFIRE Support Drones,Purity Shell Armor,Tranquil Sea,Fringed Bob,Saucy Fangs,04,Mana Portal,Human,Support,None,None,None,None,None,20.417904564899665,9537
9538,M16 Heavy Assault Rifle Red,NanoGoth,,Tech Bunny,Popsicle,69,Party Pink,Human,Special Ops,None,None,None,None,None,25.76016778051616,9538
9539,Assault Rifle Maverick,Fighter Pilot Turtle,Base Iron,Celestial Dreamer ,Plump,78,Airforce,Human,Airforce,Lexington,None,None,None,None,32.86731396596597,9539
9540,Rifle Medic,Nurse Set,Foxy Crimson,Cotton Candy Swirl,Lollipop,63,Healing Pulse,Human,Support,None,None,None,None,None,20.06215162923478,9540
9541,None,None,None,None,None,06,Crimson Records,Human,Historical,None,SENSHIS,None,None,None,55.17240308700486,9541
9542,Crown Staff,Battle Mage,Cheeky Fern,Oritsu,Smoke,24,Mana Portal,Human,Support,None,None,None,None,None,19.155223486043862,9542
9543,Rifle Red,Urban Street Camo,Gazing Russet,Hollywood,Boo!Boo! Gum,53,Army,Human,Army,None,None,None,None,None,14.552950143490042,9543
9544,M16 Heavy Assault Rifle Red,Dropzone Down Jacket Red,,Forest Fire,Plump,94,Party Pink,Human,Special Ops,None,None,None,None,None,11.67882676641838,9544
9545,Scepter of Revelations,Spellcaster's Vest,Base Fern,Frozen Gold,Plump,77,Mana Portal,Human,Support,None,None,None,None,None,5.362155733353302,9545
9546,Carbine Black,Tactical Vest Jungle,Basic Fern,Rebel Girl Ao,Plump,81,Bluefire,Ao Oni,Airforce,None,None,None,None,None,28.74291174434507,9546
9547,DEMIURGE Autonomous Pseudo-Priest System,Paladin Plate Armor,Base Fern,Loose Strand ,Choco Stick,56,Mana Portal,Human,Support,Rounded Aviators,None,None,None,None,42.41988586619922,9547
9548,Rifle Khaki,Naval Academy Uniform,Peridot Rebel,Bosun,Plump,03,Ocean Blue,Human,Navy,Lexington Clear,None,Sea Stud,None,None,65.7016084324341,9548
9549,Rifle Primitive,Tactical Vest Camo,Basic Fern,Locs,Plump,47,Army,Human,Army,Ornate Violet,None,None,None,None,25.80097721169792,9549
9550,Frontier XVII-A Powered EVA Helmet,"Frontier XVII-A Powered EVA Suit, Refit",Dark Crimson,Topknot WcVisor,Plump,20,Moonsilver,Human,Astronaut,None,None,None,None,None,13.694757562785446,9550
9551,Rifle Stock Custom Green,Locked n' Loaded,Coy Wisteria,Cashier WcHeadset,Plump,64,Army,Human,Army,None,None,None,None,None,1.9230567662383753,9551
9552,Ornamental Cutlas,Do Kimono,Basic Fern,Bao Buns,Choco Stick,49,Crimson Records,Human,Historical,None,None,None,None,None,21.654878044778908,9552
9553,Rifle Custom,Polar,Gazing Russet,Arctic Bad Boy,Lollipop,60,Army,Human,Army,None,None,None,None,None,14.934365465191815,9553
9554,Side of Fries,Server's WcUniform,,Bunny Girl,Fang Smirk,16,Golden Hex,Human,Support,Starstruck Pink,None,None,None,None,43.26607051407633,9554
9555,Rifle Red Ammo,Urban Street Camo,Doe Poppy,Fringed Bob,Plump,91,Army,Human,Army,None,None,None,None,None,1.1345669368373823,9555
9556,Rifle Khaki,Able Seaman's Uniform,Blithe Poppy,Loose Strand ,Plump,78,Ocean Blue,Human,Navy,None,None,None,None,None,8.611763230537788,9556
9557,Katana Silver,Grand Master,Base Iron,Short WcVisor,Choco Stick,29,Crimson Records,Human,Historical,None,None,None,None,None,21.54269052534283,9557
9558,Spellblade,Arctic Magus,Wary Russet,Arctic Curtain,Boo!Boo! Gum,30,Mana Portal,Human,Support,None,None,None,None,None,19.635977814489397,9558
9559,Hunter's Rifle Forest,Cyborg,Glaring Wisteria,Greased Ao,Plump,08,Bluefire,Ao Oni,Special Ops,Rounded Aviators,None,None,None,None,55.973899151880104,9559
9560,Rail Gun,Mana Integration SVS,Vexxed Poppy,Greenhorn,Smoke,03,Mana Portal,Human,Support,None,None,None,None,None,19.504611794089158,9560
9561,Rifle Primitive,Light Armor Desert Camo,Smug Poppy,Horse Girl,Choco Stick,63,Army,Human,Army,None,None,None,None,None,14.671610012169218,9561
9562,Parachute,Aviator Jacket Turtleneck,Gazing Russet,Bucket Hat Desert,Saucy,66,Airforce,Human,Airforce,None,None,None,None,None,23.321283950889057,9562
9563,Dual Katanas Black Gold,Sode Hoodie,Peridot Rebel,Loose Strand ,Plump,65,Crimson Records,Human,Historical,None,None,None,None,None,8.832822591704147,9563
9564,Auto Rifle Lime,Gun BANii,Foxy Crimson,Huntress Ao,Plump,50,Bluefire,Ao Oni,Airforce,None,None,None,None,None,30.543989754274254,9564
9565,Proton Key,Armored Insulated Ground Suit,Blithe Poppy,Delinquent Ao,Boo!Boo! Gum,09,Bluefire,Ao Oni,Astronaut,None,None,None,None,None,46.560020778440794,9565
9566,EVA Helmet,Armored Insulated Ground Suit,Wary Crimson,Arctic Curtain,Plump,21,Moonsilver,Human,Astronaut,None,None,None,None,None,13.358235076332626,9566
9567,Rifle Camo Polar,Sailor Uniform Aomori,Glaring Poppy,Kaminari,Lollipop,20,Ocean Blue,Human,Navy,None,None,None,None,None,23.15789861089369,9567
9568,Rifle Primitive,Military Street Polar,Smug Poppy,Tanuki,Plump,92,Army,Human,Army,None,None,None,None,None,1.9423122188386408,9568
9569,Katana Black Kiss,Jiangshi,Emerald Crescent,Kiwi Cut ,Fang Smirk,49,Crimson Records,Human,Historical,None,None,None,None,None,20.308870820758624,9569
9570,Rail Gun,Survival Suit Polar,Wary Russet,Greased Ao,Plump,36,Bluefire,Ao Oni,Support,None,None,None,None,None,26.688951577278935,9570
9571,Rifle Medic,Bulwark Exo,Gazing Russet,Topknot ,Pog,43,Healing Pulse,Human,Support,None,None,None,None,None,19.52694599069914,9571
9572,Rifle Camo Polar,Naval Academy Uniform,Dark Fern,Kojiroh,Plump,62,Ocean Blue,Human,Navy,None,None,None,None,None,9.182251613049234,9572
9573,TERRAPIN Multi-Purpose Support Drones,IVA Flight Suit,Lined Poppy,IVA Helmet,Saucy Fangs,74,Moonsilver,Human,Astronaut,None,None,None,None,None,28.557923051262545,9573
9574,Cyber Claymore Pink,Decorated Chunin Garb,Base Iron,Bronsn ,Smoke,14,Shadow Reflection,Human,Shinobi,None,None,None,None,None,25.19941453018411,9574
9575,Rifle Medic,Medic's Flak Jacket,Coy Wisteria,Foxtrot,Plump,93,Healing Pulse,Human,Support,Starstruck Gradient,None,None,None,None,30.51514279600289,9575
9576,Rifle Red,Urban Camo,Base Fern,Elvis Presto Ao,Plump,65,Bluefire,Ao Oni,Army,None,None,None,None,None,24.500103563900854,9576
9577,Cyber Shuriken,Armoured Overalls Black,Gazing Russet,Arctic Bad Boy,Choco Stick,75,Shadow Reflection,Human,Shinobi,Aviators,None,None,None,None,49.90236127730875,9577
9578,Auto Rifle Lime,Fur-Lined Aviator Olive,Smug Poppy,Mommy,Full Kiss,35,Airforce,Human,Airforce,None,None,None,None,None,23.510406389475616,9578
9579,Parachute,Aviator Jacket Bare,Tense Iron,Messy Chunin ,Plump,87,Airforce,Human,Airforce,Rounded Aviators,None,None,None,None,33.19093440251701,9579
9580,Cyber Reaper,Protection Starbeam,Smug Fern,Kiwi Cut ,Plump,80,Mana Portal,Human,Support,None,None,None,None,None,5.092812828658015,9580
9581,Chef's Rusty Pan,Staff WcUniform,Basic Wisteria,Cashier WcHeadset,Plump,30,Golden Hex,Human,Support,Evil Glare,None,None,None,None,31.813278765510262,9581
9582,Unicorn Blast,Dropzone Down Jacket Red,Coy Crimson,Stardust ,Plump,93,Party Pink,Human,Special Ops,None,None,None,None,None,11.73328288193671,9582
9583,Rifle Blue,Military Street,Base Fern,Greater Topknot Ao,Fang Smirk,58,Bluefire,Ao Oni,Army,None,None,None,None,None,35.83132178693881,9583
9584,Katana Black Kiss,Blue Diamond,Basic Wisteria,Shrine Maiden ,Choco Stick,89,Crimson Records,Human,Historical,Scouter Green,None,None,None,None,45.83573983098226,9584
9585,Spellblade,Paladin Plate Armor,Glaring Poppy,Speedster Ao,Plump,11,Bluefire,Ao Oni,Support,None,None,None,None,None,26.717772556128384,9585
9586,HELLFIRE Support Drones,Survival Suit Polar,Vexxed Poppy,Arctic Bad Boy,Fangs Out,47,Mana Portal,Human,Support,None,None,None,None,None,20.411498905533726,9586
9587,Rifle Primitive,Light Armor Desert Camo,,Stardust ,Pog,56,Army,Human,Army,None,None,None,None,None,15.690728247898427,9587
9588,Parachute,Mach5,Glaring Wisteria,Red Foxy,Plump,49,Airforce,Human,Airforce,None,None,None,None,None,8.868086091637384,9588
9589,Rifle Medic,Heavy Duty,Wary Russet,Two Block ,Plump,13,Healing Pulse,Human,Support,None,None,None,None,None,5.483833423404264,9589
9590,Rifle Custom,Tactical Woodlands,Tense Iron,Bronsn ,Smoke,60,Army,Human,Army,None,None,None,None,None,14.854218421139478,9590
9591,Rifle Scorpion Polar,Dropzone Down Jacket Red,Lined Poppy,Kiwi Cut ,Lollipop,85,Party Pink,Human,Special Ops,None,None,None,None,None,25.167300631890615,9591
9592,Rifle Custom,Tactical Woodlands,Vexxed Iron,Celestial Dreamer ,Plump,62,Army,Human,Army,None,None,None,None,None,1.458311771214684,9592
9593,Rifle Charcoal,Black Rose,Glaring Poppy,Blue Lambo,Plump,66,Ocean Blue,Human,Navy,None,None,None,None,None,9.265558199706946,9593
9594,Grenade Gun Tiger,BANii Maid,Coy Wisteria,Night Shift,Smoke,26,Party Pink,Human,Special Ops,None,None,None,None,None,25.667276109102488,9594
9595,Rifle Navy Black,Sailor Uniform Tokyo,Bold Crimson,Rebel Girl ,Boo!Boo! Gum,98,Ocean Blue,Human,Navy,None,None,None,None,None,22.356641070738384,9595
9596,HELLFIRE Support Drones,Vest of Shielding,Emerald Crescent,Regal Maiden,Plump,52,Mana Portal,Human,Support,None,None,None,None,None,6.227389705038763,9596
9597,Rifle Lucky 8,Military Street Jungle,Resting,Regal Maiden,Plump,88,Army,Human,Army,None,None,None,None,None,2.4390451038917127,9597
9598,Parachute,Tactical Flight Armor,Dark Fern,Bucket Hat Desert,Fangs Out,47,Airforce,Human,Airforce,None,None,None,None,None,24.071190420533213,9598
9599,Scepter of Revelations,Arctic Magus,Tense Fern,Messy Chunin ,Plump,21,Mana Portal,Human,Support,None,None,None,None,None,5.592873914729502,9599
9600,Rifle Custom,Tracksuit Snood Desert,Wary Crimson,Hollywood,Lollipop,56,Army,Human,Army,None,None,None,None,None,15.29650481596673,9600
9601,Rifle Medic,Medic's Flak Jacket,Basic Fern,Black Curtain,Lollipop,57,Healing Pulse,Human,Support,Heartbeat Blue,None,None,None,None,43.22092379706138,9601
9602,The Reaper,Tactical Overalls Polar,Lined Poppy,Raven Aka,Fang Smirk,56,Flaming Hibisucus,Aka Oni,Shinobi,Aviators Sunset,None,None,None,None,68.14356807683194,9602
9603,Rifle Stock Custom Green,Stealth Vest Camo,Doe Poppy,Horse Girl,Plump,36,Army,Human,Army,None,None,None,None,None,1.951908202388875,9603
9604,Rifle Lucky 8,Military Street Jungle,Basic Wisteria,Hime Ponytail,Plump,03,Army,Human,Army,None,None,None,None,None,0.5192944128229613,9604
9605,Twin Chain Katanas,TechSuit Winter's Shadow,Base Iron,Block WcVisor,Plump,36,Shadow Reflection,Human,Shinobi,Monocle,None,None,None,None,36.60078950975612,9605
9606,Frontier XVII-A Powered EVA Helmet,A55 KAZUAR Atmo-Control Suit,Blithe Russet,Kojiroh ,Smoke,56,Moonsilver,Human,Astronaut,None,None,None,None,None,27.07416658686459,9606
9607,Katana Black,Master,Scarred Slumber,Ao Tsuno,Plump,08,Crimson Records,Human,Historical,None,None,None,None,None,9.480232098898428,9607
9608,Rifle Lucky 8,Military Street Choker,Cheeky Fern,Kiwi Cut ,Fang Smirk,43,Army,Human,Army,None,None,None,None,None,12.630159489626841,9608
9609,Rifle Navy Black,Sailor Uniform Tokyo,Periwinkle,Regal Maiden,Pog,28,Ocean Blue,Human,Navy,Scouter Green,None,None,None,None,48.264667347242515,9609
9610,Rifle Navy Grey,Fur Lined Captain's Armor,Coy Crimson,Tanuki,Plump,49,Ocean Blue,Human,Navy,None,None,None,None,None,8.666175417783043,9610
9611,Parachute,Mach5,Tense Fern,Greater Greased Aka,Smoke,39,Flaming Hibisucus,Aka Oni,Airforce,None,None,None,None,None,43.416340338164545,9611
9612,R-H00D Compound Red,Magician's Assistant,Star Cluster,Horse Girl,Full Kiss,59,Party Pink,Human,Special Ops,None,None,None,None,None,26.811293794392903,9612
9613,Hunter's Rifle Forest,Forager's Uniform,Wary Russet,Mewsashi Aka,Fangs Out,68,Flaming Hibisucus,Aka Oni,Special Ops,Rosy Aviators,None,None,None,None,70.97606468461993,9613
9614,Rifle Heavy,Urban Camo,Gazing Russet,Cirro,Plump,63,Army,Human,Army,None,None,None,None,None,1.3590356032639328,9614
9615,Chef's Rusty Pan,Staff WcUniform,,Kiwi Cut ,Plump,01,Golden Hex,Human,Support,None,None,None,None,None,6.730745305418276,9615
9616,Spellblade,Summoner Defensive Vest,Peridot Rebel,Spiky Aka,Saucy,93,Flaming Hibisucus,Aka Oni,Support,None,None,None,None,None,41.33353897907069,9616
9617,Rifle Heavy,Camo Vest Desert,Base Fern,Block WcVisor,Plump,68,Army,Human,Army,None,None,None,None,None,1.019317340065125,9617
9618,Rifle Khaki,Naval Academy Uniform,Tense Iron,Greenhorn,Fang Smirk,41,Ocean Blue,Human,Navy,Golden Specs,None,None,None,None,44.8808413518823,9618
9619,Rifle Custom,Tracksuit Snood Desert,Peridot Rebel,Messy Chunin ,Plump,98,Army,Human,Army,None,None,None,None,None,1.358956730281458,9619
9620,Rifle Navy Gray,Storm Captain's Mantle,Wary Crimson,Topknot Aka,Plump,71,Flaming Hibisucus,Aka Oni,Navy,None,None,None,None,None,29.86142830001371,9620
9621,Rifle Heavy,Mach5,Glaring Wisteria,Topknot ,Fang Smirk,43,Airforce,Human,Airforce,Surgeon's Spectacles,None,None,None,None,44.066930225661835,9621
9622,Pilot Wings,Fighter Pilot Turtle,Base Fern,Greater Topknot Ao,Smoke,10,Bluefire,Ao Oni,Airforce,None,None,None,None,None,42.701769182490025,9622
9623,Rifle Primitive,Tactical Parade Fur,Caelus,Hime Ponytail Ao,Plump,76,Bluefire,Ao Oni,Army,None,None,None,None,None,26.20501044285064,9623
9624,First Aid Kit,Surgeon General,Basic Fern,Hime Ponytail,Lollipop,16,Healing Pulse,Human,Support,None,None,None,None,None,18.934162842628762,9624
9625,Side of Fries,Staff WcUniform,Smug Fern,Horse Girl,Plump,79,Golden Hex,Human,Support,None,None,None,None,None,7.724281298110286,9625
9626,M-16 Heavy Assault Rifle,Black Rose,Base Iron,Celestial Dreamer ,Plump,00,Ocean Blue,Human,Navy,None,None,None,None,None,8.063768077401283,9626
9627,Auto Rifle Lime,Flight Suit Olive,Bold Iron,Black Rose,Full Kiss,34,Airforce,Human,Airforce,None,None,None,None,None,23.721917534288544,9627
9628,Katana Black Gold,Fishnet Overalls Polar,Solar,Fringed Bob,Plump,40,Shadow Reflection,Human,Shinobi,None,None,None,None,None,12.765306376638557,9628
9629,Yumiya,Sleeveless Kimono,,Shrine Maiden Ao,Plump,28,Bluefire,Ao Oni,Historical,None,None,None,None,None,29.563436914445756,9629
9630,M16 Heavy Assault Rifle Red,NanoGoth,Emerald Highlights,Tanuki WcHeadset,Lollipop,98,Party Pink,Human,Special Ops,None,None,None,None,None,26.622239326865543,9630
9631,M-16 Heavy Assault Rifle,High Admiral's Longcoat,Vexxed Iron,Lawliet ,Pog,88,Ocean Blue,Human,Navy,None,None,None,None,None,23.593742476032414,9631
9632,Unicorn Blast,Midnight Raven,Scarred Slumber,Arctic Curtain,Smoke,15,Party Pink,Human,Special Ops,Rose Glare,None,None,None,None,50.463069021215425,9632
9633,Rifle Orange,Camo Vest Polar,Wary Russet,Kojiroh ,Choco Stick,43,Army,Human,Army,None,None,None,None,None,14.831836127010172,9633
9634,Cyber Claymore Pink,Decorated Chunin Garb,Gazing Russet,Loose Strand ,Popsicle,05,Shadow Reflection,Human,Shinobi,None,None,None,None,None,26.035830091997752,9634
9635,Dual Combat Scalpels,Exo-Medicine,Base Iron,Greater Kojiroh Aka,Fangs Out,90,Flaming Hibisucus,Aka Oni,Support,None,None,None,None,None,40.352961452664935,9635
9636,First Aid Kit,Exo-Medicine,Gazing Russet,Henti,Plump,94,Healing Pulse,Human,Support,None,None,None,None,None,5.608889980117237,9636
9637,Crown Staff,Protection Starbeam,Basic Fern,Horse Girl,Boo!Boo! Gum,84,Mana Portal,Human,Support,None,None,None,None,None,18.216206441689657,9637
9638,Assault Rifle Khaki,Fur-Lined Aviator Olive,Doe Poppy,Shrine Maiden Aka,Plump,04,Flaming Hibisucus,Aka Oni,Airforce,None,None,None,None,None,29.91583409471813,9638
9639,Rifle Navy Grey,Sailor Uniform Okinawa,Tranquil Sea,Forest Fire Ao,Choco Stick,30,Bluefire,Ao Oni,Navy,None,None,None,None,None,42.96770054142105,9639
9640,Rifle Charcoal,Black Rose,Tense Fern,Greater Mewsashi Aka,Smoke,52,Flaming Hibisucus,Aka Oni,Navy,None,None,None,None,None,43.48365650099588,9640
9641,Rifle Medic,Hazard Zone,Dark Crimson,Delinquent,Plump,37,Healing Pulse,Human,Support,None,None,None,None,None,5.852402159022501,9641
9642,R-H00D Compound Red,Mr. Scientist,Base Iron,Topknot ,Plump,93,Red X,Human,Special Ops,Monocle,None,None,None,None,36.806032204280825,9642
9643,Rifle Navy Gray,Storm Captain's Mantle,Gazing Wisteria,Loose Strand ,Plump,02,Ocean Blue,Human,Navy,Rounded Aviators,None,None,None,None,32.52765500814033,9643
9644,Rifle Blue,Polar,Scrunched,Monochromatic Wolf,Plump,94,Army,Human,Army,None,None,None,None,None,2.2307294207205555,9644
9645,Carbine Black,Flight Suit Olive,Foxy Crimson,Coral WcHeadset,Saucy Fangs,22,Airforce,Human,Airforce,Clear Specs,None,None,None,None,48.38963188378106,9645
9646,Ninja Makimono,Tactical Overalls Polar,Basic Fern,Night Shift,Fang Smirk,50,Shadow Reflection,Human,Shinobi,None,None,Shuriken Black,None,Dark Latitude,86.96045884201219,9646
9647,Side of Fries,Server's WcUniform,Smug Poppy,Mommy,Full Kiss,62,Golden Hex,Human,Support,None,None,None,None,None,22.116626342289432,9647
9648,Katana Snow Serpent,TechSuit Winter's Shadow,Wary Crimson,Blue Lambo,Plump,28,Shadow Reflection,Human,Shinobi,None,None,None,None,None,12.787745093339225,9648
9649,First Aid Kit,Heavy Duty,Base Fern,Neurotransfusion Implant,Fang Smirk,19,Healing Pulse,Human,Support,None,None,None,None,None,17.046634087363483,9649
9650,Rifle Primitive,Military Street Choker,Cheeky Fern,Regal Maiden,Choco Stick,32,Tactical Green,Human,Army,None,None,None,None,None,20.552850111480442,9650
9651,Rifle Orange,Kevlar BANii,Tense Fern,Greater Swept Back Aka,Plump,66,Flaming Hibisucus,Aka Oni,Army,None,None,None,None,None,25.653818546676987,9651
9652,Rifle Heavy,Camo Vest Desert,Gazing Russet,Celestial Dreamer ,Smoke,14,Army,Human,Army,None,None,None,None,None,14.395995789104408,9652
9653,Yumiya,Oni Seifuku Shiro,Acid,Kuro Tsuno,Fang Smirk,14,Crimson Records,Human,Historical,Scouter Green,None,None,None,None,45.502471147244414,9653
9654,Hunter's Rifle Red,Midnight Raven,Dark Crimson,Two Block ,Fang Smirk,61,Peach Fuzz,Human,Special Ops,None,None,None,None,None,24.734921846454387,9654
9655,Pilot Wings,Mach5,Glaring Poppy,Fringe WcSnapback,Boo!Boo! Gum,67,Airforce,Human,Airforce,None,None,None,None,None,23.346978086004945,9655
