,Dance,Music,Background,Expression,Ears,Nose,Mouth,Head,Neck,Top,Eyewear,Eyes,Fur,Sex,Rarity score,Token Id
9460,Big Nod,Dubhop,Garden,Mouth Open (Left) + Wink,,Steel Ring,Lollipop,,Bowtie (Black),High Vis Vest,,Green (Dilated),Black & White,Male,38.83271178417849,9460
9461,Side To Side,FLUF Ocean,Gallery,Mouth Open (Right),Steel Studs,Diamond Stud,Carrot,Mullet (Base),Dog Tags,Flannel Jacket,,Dollars,Sky,Male,55.306222609176245,9461
9462,Bob,Space Fluffle,FTW (F*ck The War),Blank,,,,Sombrero,Bowtie (Black),Leather Vest,,Green (Dilated),Black & White,Male,22.958894462648153,9462
9463,Big Nod,Coffee and Carrots,Dunes,Blank,Steel Rings,Bone,,,,Gold Jacket,Fake Eyelashes,Yellow,Grey,Male,42.45167599117493,9463
9464,Subtle Nod,Beyond the Gates,The Front,Mouth Open (Right) + Wink,Red Ribbon,Bull Ring,Pipe,Tuft (Base),,Camo Jacket,Sunglasses,Green,Barney,Male,67.98932496555568,9464
9465,Subtle Nod,Electric Carrots,Mystic Valley,Blank,Gold Rings,Steel Ring,Lipstick,Flower Crown,,Dress,Steampunk Goggles,Blue,Parrot,Female,80.55412245283775,9465
9466,Big Nod,I Like to Party,Tiki,Smile,,Steel Ring,,Tuft (Base),Bowtie (Red),Digital Camo Singlet,,Purple,Zebra,Male,39.49418187383178,9466
9467,Groove,Coffee and Carrots,Beach,Wonder,Steel Rings,,,Mohawk (Base),,White Singlet,Neon Glasses,Green,Parrot,Male,46.15239573619023,9467
9468,Side Nod,Messiah,Lambo,Anger,Steel Rings & Studs,Steel Stud,Lollipop,,,Yellow Rabbit Singlet,Steampunk Goggles,Glowing Red,Brown,Male,59.63929379267551,9468
9469,Side Nod,Hop With Me,Swamp,Mouth Open (Right),Steel Studs,,Joint,Tuft (Black),Bowtie (Gold),Boob Tube,,Brown,Raspberry Ripple,Male,38.65015140384458,9469
9470,Groove,Follow You,FLUF Haus Miami 2021,Mouth Open (Left) + Wink,Gold Bows,Steel Ring,Party Horn,Mohawk (Red),Bowtie (Gold),,,Thirties,Retro,Female,68.00537435037577,9470
9471,Bob,Reggae Rabbits,Lambo,Mouth Open (Right),Red Ribbon,,Pipe,,,Flannel Jacket,Heart Glasses,Brown,Cheetah,Male,39.40439291266161,9471
9472,Subtle Nod,Electric Carrots,Gallery,Mouth Open (Right),Steel Studs,Steel Stud,Joint,Propeller Hat,Collar (Pink),White Singlet,,Red,Black & White,Male,48.834507297724564,9472
9473,Groove,Coffee and Carrots,Tiki,Mouth Open (Right),Gold Rings,Diamond Stud,Joint,,Tie,,,Heart (Blue),Camo,Female,46.610562694014554,9473
9474,Subtle Nod,Run Rabbit,FTW (F*ck The War),Blank,Red Ribbon,,Medical Mask,Mullet (Base),,,Star Glasses,Brown,Winter,Female,55.05806925012083,9474
9475,Side Nod,Reggae Rabbits,The Front,Anger,Gold Rings,Bone,Lollipop,,,Camo Jacket,Designer Glasses,Green,Tie Dye,Male,58.25561109377626,9475
9476,Side To Side,Space Fluffle,Pre-Game,Grin,FLUF Tag,Bull Ring,,,Lei,FLUF Jacket,,Xs,Moody Blue,Female,61.66794475241104,9476
9477,Big Nod,Follow You,Lambo,Mouth Open (Right),FLUF Tag,Bull Ring,Carrot,,,,,Thirties,Grey,Female,31.159360805113202,9477
9478,Subtle Nod,Electric Carrots,Mansion,Blank,Gold Studs,Steel Stud,,,Bowtie (Black),Tie Dye Singlet,Sunglasses,Brown,Avatar,Female,68.02897220494697,9478
9479,Round,Beyond the Gates,Tiki,Mouth Open (Right),,Steel Ring,Pipe,Birthday Hat,Bowtie (Black),Leather Vest,Speed Glasses,Brown,Honeycomb,Male,58.12153599929998,9479
9480,Round,Space Fluffle,Gallery,Sad,Steel Rings,Steel Stud,,Army Helmet,,,,Xs,Tiger,Male,24.335031198311967,9480
9481,Groove,FLUF You Up,Heaven,Mouth Open (Right),Gold Rings & Studs,Bull Ring,Cigar,Tuft (Base),,Black FLUF Singlet,,Heart (Red),Winter,Male,40.21230819011278,9481
9482,Big Nod,Follow You,Pass,Mouth Open (Right),Steel Rings,,Joint,,Gold Chain,,Safety Glasses,Blue,Cheetah,Male,36.73856038017554,9482
9483,Side Nod,I Like to Party,Tiki,Grin,Gold Rings,Steel Ring,,Tennis Hat,Peace Necklace,,,Inverted (Purple),Zombie (Red),Male,42.8824567122137,9483
9484,Side Nod,Back in the Burrow,Tiki,Anger,,Diamond Stud,Lollipop,Tuft (Base),,,,Fire,Winter,Female,40.378342400019385,9484
9485,Subtle Nod,Follow You,Beach,Smile,Diamond Studs,Bull Ring,,,Collar (Black),Sign My Carrot Singlet,,Inverted (Purple),Darkness,Female,57.870029222169975,9485
9486,Round,Follow You,Heaven,Mouth Open (Right),Gold Rings,Bone,Joint,,,Puffer Jacket,,Portal,Cheetah,Male,31.62631191301263,9486
9487,Bob,Dubhop,Heaven,Smile + Wink,,,,Flower Crown,Collar (Pink),,Speed Glasses,Green,Tiger,Female,50.78152039939566,9487
9488,Round,Run Rabbit,Gallery,Mouth Open (Right),Steel Rings,Steel Ring,Joint,,Bowtie (Red),Camo Jacket,Speed Glasses,Blue,Cheetah,Male,56.21849660080434,9488
9489,Groove,Rabbiton,Markets,Mouth Open (Right),FLUF Tag,,Pipe,,Lei,,Star Glasses,Cat (Blue),Darkness,Male,39.8387559130998,9489
9490,Side Nod,Back in the Burrow,Mansion,Mouth Open (Right),FLUF Tag,,Cigarette,,Greenstone,Black FLUF Singlet,,Brown,Hirst,Male,32.90059028517885,9490
9491,Bob,Hop With Me,Swamp,Wonder,Bandaged,,,Sun Visor,,Digital Camo Singlet,Sunglasses,Brown,Brown,Male,47.72677327588858,9491
9492,Groove,I Love FLUF,FTW (F*ck The War),Anger,,Steel Ring,Party Horn,,Peace Necklace,,Bug Eye Glasses,Glowing Red,Raspberry Ripple,Male,50.03150963272116,9492
9493,Groove,Messiah,The Wall,Mouth Open (Middle),Steel Rings & Studs,Clown Nose,Whistle,,,,,Inverted (Purple),Zombie (Green),Male,31.13171406841282,9493
9494,Bob,Back in the Burrow,Spaceship,Blank,Diamond Studs,,,Conical Hat,Collar (Black),,,Scribble,Grey,Female,37.32638011860804,9494
9495,Groove,Hop On By,Markets,Smile + Wink,Steel Studs,Bone,,Mullet (Base),Bowtie (Black),Red Balloon Singlet,,Yellow,Winter,Male,48.489770522559475,9495
9496,Subtle Nod,Beyond the Gates,Swamp,Blank + Wink,Steel Studs,Gold Stud,,Halo,,Camo Jacket,Neon Glasses,Brown,Zebra,Male,58.921235246171456,9496
9497,Bob,Beyond the Gates,Gallery,Blank,Steel Rings & Studs,,Medical Mask,Conical Hat,,Puffer Vest,,Brown,Marshmellow,Female,47.25176238336939,9497
9498,Side To Side,Space Fluffle,Heaven,Blank,Bandaged,,,Mullet (Orange),Lei,Sign My Carrot Singlet,Star Glasses,Heart (Red),Cheetah,Female,76.20860857037974,9498
9499,Groove,What the FLUF,Pass,Mouth Open (Right),,Steel Ring,Cigarette,Mohawk (Base),Bowtie (Black),Gold Jacket,Aviators,Brown,Brown,Female,71.72148647164408,9499
9500,Side Nod,How Could You,The Front,Blank,Gold Bows,,,Flower Crown,,Kimono,,Cat (Brown),Grey,Male,26.20526860280416,9500
9501,Round,Hop On By,Heaven,Mouth Open (Right),Gold Studs,Bull Ring,Pipe,FLUF Cap,Collar (Pink),,,Dollars,Barney,Female,56.06431710099149,9501
9502,Bob,Desert Digging,Garden,Mouth Open (Right) + Wink,,Bloody,Pipe,,,Dress,Shutter Glasses,Red,Brown,Male,50.29520387700944,9502
9503,Bob,Rabbiton,Mansion,Mouth Open (Right),FLUF Tag,Bull Ring,Joint,Flower Crown,,,Fake Eyelashes,Blast,Grey,Female,60.78698748682565,9503
9504,Side Nod,Eating Carrots in the Dark,Beach,Anger,,Bull Ring,,,Bowtie (Black),Tie Dye Singlet,,Hypnotic,Moody Blue,Female,46.46895252237011,9504
9505,Subtle Nod,Follow You,Beach,Mouth Open (Left),,,Party Horn,Devil Horns,,,Star Glasses,Heart (Blue),Sky,Male,36.3942054939428,9505
9506,Groove,Desert Digging,Markets,Mouth Open (Right),,Gold Ring,Cigarette,Birthday Hat,Lei,FLUF Jacket,Sunglasses,Brown,Ice Cream,Male,60.020479353757025,9506
9507,Groove,Beyond the Gates,Garden,Mouth Open (Right),,Bull Ring,Joint,,Bone Necklace,FLUF Jacket,,Yellow,Grey,Female,43.92857529741787,9507
9508,Round,Beyond the Gates,Swamp,Mouth Open (Right),Bandaged,Clown Nose,Cigar,Cowboy Hat,,,,Blue,Red,Male,26.647831383804093,9508
9509,Bob,Space Fluffle,Tiki,Mouth Open (Right),Steel Rings & Studs,Steel Stud,Pipe,Sombrero,Dog Tags,,,Purple,Sky,Male,37.74512882149392,9509
9510,Bob,Beyond the Gates,Tiki,Anger,Bandaged,,,Tuft (Black),Collar (Pink),,,Heart (Red),Bully,Male,29.407295697937357,9510
9511,Round,Ear Wobbler,Lambo,Mouth Open (Right),FLUF Tag,Diamond Stud,Pipe,,FLUF Logo Chain,White Singlet,Speed Glasses,Green,Peppermint,Male,62.36561117750473,9511
9512,Side To Side,Hop On By,Pass,Blank,Steel Studs,Diamond Stud,,Beer Hat,Bone Necklace,Gold Jacket,,Mandala,Grey,Male,47.073438442484075,9512
9513,Big Nod,Hop On By,Backalley,Mouth Open (Left) + Wink,,Clown Nose,Lollipop,Afro (Ginger),Bowtie (Black),FLUF Jacket,,Green (Dilated),Cheetah,Male,53.504635320487125,9513
9514,Subtle Nod,What the FLUF,Star Explorer,Mouth Open (Right),Red Ribbon,Bull Ring,Pipe,Mohawk (Base),,Kimono,Sunglasses,Blue,Winter,Female,73.54726526810923,9514
9515,Side To Side,Reggae Rabbits,Markets,Mouth Open (Right),FLUF Tag,,Cigar,Bandana,Dog Tags,Flannel Jacket,Eye Patch,Cat (Brown),Winter,Male,64.24434827857581,9515
9516,Side To Side,Dubhop,Backalley,Anger,Gold Bows,Diamond Stud,Party Horn,Beanie,,,,Red,Raspberry Ripple,Male,37.50616461078516,9516
9517,Subtle Nod,Ear Wobbler,Garden,Mouth Open (Left),Gold Studs,Bull Ring,Lollipop,Cowboy Hat,,Red Balloon Singlet,,Reptile (Cream),Winter,Male,46.801644248977766,9517
9518,Subtle Nod,Space Fluffle,FTW (F*ck The War),Mouth Open (Right),,Bull Ring,Pipe,Sun Visor,VIP lanyard,Black FLUF Singlet,,Cat (Brown),Grey,Male,40.776144633874374,9518
9519,Big Nod,What the FLUF,Backalley,Mouth Open (Right) + Wink,,,Cigarette,Afro (Base),Bowtie (Red),Leather Vest,,Glowing Red,Grey,Male,38.45536460213781,9519
9520,Round,Disco Rabbit,Thank You For Having Us,Blank,Diamond Cross Earring,,,FLUF Cap,Greenstone,Sign My Carrot Singlet,,Blast,Parrot,Male,42.69138203674781,9520
9521,Bob,Run Rabbit,Markets,Mouth Open (Right),Steel Rings & Studs,,Cigarette,Tennis Hat,Glowstick Necklace,Yellow Rabbit Singlet,Aviators,Green,Bully,Male,60.64124798063739,9521
9522,Groove,Let The Story Begin,Backalley,Blank,,Bone,,Flower Crown,VIP lanyard,,Round Glasses,Green,Black & White,Female,53.5361375115734,9522
9523,Side To Side,Dubhop,Mystic Valley,Mouth Open (Right) + Wink,Gold Rings & Studs,Clown Nose,Carrot,,,Holographic Jacket,,Portal,Camo,Female,60.90922696073689,9523
9524,Big Nod,What the FLUF,Mystic Valley,Blank,Steel Studs,,,FLUF Cap,Bowtie (Black),Black FLUF Singlet,,Blue,Smoothie,Female,49.37750564115627,9524
9525,Round,What the FLUF,FLUF Haus Miami 2021,Anger,,Bone,,Mullet (Base),Collar (Black),Leather Vest,,Blue,Raspberry Ripple,Male,37.62794350884509,9525
9526,Round,Lucky Foot,After Party,Mouth Open (Middle),Steel Rings & Studs,,Pacifier,Cowboy Hat,VIP lanyard,,Sunglasses,Green,Starry Night,Male,58.90093401630712,9526
9527,Side Nod,Ear Wobbler,Swamp,Blank,Gold Rings,,,Cowboy Hat,Bone Necklace,,,Cat (Blue),Candy Floss,Male,24.038327176557193,9527
9528,Round,What the FLUF,Beach,Mouth Open (Right),Gold Studs,Gold Stud,Joint,Sun Visor,Collar (Black),Voxel Rabbit Singlet,,Thirties,Winter,Male,52.96096334620398,9528
9529,Round,Disco Rabbit,Gallery,Smile,FLUF Tag,Steel Ring,,,Headphones,,,Thirties,Camo,Female,44.074680426487774,9529
9530,Groove,Stardust,Thank You For Having Us,Mouth Open (Middle),FLUF Tag,,Pacifier,Tuft (Blonde),Lei,,,Fire,Darkness,Female,58.04046789138925,9530
9531,Groove,Back in the Burrow,Lambo,Anger,Steel Rings,Bone,Party Horn,Birthday Hat,Collar (Pink),,Shutter Glasses,Purple,Sandy,Male,63.29916436685568,9531
9532,Big Nod,Space Fluffle,Beach,Blank,,Steel Stud,,,Tie,High Vis Vest,Eye Patch,Red,Zebra,Male,46.9027453468856,9532
9533,Big Nod,Eating Carrots in the Dark,The Front,Anger,Steel Rings & Studs,Diamond Stud,Lollipop,FLUF Cap,Bowtie (Red),Flannel Jacket,,Xs,Black & White,Male,61.319070123809574,9533
9534,Subtle Nod,Eating Carrots in the Dark,Pass,Mouth Open (Middle) + Wink,,,Pacifier,,Collar (Black),Yellow Rabbit Singlet,,Heart (Red),Winter,Female,48.64773400908709,9534
9535,Subtle Nod,Coffee and Carrots,Mansion,Anger,,,Lollipop,Mohawk (Base),,Dress,Heart Glasses,Brown,Orange,Male,43.92066647929461,9535
9536,Side To Side,Coffee and Carrots,Beach,Mouth Open (Right),Steel Studs,Clown Nose,Joint,,Bowtie (Gold),,,Cat (Blue),Brown,Female,41.631838647102086,9536
9537,Groove,Floating or Flying,Backalley,Smile,Gold Rings,Bull Ring,,Sombrero,,Puffer Jacket,,Red,Grey,Female,51.31320009705734,9537
9538,Subtle Nod,Beyond the Gates,Tiki,Mouth Open (Right),Diamond Studs,,Joint,Beanie,FLUF Logo Chain,,,Red,Black & White,Male,29.07409137546109,9538
9539,Round,I Like to Party,Swamp,Mouth Open (Right),Diamond Studs,Steel Ring,Cigarette,Mullet (Black),Tie,,Dive Goggles,Red,Red,Female,78.78927124703517,9539
9540,Side Nod,Rabbiton,Swamp,Mouth Open (Left),,Bone,Lollipop,Cowboy Hat,Glowstick Necklace,Yellow Rabbit Singlet,,Red (Dilated),Black & White,Male,50.86712643938742,9540
9541,Groove,Back in the Burrow,Lambo,Blank,Diamond Cross Earring,,Demon Mask,,Clock Necklace,FLUF Jacket,Steampunk Goggles,Brown,Smoothie,Female,75.45032818414906,9541
9542,Subtle Nod,Desert Digging,Swamp,Mouth Open (Right) + Wink,,Steel Stud,Cigarette,Conical Hat,Lei,Dress,,Blue,Zebra,Female,62.098019757612946,9542
9543,Side Nod,FLUF Ocean,FLUF Haus Miami 2021,Grin,Gold Rings,Gold Stud,,Sun Visor,Glowstick Necklace,,Sunglasses,Brown,Cow,Male,62.25650711905932,9543
9544,Subtle Nod,Rabbiton,Gallery,Blank,Gold Studs,Bone,,Tennis Hat,,Pink Jacket,Aviators,Blue,Grey,Male,49.414145530605516,9544
9545,Side To Side,Reggae Rabbits,Gallery,Mouth Open (Right),Steel Rings,,Cigarette,Beanie,Collar (Pink),,Bug Eye Glasses,Green,Black & White,Female,57.91009559271514,9545
9546,Round,Rabbiton,Lambo,Mouth Open (Right) + Wink,,Steel Stud,Joint,Cowboy Hat,,FLUF Jacket,Safety Glasses,Blue,Winter,Male,52.01944614476544,9546
9547,Side To Side,Ear Wobbler,Spaceship,Blank,Bandaged,Steel Stud,,Pirate Hat,Collar (Pink),,,Yellow,Black & White,Male,29.435054006288862,9547
9548,Side Nod,Disco Rabbit,Heaven,Mouth Open (Right),,Steel Stud,Pipe,Sun Visor,,Puffer Jacket,Aviators,Green,Winter,Male,45.71369483763408,9548
9549,Round,Desert Digging,Heaven,Mouth Open (Left),,Diamond Stud,Party Horn,,,Puffer Vest,Bug Eye Glasses,Blue,Highlighter,Female,64.11016646217968,9549
9550,Round,Desert Digging,Garden,Grin,,Diamond Stud,,,Clock Necklace,Puffer Vest,Dive Goggles,Yellow,Black & White,Male,54.429823984419755,9550
9551,Big Nod,Beyond the Gates,Dunes,Mouth Open (Middle),,,Whistle,FLUF Cap,,Yellow Rabbit Singlet,,Red,Bully,Male,30.95283416041758,9551
9552,Big Nod,Floating or Flying,Beach,Mouth Open (Right),Santa Hat,Bull Ring,Joint,Afro (Base),,Leather Vest,Bug Eye Glasses,Green,Grey,Male,56.59589777525271,9552
9553,Groove,How Could You,Dunes,Mouth Open (Right),Gold Rings,Bone,Cigarette,,,Yellow Rabbit Singlet,Aviators,Brown,Orange,Male,48.22948406696458,9553
9554,Side To Side,Ear Wobbler,Mansion,Mouth Open (Right),Steel Rings,Steel Stud,Cigarette,Sun Visor,Greenstone,Digital Camo Singlet,,Hypnotic,Darkness,Male,51.25276921289258,9554
9555,Side Nod,FLUF You Up,Markets,Grin,Steel Rings & Studs,,Tongue Out,Tuft (Base),Greenstone,Black FLUF Singlet,,Cat (Brown),Winter,Male,56.25178552618284,9555
9556,Big Nod,How Could You,Swamp,Blank,,Clown Nose,,,Bowtie (Red),,Round Glasses,Glowing White,Honeycomb,Male,36.46699792506472,9556
9557,Bob,Follow You,Pass,Blank,,,Medical Mask,Sombrero,,Yellow Rabbit Singlet,,Blast,Red,Male,25.702330137098166,9557
9558,Subtle Nod,Desert Digging,Beach,Blank,Gold Rings & Studs,Steel Stud,,,Dog Tags,White Singlet,Neon Glasses,Brown,Bully,Female,69.92793179546084,9558
9559,Groove,Back in the Burrow,ASTO Discovery Portal,Grin,FLUF Tag,Diamond Stud,,Beer Hat,Dog Tags,,,Red (Dilated),Red,Female,59.13607168042579,9559
9560,Bob,Messiah,Pass,Mouth Open (Right),,,Joint,Tuft (Black),FLUF Logo Chain,Puffer Vest,,Fire,Black & White,Male,33.08710305336514,9560
9561,Side To Side,Beyond the Gates,Tiki,Sad,Gold Studs,Bull Ring,,Conical Hat,VIP lanyard,,,Green,Sandy,Male,32.73440268188349,9561
9562,Subtle Nod,Floating or Flying,Mansion,Blank + Wink,FLUF Tag,,,Bandana,Bowtie (Gold),Leather Vest,,Portal,Black & White,Male,40.73178947654271,9562
9563,Groove,Let The Story Begin,FTW (F*ck The War),Anger,Steel Rings,Steel Stud,Lollipop,,Bowtie (Red),,Speed Glasses,Green,Peppermint,Male,50.238190909651884,9563
9564,Subtle Nod,Coffee and Carrots,Mystic Valley,Wonder,Red Ribbon,,,,Lei,,,Heart (Blue),Tiger,Female,39.74960855499119,9564
9565,Round,Reggae Rabbits,Mansion,Mouth Open (Right) + Wink,,,Cigar,Afro (Base),Gold Chain,,,Brown,Blue Blood,Male,25.178991459110012,9565
9566,Subtle Nod,Hop On By,Dancing in the Shroomlight,Blank,,,,Beer Hat,Glowstick Necklace,,,Purple,Kandinsky,Male,15.330498442504592,9566
9567,Subtle Nod,Follow You,Swamp,Mouth Open (Left),Gold Bows,Steel Ring,Lollipop,Beanie,Tie,Kimono,,Scribble,Brown,Male,59.77729732664697,9567
9568,Side To Side,Disco Rabbit,Mansion,Mouth Open (Right) + Wink,Steel Studs,,Pipe,,Clock Necklace,,Neon Glasses,Blue,Hirst,Male,45.211108218701476,9568
9569,Side To Side,Follow You,Tiki,Smile + Wink,Steel Rings,Bull Ring,,,Collar (Black),Tie Dye Singlet,,Yellow,Bully,Male,38.79641438773535,9569
9570,Side Nod,Ear Wobbler,Tiki,Mouth Open (Right),,Steel Stud,Pipe,Tuft (Black),Bowtie (Gold),Pink Jacket,Bug Eye Glasses,Green,Sky,Male,59.363147912422995,9570
9571,Big Nod,Back in the Burrow,Markets,Sad,,Steel Stud,,Flower Crown,FLUF Logo Chain,Puffer Jacket,Heart Glasses,Brown,Winter,Male,58.4181056382018,9571
9572,Bob,I Like to Party,Mansion,Mouth Open (Middle),,,Pacifier,,Collar (Pink),,Star Glasses,Brown,Winter,Female,48.29009026346953,9572
9573,Side Nod,Eating Carrots in the Dark,Garden,Blank,Diamond Studs,,Medical Mask,Tennis Hat,,Dress,,Heart (Red),Kandinsky,Female,56.90433876499732,9573
9574,Big Nod,What the FLUF,Mystic Valley,Blank,Gold Bows,,Medical Mask,,Bowtie (Red),FLUF Jacket,,Dollars,Highlighter,Male,41.72592084847448,9574
9575,Groove,Disco Rabbit,Tiki,Smile,,,Lip Piercings,,,Flannel Jacket,Round Glasses,Blue,Honeycomb,Female,51.92169523000661,9575
9576,Groove,Floating or Flying,Lambo,Mouth Open (Right) + Wink,Gold Rings,Steel Stud,Cigar,Cowboy Hat,,,,Demon,Zombie (Grey),Male,35.91148180817144,9576
9577,Groove,Beyond the Gates,Beach,Smile + Wink,,Diamond Stud,,Tuft (Black),Bowtie (Red),,,Scribble,Tiger,Female,44.79304983992788,9577
9578,Bob,Eating Carrots in the Dark,Dunes,Blank,,,Medical Mask,Halo,,Gold Jacket,Fake Eyelashes,Dollars,Brown,Male,46.485182859190594,9578
9579,Side Nod,Space Fluffle,Beach,Mouth Open (Left),Bandaged,,Lollipop,Sombrero,FLUF Logo Chain,,,Blue,Grey,Male,33.618751090189086,9579
9580,Bob,Coffee and Carrots,Heaven,Mouth Open (Right),,Gold Stud,Pipe,Devil Horns,Bowtie (Gold),Camo Jacket,Bug Eye Glasses,Brown,Camo,Male,59.931171288976984,9580
9581,Big Nod,Disco Rabbit,Spaceship,Mouth Open (Right),Gold Rings & Studs,,Pipe,Gold Cap,Bowtie (Black),,,Brown,Orange,Male,27.74726295827707,9581
9582,Groove,Run Rabbit,Gallery,Blank,Steel Studs,Steel Ring,,Tuft (Blonde),,,Sunglasses,Brown,Candy Floss,Male,34.18642625553424,9582
9583,Bob,I Like to Party,Backalley,Mouth Open (Right),,,Joint,Cowboy Hat,,Flannel Jacket,Shutter Glasses,Brown,Ice Cream,Male,35.484726911173475,9583
9584,Round,Electric Carrots,Lambo,Blank,FLUF Tag,,Medical Mask,Afro (Base),Collar (Pink),,,Brown,Brown,Male,27.881313302217464,9584
9585,Groove,Let The Story Begin,Thank You For Having Us,Blank + Wink,Gold Studs,Bull Ring,,Cowboy Hat,Collar (Pink),Kimono,Neon Glasses,Brown,Sky,Female,87.07810906185406,9585
9586,Round,How Could You,Mystic Valley,Mouth Open (Right),Steel Rings,,Carrot,Tuft (Base),Lei,,,Reptile (Yellow),Peppermint,Female,47.62903209626067,9586
9587,Bob,FLUF You Up,Dunes,Blank,,Steel Ring,,Birthday Hat,Collar (Pink),,Neon Glasses,Green,Brown,Male,34.9004163581344,9587
9588,Bob,I Like to Party,Spaceship,Anger,FLUF Tag,Steel Stud,Lollipop,,,Tie Dye Singlet,,Red,Marshmellow,Male,36.84051326222693,9588
9589,Groove,I Like to Party,Swamp,Grin,,Clown Nose,,Tuft (Blonde),,,,Fire,Brown,Female,32.032101289371184,9589
9590,Round,Shadows,Dancing in the Shroomlight,Mouth Open (Middle) + Wink,Red Ribbon,,Pacifier,Mohawk (Base),,,Safety Glasses,Brown,Barney,Female,67.85124636644885,9590
9591,Side To Side,Run Rabbit,Backalley,Blank,,Bull Ring,,Sombrero,Peace Necklace,,Eye Patch,Reptile (White),Peppermint,Male,42.36650859619358,9591
9592,Bob,Back in the Burrow,Mansion,Blank,Gold Rings,,,Pirate Hat,Bowtie (Gold),Holographic Jacket,,Dead,Darkness,Female,51.820013438141835,9592
9593,Round,All I Need,Beach,Blank,Diamond Studs,,,Mullet (Black),,Pink Jacket,Shutter Glasses,Cat (Brown),Red,Female,63.61477769984694,9593
9594,Groove,FLUF You Up,Heaven,Smile + Wink,,,,Beanie,Gold Chain,Red Balloon Singlet,,Xs,Grey,Male,30.031985852569903,9594
9595,Big Nod,Floating or Flying,Lambo,Mouth Open (Right),,Steel Ring,Cigarette,Army Helmet,Dog Tags,,,Cat (Brown),Darkness,Male,27.54822385612349,9595
9596,Big Nod,Electric Carrots,Lambo,Blank,FLUF Tag,,Medical Mask,Birthday Hat,VIP lanyard,,,Yellow,Grey,Male,32.401469051747064,9596
9597,Subtle Nod,Floating or Flying,Mansion,Blank,Gold Rings & Studs,Steel Stud,,Propeller Hat,,,,Fire,Grey,Male,17.663760563001286,9597
9598,Bob,Floating or Flying,Lambo,Mouth Open (Right),,,Joint,Army Helmet,,,,Brown,Tiger,Male,1.4892503179621488,9598
9599,Groove,Beyond the Gates,Gallery,Smile,Gold Bows,Bull Ring,,Mohawk (Base),,Black FLUF Singlet,,Dollars,Grey,Male,36.78790558590423,9599
9600,Groove,Ear Wobbler,Beach,Blank,Steel Studs,,,Tuft (Blonde),,Digital Camo Singlet,Round Glasses,Brown,Raspberry Ripple,Male,39.444919864192165,9600
9601,Bob,FLUF You Up,Spaceship,Blank,FLUF Tag,Bone,,,VIP lanyard,,,Thirties,Darkness,Male,22.2489707723844,9601
9602,Subtle Nod,Eating Carrots in the Dark,Beach,Mouth Open (Right),Gold Rings & Studs,Steel Stud,Cigarette,,,,Speed Glasses,Green,Grey,Male,31.552991089785454,9602
9603,Side Nod,Run Rabbit,ASTO Discovery Portal,Blank,,Bull Ring,,Propeller Hat,Bowtie (Red),,Shutter Glasses,Cat (Blue),Tiger,Male,42.597730787360796,9603
9604,Bob,Coffee and Carrots,Heaven,Mouth Open (Left),Steel Studs,,Lollipop,Devil Horns,,High Vis Vest,,Green,Moody Blue,Male,32.81939190546831,9604
9605,Side To Side,Space Fluffle,Mansion,Mouth Open (Right) + Wink,Gold Studs,,Pipe,Pirate Hat,,Camo Jacket,,Blue,Bully,Male,35.85461696716912,9605
9606,Side To Side,Rabbiton,Heaven,Mouth Open (Right),FLUF Tag,Gold Ring,Joint,Mohawk (Base),Headphones,Yellow Rabbit Singlet,,Blue,Sandy,Male,49.082045060754695,9606
9607,Bob,Beyond the Gates,Beach,Blank,Gold Rings & Studs,Steel Ring,,Tuft (Black),Collar (Pink),Yellow Rabbit Singlet,,Purple,Sandy,Female,60.72193221659693,9607
