,stankfinder,MUNCHYHOLE,Eye on dat side,Eyz on dis side,Hedz,Eers,Boddee,collrzes,1 of 1,djeimebdie,Rarity score,Token Id
7548,ouchie,oobie doo,gathp,look up dere,furrrrrrrrrr,eeerbonez,flappy,stupid color,None,None,3.7150109256788326,7548
7549,danglydoo,glibbaglab,gooness,das not an eyez!,oweee,eers,wanna poak dat,nothin,None,None,3.033919442426248,7549
7550,uppy,oobie doo,oook,krazed,cracky,eerchompr,yaris pleeze,stupid sun,None,None,6.418719958087789,7550
7551,udder pointy kind,oobie doo,das not eyz eeder,eeep,STABBYSTABHEAD,eer,BLINGG,dirt,None,None,4.733220473758249,7551
7552,goz down,mouf,nar,eeep,taterhead,woodywood eers,wanna poak dat,dirt,None,None,5.882111183112013,7552
7553,dribble,flthththlffh,whaja say?,glowcoma,furrrrrrrrrr,woodywood eers,RRRRRRAAAAAHHH,dirt,None,None,8.035467012745597,7553
7554,bloo,mubblebumm,whaja say?,o noooooo,soft pare,eirs,wanna poak dat,stupid sun,None,None,3.329758107934946,7554
7555,shnozz,mouf,waaah,punchded,taterhead,EERS,wanna poak dat,kobold puke,None,None,4.685069205456956,7555
7556,buttnose,bleebleebloobloo,zoinks,das not an eyez!,bierdy,earz,BLINGG,fludded tunlz,None,None,5.393650237959144,7556
7557,goz down,blarrr,angreye,sparples,floppee,earrz,grey body,kobold puke,None,None,1.6441870519526485,7557
7558,udder pointy kind,mubblebumm,don lookitme,transeded,flatface,onny a fleshwoond,blarggh,stupid color,None,None,6.205459356008133,7558
7559,berries,ibblebiddle,don lookitme,eh?,taterhead,eers,blarggh,kobold puke,None,None,1.5754229247362423,7559
7560,droopy,blarrr,zoinks,eeep,kiwimonstr,eeeeers,inna bun,fLEsh stik,None,None,5.3936736362548885,7560
7561,buttnose,bleebleebloobloo,waaah,das not an eyez!,oweee,iers,fansee,fLEsh stik,None,None,5.840809075942151,7561
7562,arouzd,LAZERBARRF,LAZZARZZZZ,lookin down,kiwimonstr,eermoffs,blarggh,fLEsh stik,None,None,10.168160432272732,7562
7563,LAAAYZERSNOT,burblurblurb,gooness,sparples,flatface,eerz?,wanna poak dat,fLEsh stik,None,None,5.476249634306616,7563
7564,bloo,blablabla,pinkypinkpink,hangded over,soft pare,eors,grey body,fLEsh stik,None,None,1.1764387525868452,7564
7565,uppy,nomnomhole,oook,ooooh,bumpynoggn,blingyfaweez,furr,dirt,None,None,8.207439959341855,7565
7566,shnozz,mubblebumm,narf,upside downside,bumpynoggn,earrz,furr,nothin,None,None,3.1852788384418935,7566
7567,flassid,mouffs,waaah,look up dere,avvokado,eeerbonez,ouchies,darkerer,None,None,5.228553979101721,7567
7568,bloo,burblurblurb,don lookitme,look up dere,jawboymangirl,LAAAAAZZER EERS,sashay,nothin,None,None,6.315528344536189,7568
7569,das notta nose,blahhhhhhh,gooness,blindeded,wart top,floaty eerz,furr,stupid sun,None,None,5.386761161010132,7569
7570,danglydoo,yabbagabba,zoinks,krazed,jawboymangirl,eer,flappy,stupid color,None,None,3.205941937618189,7570
7571,das notta nose,blablabla,gathp,lookin dere,kiwimonstr,eeerbonez,wekkum tarbys,stupid color,None,None,3.8732827969392356,7571
7572,sniffer,aaaabaaaaabbbaaa,wass dat way,hipnoatisn,flatface,eerchompr,ETH,mold,None,None,4.506187225911463,7572
7573,berries,yabbagabba,grrrAAAAAuuugh,spooky,kiwimonstr,buttfly eerz,RRRRRRAAAAAHHH,bloody milk yumm,None,None,6.446272130854015,7573
7574,flassid,mrnnhrhmn,whaja say?,spooky,STABBYSTABHEAD,woodywood eers,REKT,purdy cave,None,None,11.21383957192199,7574
7575,dizeezsd,mouffs,whoaz me,eeep,avvokado,eers,furr,mold,None,None,3.804434708554526,7575
7576,ouchie,blippyblipblipblip,not enthuzd,eeeeeediot,oweee,eeeeers,blarggh,fLEsh stik,None,None,3.2334404319502177,7576
7577,dribble,blahhhhhhh,nar,glowcoma,soft pare,eerchompr,shy gobblin,mold,None,None,2.93763754845076,7577
7578,pointy,mouffs,waaah,lookit dat,avvokado,earz,REKT,dirt,None,None,7.072293679161858,7578
7579,bloo,nomnomhole,nspektin stuff,squintee,TAK UR ORDRR?,LAAAAAZZER EERS,wanna poak dat,stupid color,None,None,11.055611743569344,7579
7580,droopy,mubblebumm,i seend a mouse! yum!,eh?,bierdy,earrz,flappy,purdy cave,None,None,1.3621705789745355,7580
7581,das notta nose,aaaabaaaaabbbaaa,zoinks,das not an eyez!,oweee,eeerbonez,Diamondhands?,nothin,None,None,5.304212689413123,7581
7582,sniffer,nudder mouf,not enthuzd,lookit dat,bumpynoggn,EERS,fansee,nothin,None,None,4.107172086233307,7582
7583,danglydoo,blahhhhhhh,whoaz me,hipnoatisn,SPIKR,eer,fansee,fLEsh stik,None,None,6.005954880952287,7583
7584,zippyzipzip,burblurblurb,waaah,spooky,soft pare,eerchompr,ouchies,dirt,None,None,4.657545248367981,7584
7585,kwaigun,nudder mouf,peep,glowcoma,SPIKR,eers,shy gobblin,kobold puke,None,None,6.680157292141797,7585
7586,droopy,flthththlffh,das not eyz eeder,wass overder?,taterhead,eerz?,ouchies,purdy cave,None,None,3.109588471226516,7586
7587,dizeezsd,ibblebiddle,narf,eh?,furrrrrrrrrr,eirs,blarggh,stupid sun,None,None,6.164206109890962,7587
7588,bloo,flthththlffh,nar,hipnoatisn,wart top,onny a fleshwoond,BLINGG,stupid color,None,None,6.783343398020558,7588
7589,uppy,mouf,look dis way,ooop,TAK UR ORDRR?,eers,ouchies,purdy cave,None,None,6.095380731648263,7589
7590,danglydoo,mouf,peep,yallo,bumpynoggn,eirs,sashay,mold,None,None,2.9995105379214055,7590
7591,shnozz,blablabla,i seend a mouse! yum!,grekd,jawboymangirl,earrz,fansee,fludded tunlz,None,None,4.127800086668159,7591
7592,droopy,ibblebiddle,termigooblin,look up dere,bumpynoggn,earz,yur mom,kobold puke,None,None,3.3847991390487024,7592
7593,droopy,nudder mouf,nspektin stuff,glowcoma,flatface,eors,fansee,mold,None,None,3.25409251807112,7593
7594,funny,gooooooo,gooness,look up dere,wart top,eors,wanna poak dat,wat dis?,None,None,3.2127793972351237,7594
7595,berries,flthththlffh,whaja say?,yallo,soft pare,iers,fansee,dirt,None,None,1.9056457204519421,7595
7596,blobby,nomnomhole,wass dat way,ooop,oweee,eers,flappy,bloody milk yumm,None,None,3.453577719020371,7596
7597,danglydoo,blarrr,i seend a mouse! yum!,glowcoma,deflateded,eerz?,dat spase soot gots holes,nothin,None,None,2.8137738914038684,7597
7598,funny,ibblebiddle,termigooblin,upside downside,avvokado,floaty eerz,dawwww,stupid sun,None,None,5.723905377205699,7598
7599,goz down,mrnnhrhmn,nspektin stuff,lookin down,kiwimonstr,woodywood eers,teeheehee,wat dis?,None,None,8.296891958658229,7599
7600,arouzd,blahhhhhhh,termigooblin,transeded,wart top,eerchompr,wekkum tarbys,kobold puke,None,None,3.357270366257762,7600
7601,buttnose,blippyblipblipblip,angreye,lookin hear,floppee,eeeeers,clubbin time,dirt,None,None,4.857060042981493,7601
7602,pointy,mrnnhrhmn,peep,lookin hear,avvokado,eeerbonez,blarggh,purdy cave,None,None,4.189706795519069,7602
7603,arouzd,ibblebiddle,angreye,eh?,avvokado,floaty eerz,dat spase soot gots holes,kobold puke,None,None,3.515496816470715,7603
7604,pointy,mubblebumm,not enthuzd,punchded,oweee,eer,Diamondhands?,wat dis?,None,None,5.937159787275922,7604
7605,arouzd,nomnomhole,nspektin stuff,o noooooo,taterhead,eer,BLINGG,mold,None,None,3.6187372898535206,7605
7606,bloo,yabbagabba,zoweee,yallo,wart top,eors,BLINGG,bloody milk yumm,None,None,1.823093805490611,7606
7607,dribble,mouf,hlo,transeded,taterhead,earz,sashay,bloody milk yumm,None,None,3.0270633980779373,7607
7608,funny,nomnomhole,gooness,o noooooo,cracky,earrz,sashay,stupid color,None,None,4.54058030150626,7608
7609,pointy,flthththlffh,zoweee,krazed,kiwimonstr,floaty eerz,inna bun,mold,None,None,4.045220645252108,7609
7610,funny,nomnomhole,gathp,ooop,flatface,eeeeers,clubbin time,dirt,None,None,4.003938494387839,7610
7611,flassid,gooooooo,zoweee,lookit dat,STABBYSTABHEAD,eors,dat spase soot gots holes,mold,None,None,4.568072602302,7611
7612,uppy,yabbagabba,gooness,lookin dere,cracky,floaty eerz,dawwww,fLEsh stik,None,None,2.304689762434228,7612
7613,pointy,blarrr,browney,wass overder?,cracky,earrz,clubbin time,mold,None,None,2.1808089023074215,7613
7614,pointy,nuddernuddermouf,gathp,eeeeeediot,SPIKR,earz,teeheehee,fludded tunlz,None,None,8.345032216499783,7614
7615,ouchie,mouf,das not eyz eeder,das not an eyez!,bierdy,iers,clubbin time,stupid sun,None,None,4.5405555272084195,7615
7616,flassid,mrnnhrhmn,hlo,seepy,furrrrrrrrrr,eers,REKT,nothin,None,None,6.583837548489472,7616
7617,shnozz,nomnomhole,waaah,look up dere,taterhead,eerz?,New Tattoo,kobold puke,None,None,6.852158452277711,7617
7618,danglydoo,glaaaaaah,nspektin stuff,punchded,deflateded,eerz?,grey body,mold,None,None,3.6393095473929735,7618
7619,bloo,nudder mouf,peep,eeep,floppee,eerchompr,flappy,fLEsh stik,None,None,3.2815696768890645,7619
7620,bloo,flthththlffh,oook,eeeeeediot,deflateded,earz,RRRRRRAAAAAHHH,mold,None,None,1.5134893757521197,7620
7621,dizeezsd,gaaahhh,don lookitme,o noooooo,growf,eermoffs,furr,purdy cave,None,None,4.361714151176184,7621
7622,buttnose,glibbaglab,look dis way,lookit dat,cracky,eeeeers,blarggh,fludded tunlz,None,None,4.808883311617882,7622
7623,das notta nose,gooooooo,not enthuzd,krazed,kiwimonstr,floaty eerz,yur mom,kobold puke,None,None,3.618679483871091,7623
7624,pointy,blippyblipblipblip,nar,ooooh,jawboymangirl,blingyfaweez,wanna poak dat,fLEsh stik,None,None,6.487550151727082,7624
7625,danglydoo,mouffs,das not eyz eeder,transeded,avvokado,eeeeers,inna bun,fludded tunlz,None,None,6.418704817484162,7625
7626,das notta nose,gooooooo,gooness,lookit dat,wart top,eer,shy gobblin,kobold puke,None,None,2.965076168827391,7626
7627,ouchie,ibblebiddle,zoinks,ooop,wart top,eers,BLINGG,darkderest,None,None,3.0545550096511445,7627
7628,das notta nose,blarrr,LAZZARZZZZ,lookin hear,kiwimonstr,blingyfaweez,blarggh,stupid sun,None,None,10.711621807621755,7628
7629,zippyzipzip,blahhhhhhh,gathp,seepy,cracky,eerz?,New Tattoo,mold,None,None,3.5567631388829963,7629
7630,blobby,yabbagabba,gooness,transeded,growf,onny a fleshwoond,dawwww,wat dis?,None,None,4.623118452018748,7630
7631,goz down,aaaabaaaaabbbaaa,i seend a mouse! yum!,hangded over,oweee,eors,blarggh,wat dis?,None,None,1.7336466235557453,7631
7632,is dat a nose,nuddernuddermouf,LAZZARZZZZ,o noooooo,cracky,eeerbonez,fansee,bloody milk yumm,None,None,4.746986926447146,7632
7633,sniffer,glibbaglab,das not eyz eeder,o noooooo,wart top,eer,blarggh,darkerer,None,None,3.1233549263583824,7633
7634,sniffer,blahhhhhhh,gathp,look up dere,cracky,eerchompr,dawwww,fludded tunlz,None,None,2.139548084666954,7634
7635,berries,gooooooo,tremblr,eeeeeediot,bumpynoggn,EERS,wanna poak dat,darkerer,None,None,5.545017205956144,7635
7636,udder pointy kind,mouf,whoaz me,yallo,jawboymangirl,earz,sashay,purdy cave,None,None,2.6899453335564774,7636
7637,udder pointy kind,aaaabaaaaabbbaaa,hlo,hangded over,TAK UR ORDRR?,eirs,shy gobblin,stupid sun,None,None,6.996620517316678,7637
7638,bloo,flthththlffh,narf,grekd,flatface,eirs,blarggh,stupid color,None,None,3.646254366473957,7638
7639,is dat a nose,blippyblipblipblip,not enthuzd,upside downside,SPIKR,iers,BLINGG,mold,None,None,5.882130452179983,7639
7640,goz down,mubblebumm,zoinks,grekd,cracky,EERS,yaris pleeze,stupid sun,None,None,6.6388772049753015,7640
7641,goz down,yabbagabba,gathp,eeep,floppee,eirs,grey body,darkderest,None,None,4.7400799581118,7641
7642,berries,glaaaaaah,suthpithus,eh?,STABBYSTABHEAD,eeerbonez,fansee,nothin,None,None,4.423614666948863,7642
7643,sniffer,gaaahhh,look dis way,teeny peephoal,cracky,eors,yur mom,dirt,None,None,3.735664387954517,7643
7644,udder pointy kind,ibblebiddle,peep,eeeeeediot,cracky,onny a fleshwoond,wekkum tarbys,wat dis?,None,None,5.015289247794293,7644
7645,flassid,blarrr,whoaz me,yallo,oweee,eermoffs,wekkum tarbys,nothin,None,None,5.173502624460475,7645
7646,ouchie,nomnomhole,zoweee,lookin hear,kiwimonstr,eers,RRRRRRAAAAAHHH,wat dis?,None,None,4.107150753162191,7646
7647,LAAAYZERSNOT,aaaabaaaaabbbaaa,whaja say?,eeeeeediot,cracky,eors,grey body,kobold puke,None,None,3.61181311874363,7647
7648,pointy,blippyblipblipblip,gooness,glowcoma,kiwimonstr,EERS,RRRRRRAAAAAHHH,dirt,None,None,4.451120043887027,7648
7649,berries,aaaabaaaaabbbaaa,gathp,blindeded,deflateded,LAAAAAZZER EERS,blarggh,wat dis?,None,None,6.095404129944008,7649
7650,sniffer,ibblebiddle,wass dat way,lookit dat,wart top,eerchompr,clubbin time,purdy cave,None,None,2.0569762144688295,7650
7651,flassid,blippyblipblipblip,nspektin stuff,ooooh,soft pare,eeerbonez,flappy,nothin,None,None,0.5159415467243931,7651
7652,berries,oobie doo,nspektin stuff,teeny peephoal,growf,eer,wanna poak dat,nothin,None,None,1.8574958280000597,7652
7653,berries,blahhhhhhh,whaja say?,punchded,floppee,eors,ouchies,darkerer,None,None,3.887010021658916,7653
7654,uppy,mouf,nspektin stuff,lookin hear,wart top,eerz?,yur mom,dirt,None,None,3.673698493912683,7654
7655,shnozz,yabbagabba,not enthuzd,lookin hear,SPIKR,buttfly eerz,blarggh,purdy cave,None,None,9.679677463757418,7655
7656,pointy,ibblebiddle,termigooblin,ooop,bumpynoggn,eerchompr,shy gobblin,wat dis?,None,None,3.852634840046107,7656
7657,zippyzipzip,aaaabaaaaabbbaaa,whaja say?,look up dere,furrrrrrrrrr,iers,flappy,rottn elfboddie,None,None,4.574975440646146,7657
7658,danglydoo,flthththlffh,zoinks,grekd,bierdy,earz,wekkum tarbys,kobold puke,None,None,2.9238752263638057,7658
7659,LAAAYZERSNOT,blahhhhhhh,browney,glowcoma,floppee,LAAAAAZZER EERS,dawwww,darkerer,None,None,9.459538797784143,7659
7660,kwaigun,glibbaglab,das not eyz eeder,o noooooo,furrrrrrrrrr,eer,ouchies,dirt,None,None,4.086519312722099,7660
7661,buttnose,glaaaaaah,pinkypinkpink,lookit dat,cracky,floaty eerz,fansee,stupid color,None,None,4.71946985089551,7661
7662,zippyzipzip,blippyblipblipblip,look dis way,spooky,flatface,eors,dawwww,wat dis?,None,None,1.623584517175768,7662
7663,goz down,yabbagabba,wass dat way,punchded,taterhead,floaty eerz,shy gobblin,darkerer,None,None,4.8432880859788385,7663
7664,shnozz,burblurblurb,narf,hangded over,soft pare,eeerbonez,ouchies,purdy cave,None,None,3.5086517821240872,7664
7665,danglydoo,mouffs,oook,blindeded,wart top,iers,stukinda troat,rottn elfboddie,None,None,7.258041334154222,7665
7666,berries,blippyblipblipblip,peep,eh?,floppee,eers,inna bun,fludded tunlz,None,None,4.795099657070554,7666
7667,ouchie,blablabla,whoaz me,grekd,floppee,eors,REKT,bloody milk yumm,None,None,6.5769629244484085,7667
7668,pointy,mouf,wass dat way,look up dere,kiwimonstr,floaty eerz,wekkum tarbys,stupid sun,None,None,4.953355699268227,7668
7669,ouchie,blarrr,wass dat way,yallo,jawboymangirl,iers,fansee,bloody milk yumm,None,None,3.2815916987246556,7669
7670,crooky,gaaahhh,gathp,wass overder?,kiwimonstr,earz,Diamondhands?,dirt,None,None,6.239855183912494,7670
7671,danglydoo,gooooooo,whoaz me,wass overder?,flatface,eers,grey body,stupid sun,None,None,5.902726797390399,7671
7672,sniffer,blarrr,hlo,lookin hear,avvokado,floaty eerz,dat spase soot gots holes,bloody milk yumm,None,None,3.7425011606392014,7672
7673,blobby,aaaabaaaaabbbaaa,wass dat way,o noooooo,taterhead,eerz?,dawwww,bloody milk yumm,None,None,2.5660933754284296,7673
7674,das notta nose,gaaahhh,angreye,punchded,jawboymangirl,eer,dawwww,nothin,None,None,3.2196581495878474,7674
7675,droopy,aaaabaaaaabbbaaa,das not eyz eeder,look up dere,deflateded,woodywood eers,dawwww,dirt,None,None,5.359242712052052,7675
7676,berries,blarrr,browney,LAZERRR,oweee,LAAAAAZZER EERS,dat spase soot gots holes,mold,None,None,6.666399784840695,7676
7677,sniffer,ibblebiddle,tremblr,eeeeeediot,wart top,eerz?,shy gobblin,wat dis?,None,None,2.7862519999975794,7677
7678,pointy,glibbaglab,zoinks,teeny peephoal,growf,eerchompr,furr,purdy cave,None,None,2.958252473964671,7678
7679,crooky,nuddernuddermouf,tremblr,o noooooo,floppee,earrz,fansee,stupid color,None,None,4.60249251665584,7679
7680,blobby,blarrr,whaja say?,yallo,taterhead,eeeeers,ouchies,darkderest,None,None,4.513070796103751,7680
7681,sniffer,gaaahhh,oook,das not an eyez!,cracky,earz,clubbin time,mold,None,None,2.332201332908681,7681
7682,flassid,mouf,wass dat way,lookit dat,oweee,eerz?,flappy,stupid color,None,None,3.22657268776695,7682
7683,sniffer,mouf,waaah,lookit dat,oweee,iers,fansee,purdy cave,None,None,3.556807870707913,7683
7684,dizeezsd,glaaaaaah,wass dat way,ooooh,growf,earz,fansee,rottn elfboddie,None,None,3.790661374786348,7684
7685,sniffer,gooooooo,nar,glowcoma,avvokado,floaty eerz,BLINGG,darkderest,None,None,5.710110711435204,7685
7686,funny,blablabla,das not eyz eeder,ooop,oweee,earrz,blarggh,mold,None,None,1.8781919574867738,7686
7687,uppy,glaaaaaah,grrrAAAAAuuugh,sparples,bumpynoggn,leefs,New Tattoo,rottn elfboddie,None,None,11.165666969480784,7687
7688,das notta nose,blippyblipblipblip,i seend a mouse! yum!,hipnoatisn,floppee,eers,ouchies,fLEsh stik,None,None,3.240326753841327,7688
7689,goz down,bleebleebloobloo,oook,blindeded,floppee,earrz,BLINGG,nothin,None,None,3.1921403884781303,7689
7690,arouzd,mouffs,waaah,seepy,floppee,earrz,wekkum tarbys,rottn elfboddie,None,None,5.655053162036185,7690
7691,ouchie,mubblebumm,suthpithus,squintee,furrrrrrrrrr,eirs,yur mom,fludded tunlz,None,None,5.916526279473603,7691
7692,zippyzipzip,mrnnhrhmn,hlo,seepy,bumpynoggn,eors,RRRRRRAAAAAHHH,darkerer,None,None,4.244732687556056,7692
7693,udder pointy kind,ibblebiddle,not enthuzd,hangded over,growf,eeerbonez,flappy,kobold puke,None,None,0.11001599916370655,7693
7694,is dat a nose,mrnnhrhmn,oook,teeny peephoal,furrrrrrrrrr,eerchompr,yur mom,stupid sun,None,None,7.485074581695637,7694
7695,udder pointy kind,yabbagabba,gathp,grekd,oweee,eirs,ouchies,purdy cave,None,None,3.281543524604215,7695
7696,dribble,LAZERBARRF,zoinks,lookin hear,wart top,earrz,inna bun,nothin,None,None,7.395626022537191,7696
7697,blobby,mubblebumm,oook,eh?,growf,earrz,REKT,dirt,None,None,4.740104732562327,7697
7698,buttnose,ibblebiddle,tremblr,ooooh,flatface,earrz,blarggh,purdy cave,None,None,2.153334494424871,7698
7699,bloo,glaaaaaah,gooness,lookin down,STABBYSTABHEAD,iers,grey body,mold,None,None,5.45554731174167,7699
7700,udder pointy kind,mrnnhrhmn,don lookitme,upside downside,bierdy,eerchompr,dat spase soot gots holes,fLEsh stik,None,None,3.460445461066042,7700
7701,zippyzipzip,nomnomhole,gooness,squintee,wart top,eers,furr,fLEsh stik,None,None,3.9420400436871033,7701
7702,buttnose,oobie doo,not enthuzd,eh?,growf,eermoffs,clubbin time,stupid sun,None,None,5.882107054800353,7702
7703,kwaigun,blahhhhhhh,suthpithus,look up dere,soft pare,iers,RRRRRRAAAAAHHH,mold,None,None,3.02015918357901,7703
7704,shnozz,oobie doo,peep,lookin hear,oweee,earrz,blarggh,nothin,None,None,3.336607269066379,7704
7705,flassid,mouffs,grrrAAAAAuuugh,lookin down,wart top,earz,blarggh,nothin,None,None,3.185281590751458,7705
7706,is dat a nose,blablabla,grrrAAAAAuuugh,look up dere,wart top,earrz,grey body,fludded tunlz,None,None,3.646219269259368,7706
7707,is dat a nose,nuddernuddermouf,i seend a mouse! yum!,glowcoma,TAK UR ORDRR?,eirs,dawwww,kobold puke,None,None,5.723884044898011,7707
7708,buttnose,oobie doo,grrrAAAAAuuugh,o noooooo,bierdy,eermoffs,blarggh,fLEsh stik,None,None,4.85705040882922,7708
7709,dizeezsd,oobie doo,nar,grekd,flatface,eeerbonez,ouchies,mold,None,None,2.173961806705989,7709
7710,blobby,glaaaaaah,zoinks,ooop,bumpynoggn,earrz,flappy,purdy cave,None,None,1.9951245603595829,7710
7711,ouchie,nuddernuddermouf,oook,o noooooo,bierdy,eerchompr,dat spase soot gots holes,kobold puke,None,None,2.0363626644989576,7711
7712,zippyzipzip,burblurblurb,termigooblin,lookin dere,flatface,eors,clubbin time,rottn elfboddie,None,None,4.843278452895365,7712
7713,blobby,flthththlffh,LAZZARZZZZ,upside downside,cracky,eeeeers,blarggh,darkderest,None,None,6.714540043751048,7713
7714,danglydoo,mubblebumm,das not eyz eeder,o noooooo,wart top,warin der farree,sashay,purdy cave,None,None,6.1160486457630965,7714
7715,droopy,glaaaaaah,peep,lookin down,floppee,earrz,ouchies,rottn elfboddie,None,None,5.359257162669718,7715
7716,pointy,bleebleebloobloo,suthpithus,wass overder?,bierdy,eer,wanna poak dat,darkerer,None,None,5.772038752593803,7716
7717,kwaigun,ibblebiddle,nspektin stuff,squintee,kiwimonstr,eors,wanna poak dat,nothin,None,None,2.972016860665512,7717
7718,pointy,gooooooo,pinkypinkpink,seepy,jawboymangirl,eerz?,wanna poak dat,nothin,None,None,3.5981017218651963,7718
7719,danglydoo,gooooooo,not enthuzd,glowcoma,deflateded,eers,dat spase soot gots holes,mold,None,None,3.6530966446938824,7719
7720,kwaigun,glaaaaaah,das not eyz eeder,hangded over,avvokado,eirs,fansee,fludded tunlz,None,None,5.221644258456812,7720
7721,das notta nose,mrnnhrhmn,oook,blindeded,cracky,earz,Diamondhands?,fLEsh stik,None,None,5.696371099184889,7721
7722,pointy,nomnomhole,wass dat way,lookin down,soft pare,eeerbonez,wekkum tarbys,fludded tunlz,None,None,5.4624625374637645,7722
7723,sniffer,yabbagabba,das not eyz eeder,look up dere,deflateded,eerz?,furr,nothin,None,None,1.685522881098429,7723
