,Chin,Eyes,Hat,Back,Layerz,Lol-Drip,Base-Layer,Sides,Nose,Smoking,Lips,Tattoos,Mouth,Body,Tail,Background,Rarity score,Token Id
10394,Spikes,Bowie-Green,Lumpy,Purple-5,Gillet,None,TShirt-Pink,Spots,Wide,None,None,None,Goofy,Green,Mottled,Teal,40.01882716713246,10394
10395,Little-Bumps,Veins-1,Pink-Bucket,Orange-9,None,Gorn-Hub,None,Scales,Wide,None,None,Chest-Hair,Gappy,Green,Curvy,Blue,19.082780364454187,10395
10396,Spikes,Crosseyed-Green,Ears,Pink-7,Bullets,None,TShirt-White,Flaps,Flared,None,None,None,Disgusted,Grey,Stripy,Light-Green,48.344788688994406,10396
10397,Spikes,Vr4,Mars-Blackmon,Tech,Gillet,None,Sweater-White,Mottling,Deep,None,None,None,Scaly,Grey,Stripy,Purple,40.96484538360029,10397
10398,Soft-Spikes,Vr5,Gatorade,Purple-2,None,Cold-Blooded,None,Scales,Original,None,None,Colour-Tatts,Cheerful,Green,Stripy,Teal,26.310254440759728,10398
10399,Spikes,Sunglasses-1,Dad-Cap-Black,Red-8,None,Flat-Earth,None,Bumps,Flared,None,Red,Colour-Tatts,Goofy,Blue,Techno,Purple,48.91680297305309,10399
10400,Techno,Vertical-Yellow,Lu-Tang,Green-3,None,Creepz-Rugby,None,Spots,Wide,None,Neon-Green,Black-Tatts,Razor-Sharp,Blue,Stripy,Green,51.57867337251963,10400
10401,Big-Bumps,Blinky,Five-Panel-Purple,Green-6,None,Diamond-Hands,None,Black-Tatts,Deep,None,Neon-Green,Chest-Hair,Awkward,Grey,Waves,Purple,45.968632391103995,10401
10402,Flaps,Crosseyed-Blue,Ushanka,None,Gillet,None,None,None,Original,None,None,None,Cheerful,Grey,Plain,Green,25.606984708342928,10402
10403,Techno,Blinky,Lumpy,Pink-3,Fire-Hoody,None,Sweater-Olive,Stripes,Deep,None,None,None,Gappy,Green,Rainbow,Lilac,48.72627902694538,10403
10404,Spikes,Squint-Yellow,Ears,Red-2,None,One-Of-Us,None,Ovals,Snouty,None,None,Black-Tatts,Cheerful,Purple,Plain,Yellow,38.56545112660194,10404
10405,Little-Bumps,Squint-Grey,Raptors,Green-8,None,Lousy-Lemuria,None,Flaps,Original,Cigarette,None,Colour-Tatts,Closed,Blue,Colour-Tatts,Green,64.53680247008108,10405
10406,None,Blood,Balaclava,None,Tech-3,None,Sweater-Olive,None,Deep,None,None,None,Cheesy,Green,Black-Tatts,Lilac,48.62737970366071,10406
10407,Veiny,Glass,Lwa,Red-6,Peace,None,None,Colour-Tatts,Original,None,Green,None,Checkerboard,Green,Spotty,Lilac,45.07167304650602,10407
10408,Creases,Crazed-Green,Tinfoil,Purple-5,Poncho,None,TShirt-Pink,Markings,Deep,None,None,None,Gappy,Purple,Black-Tatts,Blue,52.02484245699407,10408
10409,Spikes,Glass,Dad-Cap-Black,Red-5,None,Lemuria-Wyoming-2,None,Mottling,Deep,None,None,Colour-Tatts,Checkerboard,Green,Rainbow,Purple,28.23394641673147,10409
10410,Spots,Blank,Creepz,Purple-3,None,Birds-Aren't-Real,None,Bumps,Flared,None,None,Colour-Tatts,Cheerful,Yellow,Spotty,Light-Blue,37.1084195218886,10410
10411,Stubble,Vertical-Purple,Miner,Purple-3,None,Lemuria-Wyoming-1,None,Ovals,Snouty,None,Purple,Colour-Tatts,Awkward,Blue,Stripy,Grey,52.17441797073611,10411
10412,Big-Bumps,Blank,Red-Camo,Red-4,None,Lemuria-Wyoming-2,None,Stripes,Original,Cigarette,None,Colour-Tatts,Closed,Blue,Spotty,Green,62.46039795851273,10412
10413,Creases,Vr4,Queen,Purple-6,None,Dystopian,None,Markings,Snouty,None,Purple,None,Awkward,Green,Waves,Blue,36.78645898825289,10413
10414,Techno,Dopey-Purple,Eggscellent,Red-9,Fat-Gold-Chain,None,TShirt-Purple,Black-Tatts,Flared,None,Red,None,Spiky,Green,Mottled,Purple,61.75980804098301,10414
10415,Spikes,Crazed-Grey,Bucket-Creepz,Purple-3,None,None,Sweater-Black,Spots,Original,None,Neon-Green,None,Grills,Yellow,Black-Tatts,Grey,49.78643236957009,10415
10416,Triple,Demon-Realm-3,Hermes,Green-7,Creepz-Bag,None,TShirt-Olive,Mottling,Wide,None,Neon-Green,None,Spiky,Grey,Sharp,Green,69.94620959814017,10416
10417,Frills,Bowie-Pink,Koopa-Red,Orange-8,Puffer-vest,None,TShirt-White,Stripes,Wide,None,None,None,Scaly,Blue,Sharp,Purple,39.16409039574026,10417
10418,Spikes,Peace,Backwards-Cap-Black,Pink-2,None,Agamids-Red,None,Speckled,Flared,None,Green,Black-Tatts,Spiky,Grey,Mottled,Green,51.03411976314399,10418
10419,Frills,Demon-Realm-3,Bucket-Burberry,Pink-5,Ase-Chain-Gold,None,Sweater-Turquoise,Stripes,Snouty,None,None,None,Scaly,Yellow,Sharp,Grey,47.33052439405157,10419
10420,Frills,Blinky,Pink-Bucket,Pink-1,None,None,TShirt-Turquoise,Sharp,Snouty,None,None,None,Goofy,Green,Sharp,Sky,21.723105276357753,10420
10421,Stubble,Chameleon-Circle-Green-2,Dad-Cap-Pink,Green-9,None,Cold-Blooded,None,Stripes,Deep,None,Purple,Colour-Tatts,Goofy,Grey,Sharp,Blue,52.43995883632767,10421
10422,Spots,Diamond,Backwards-Cap-Red,Red-6,Poncho,None,TShirt-White,Scales,Wide,None,Orange,None,Checkerboard,Grey,Stripy,Pink,70.96377767691531,10422
10423,Little-Bumps,Chameleon-Almond-Yellow,Creepz,Red-3,None,Camo-Desert,None,Stripes,Snouty,None,None,Chest-Hair,Befuddled,Blue,Spotty,Green,24.4752667269741,10423
10424,Armoured,Bosseyed-Pink,Bucket-Creepz,Pink-2,None,Dyor-Sweater,None,Hatching,Snouty,None,Neon-Green,Black-Tatts,Jaws,Green,Spotty,Lilac,51.42886286943143,10424
10425,Big-Bumps,Demon-Realm-2,Bucket-Creepz,Red-7,None,Lemuria-Wyoming-2,None,Sharp,Wide,None,None,Chest-Hair,Scaly,Green,Spotty,Lilac,23.314158596084322,10425
10426,Frills,Crazed-Grey,Police,Purple-4,Puffer-vest,None,Sweater-Olive,Speckled,Flared,None,Green,None,Spiky,Grey,Waves,Purple,64.3467929505369,10426
10427,Armoured,Blank,Police,Green-8,None,Argyle-2,None,Speckled,Original,None,Neon-Green,Chest-Hair,Grills,Blue,Black-Tatts,Green,47.60922677202965,10427
10428,Big-Bumps,Trippy,Hermes,Green-1,None,Lemuria-Wyoming-2,None,Stripes,Flared,None,Green,Black-Tatts,Cheesy,Blue,Mottled,Green,49.788142542205584,10428
10429,Flaps,Nerd,Creepz-Trucker,Purple-3,None,None,None,Sharp,Original,None,None,Chest-Hair,Cheesy,Purple,Mottled,Teal,10.768143453504885,10429
10430,Spikes,Chameleon-Almond-Green,Bucket-Navy,Purple-8,None,Tie-Dye-2,None,Black-Tatts,Snouty,None,Red,Chest-Hair,Cheesy,Grey,Sharp,Light-Green,48.93005301439924,10430
10431,Flaps,Bosseyed-Red,Purple-Camo,Red-4,Tech-3,None,TShirt-Purple,Bumps,Snouty,None,Gradient,None,Razor-Sharp,Purple,Spotty,Teal,74.03759517134732,10431
10432,Flaps,Crosseyed-Blue,Bobble-Hat-Orange,Tech,Pink-Bag,None,Sweater-White,Speckled,Deep,None,None,None,Befuddled,Blue,Stripy,Brown,45.78168641653828,10432
10433,None,Veins-1,Bunny-Balaclava,None,None,None,TShirt-Black,None,Wide,None,None,None,Razor-Sharp,Green,Black-Tatts,Blue,23.254698703520905,10433
10434,Armoured,Nerd,Dad-Cap-Black,Red-8,None,Gorn-Hub,None,Black-Tatts,Snouty,None,Neon-Green,Chest-Hair,Razor-Sharp,Yellow,Rainbow,Teal,51.41155470345511,10434
10435,Stubble,Sunglasses-2,Beanie-Mustard,Orange-2,None,None,TShirt-Purple,Bumps,Wide,None,Red,None,Cheesy,Yellow,Mottled,Purple,43.315217165943224,10435
10436,Flaps,Crosseyed-Yellow,Miner,Red-1,Cbc-Hoody,None,TShirt-Purple,Black-Tatts,Snouty,None,Red,None,Cheesy,Blue,Mottled,Brown,66.20175773423969,10436
10437,Flaps,Dopey-Blue,Purple-Camo,Orange-7,Iridescent-Bag,None,TShirt-Purple,Techno,Original,None,None,None,Gappy,Green,Plain,Sky,45.80214640431291,10437
10438,Spikes,Dopey-Purple,Lwa,Red-7,Cbc-Hoody,None,TShirt-Navy,Scales,Wide,None,Neon-Green,None,Awkward,Blue,Colour-Tatts,Green,66.91668844502344,10438
10439,Spikes,Bowie-Pink,Purple-Camo,Orange-1,None,Flat-Earth,None,Scales,Original,Pipe,None,Chest-Hair,Closed,Blue,Rainbow,Green,59.15483847353998,10439
10440,Stubble,Bosseyed-Red,Military,Red-8,Cardigan,None,None,Black-Tatts,Flared,None,None,None,Befuddled,Blue,Rainbow,Purple,22.13492857926515,10440
10441,Little-Bumps,Sunglasses-1,Pink-Bucket,Tech,Cardigan,None,Sweater-Purple,Mottling,Wide,None,Red,None,Goofy,Green,Spotty,Lilac,64.42157548625784,10441
10442,Armoured,Bosseyed-Yellow,Lu-Tang,Orange-4,None,Agamids-Red,None,Mottling,Deep,None,None,Chest-Hair,Closed,Yellow,Colour-Tatts,Teal,28.022554050986653,10442
10443,None,Dopey-Yellow,Balaclava,None,Masonic-Collar,None,Sweater-Purple,None,Deep,None,None,None,Cheerful,Green,Sharp,Blue,43.027553373570356,10443
10444,Spots,Crazed-Yellow,Creepz,Purple-8,Fire-Hoody,None,Sweater-Olive,Ovals,Original,None,None,None,Befuddled,Green,Sharp,Sky,43.87891931377232,10444
10445,Lines,Weird-Pupil-Yellow,Bucket-Creepz,Orange-3,None,Camo-Green,None,Scales,Flared,None,None,Chest-Hair,Closed,Green,Black-Tatts,Blue,21.404744738763867,10445
10446,Veiny,Crosseyed-Purple,Koopa-Green,Orange-4,Baggy-Beige,None,Sweater-Pink,Scales,Original,None,None,None,Goofy,Blue,Stripy,Brown,48.12066724320661,10446
10447,Little-Bumps,Stoned,Rasta,Purple-3,Pink-Bag,None,None,Ovals,Flared,None,None,None,Disgusted,Green,Spotty,Teal,19.843726818363447,10447
10448,Stubble,Dopey-Blue,Bucket-Creepz,Pink-1,None,Run-Cbc,None,Ovals,Wide,None,None,Chest-Hair,Scaly,Blue,Mottled,Grey,23.133810117490288,10448
10449,Stubble,Demon-Realm-2,Jurassic,Red-6,None,None,TShirt-Turquoise,Sharp,Deep,None,Blue,None,Jaws,Green,Bone,Purple,46.2395066671025,10449
10450,Spikes,Bosseyed-Green,Backwards-Cap-Olive,Red-7,None,Tiger,None,Mottling,Original,None,None,Chest-Hair,Checkerboard,Green,Stripy,Purple,20.352877734820275,10450
10451,Plasters,Nerd,Backwards-Cap-Blue,Pink-7,Cbc-Hoody,None,None,Colour-Tatts,Deep,None,None,None,Cheerful,Green,Mottled,Sky,22.05647088008633,10451
10452,Spikes,Diamond,Monster,Green-7,None,Rcsa,None,Colour-Tatts,Deep,None,None,Colour-Tatts,Razor-Sharp,Green,Black-Tatts,Blue,27.379486044845763,10452
10453,Flaps,Sunglasses-1,Wizard,Orange-2,None,Lemuria-Wyoming-2,None,Stripes,Deep,None,None,Chest-Hair,Befuddled,Blue,Techno,Yellow,26.939766645707287,10453
10454,Creases,White-Shades,Valhalla,Purple-3,None,Slugger,None,Techno,Flared,None,Green,Black-Tatts,Spiky,Blue,Stripy,Purple,48.04873377552526,10454
10455,Big-Bumps,V,Miner,Purple-8,Cbc-Hoody,None,Sweater-Navy,Bumps,Flared,Pipe,None,None,Closed,Grey,Waves,Pink,82.71980648749413,10455
10456,Stubble,Crosseyed-Green,Hermes,Purple-5,None,Dystopian,None,Bumps,Deep,None,None,None,Scaly,Blue,Plain,Green,19.02708703681768,10456
10457,Frills,Dopey-Blue,Creepz-Trucker,Green-8,None,Argyle-3,None,Techno,Flared,None,None,Chest-Hair,Razor-Sharp,Green,Waves,Teal,22.44986264364887,10457
10458,Creases,Chameleon-Circle-Blue,Bucket-Creepz,Orange-1,Creepz-Bag,None,TShirt-Navy,Mottling,Wide,None,None,None,Scaly,Grey,Curvy,Pink,48.273468665590556,10458
10459,Creases,Bowie-Green,Wizard,Orange-2,Sneakers,None,Sweater-White,Colour-Tatts,Wide,None,None,None,Grills,Grey,Stripy,Blue,44.82516365971292,10459
10460,Stubble,Pokeball,Lwa,Purple-2,None,Lousy-Lemuria,None,Colour-Tatts,Snouty,None,Purple,Chest-Hair,Cheesy,Purple,Curvy,Teal,53.29752842193082,10460
10461,Little-Bumps,Vr4,Pyramid,Pink-9,None,Orange-Puffer,None,Black-Tatts,Snouty,None,None,Chest-Hair,Scaly,Blue,Mottled,Purple,19.225887119785966,10461
10462,Triple,Veins-2,Beanie-Burgundy,Orange-4,Miss-Thuban,None,Sweater-Olive,Markings,Flared,None,Gradient,None,Razor-Sharp,Green,Mottled,Blue,66.32455679451361,10462
10463,Frills,Vr4,Purple-Camo,Green-3,None,Diamond-Hands,None,Techno,Original,None,None,Chest-Hair,Befuddled,Grey,Mottled,Blue,23.875998641892455,10463
10464,Techno,Dopey-Grey,Lwa,Pink-7,None,Camo-Brown,None,Stripes,Snouty,None,Neon-Green,Chest-Hair,Cheesy,Grey,Waves,Blue,48.17101196012839,10464
10465,Armoured,Vr1,Beanie-Grey,Pink-8,None,Diamond-Hands,None,Mottling,Snouty,None,None,Chest-Hair,Scaly,Blue,Sharp,Brown,23.988245665126325,10465
10466,Armoured,Veins-2,Rasta,Pink-3,Ase-Chain-Silver,None,TShirt-Turquoise,Colour-Tatts,Original,None,None,None,Checkerboard,Grey,Plain,Pink,50.79609100007871,10466
10467,Flaps,Chameleon-Almond-Purple,Lwa,Red-1,None,Diamond-Hands,None,Black-Tatts,Wide,None,Purple,Chest-Hair,Grills,Blue,Sharp,Brown,50.36312138617727,10467
10468,Creases,Chameleon-Almond-Green,Pyramid,Green-6,None,Gorn-Hub,None,Bumps,Original,None,None,Colour-Tatts,Disgusted,Yellow,Mottled,Teal,32.8973826759691,10468
10469,Techno,Crosseyed-Yellow,Eggscellent-Extreme,Orange-7,None,Rcsa,None,Spots,Original,None,None,Colour-Tatts,Closed,Purple,Curvy,Grey,35.93080729883271,10469
10470,Stubble,Bowie-Green,Pimp,Red-5,None,Leopard,None,Markings,Snouty,None,None,Chest-Hair,Cheerful,Green,Waves,Sky,25.445342861820215,10470
10471,Big-Bumps,Sunglasses-2,Raptors,Pink-4,None,None,Sweater-White,Techno,Deep,None,None,None,Cheesy,Blue,Mottled,Purple,17.716299256584385,10471
10472,Creases,Crosseyed-Red,Koopa-Red,Green-8,Tech-2,None,Sweater-White,Hatching,Original,None,None,None,Gappy,Yellow,Black-Tatts,Grey,50.217196189069334,10472
10473,Stubble,Vr2,Beanie-Black,Orange-2,None,Tie-Dye-1,None,Spots,Deep,None,None,Black-Tatts,Gappy,Blue,Spotty,Green,28.836309571262227,10473
10474,Armoured,Dopey-Grey,Pyramid,Pink-5,Stormzy,None,Sweater-Black,Sharp,Deep,None,None,None,Scaly,Blue,Waves,Grey,40.750469763031205,10474
10475,Creases,Squint-Grey,Monster,Purple-3,Vest-1,None,None,Flaps,Wide,None,Purple,None,Checkerboard,Yellow,Sharp,Teal,48.52686808490206,10475
10476,Spots,Crosseyed-Purple,Bobble-Hat-Olive,Red-4,Cbc-Hoody,None,None,Ovals,Original,None,Purple,None,Spiky,Blue,Curvy,Yellow,44.46916065021532,10476
10477,Stubble,Crosseyed-Purple,Sombrero,Green-4,None,Agamids-Black,None,Ovals,Snouty,None,Blue,Chest-Hair,Checkerboard,Yellow,Mottled,Grey,53.93064805409472,10477
10478,Armoured,Sunglasses-1,Dad-Cap-Green,Purple-3,None,Argyle-1,None,Colour-Tatts,Deep,None,None,Chest-Hair,Scaly,Blue,Spotty,Green,22.53131519141851,10478
10479,Lines,Purple-Shades,Pimp,Purple-9,Cbc-Hoody,None,Sweater-Purple,Scales,Flared,None,None,None,Scaly,Green,Mottled,Teal,39.99471348155051,10479
10480,Armoured,Chameleon-Circle-Green-1,Crazy-Hair,Red-7,None,Her-Maj,None,Ovals,Flared,Pipe,None,Black-Tatts,Closed,Blue,Curvy,Brown,63.44753592416454,10480
10481,Soft-Spikes,Demon-Realm-1,Bucket-Burberry,Pink-9,Peace,None,None,Mottling,Flared,Cigarette,None,None,Closed,Blue,Sharp,Grey,53.95875390339808,10481
10482,Creases,Purple-Shades,Creepz-Trucker,Red-8,None,None,Sweater-Olive,Black-Tatts,Deep,None,None,None,Spiky,Purple,Sharp,Grey,28.05166725241283,10482
10483,Armoured,Crazed-Yellow,Purple-Camo,Pink-2,None,Three-Wolf-Moon,None,Markings,Snouty,Cigarette,None,Chest-Hair,Closed,Green,Spotty,Blue,52.53406304267093,10483
10484,Creases,Crazed-Yellow,Creepz,Pink-9,None,Agamids-Navy,None,Techno,Deep,None,Neon-Green,Black-Tatts,Checkerboard,Yellow,Stripy,Light-Blue,59.183240975714504,10484
10485,Lines,Chameleon-Almond-Green,Gypsy-King,Green-8,None,Skeleton,None,Markings,Deep,None,None,Black-Tatts,Scaly,Yellow,Sharp,Grey,33.29576324862277,10485
10486,Little-Bumps,Vr5,Lu-Tang,Purple-2,None,None,None,Sharp,Snouty,None,None,Chest-Hair,Scaly,Green,Sharp,Lilac,3.7445949430205365,10486
10487,Soft-Spikes,Vr1,Broad-Brim,Green-4,Iridescent-Bag,None,None,Ovals,Original,None,Orange,None,Cheesy,Yellow,Techno,Purple,46.9882898474289,10487
10488,Veiny,Sunglasses-1,Pimp,Purple-5,None,Her-Maj,None,Bumps,Flared,Cigarette,None,Chest-Hair,Closed,Purple,Stripy,Green,65.10501597068024,10488
10489,Frills,Chameleon-Almond-Grey,Raptors,Red-5,None,Lucky-Lizards,None,Mottling,Original,None,Orange,Chest-Hair,Cheesy,Grey,Curvy,Light-Green,50.77501272037548,10489
10490,Spikes,Bowie-Purple,Ronald,Green-6,None,Creepz-Rugby,None,Spots,Snouty,None,Red,Black-Tatts,Awkward,Grey,Sharp,Purple,48.51167422986452,10490
10491,Lines,Squint-Yellow,Red-Camo,Red-8,None,Birds-Aren't-Real,None,Spots,Deep,None,None,Black-Tatts,Scaly,Purple,Stripy,Blue,31.556240184631445,10491
10492,Plasters,Crazed-Yellow,Bobble-Hat-Grey,Green-3,None,Lemuria-Wyoming-2,None,Techno,Wide,None,None,Chest-Hair,Gappy,Grey,Sharp,Light-Green,30.86141245834933,10492
10493,Big-Bumps,Vr5,Dad-Cap-Pink,Orange-7,Police-vest,None,TShirt-Purple,Colour-Tatts,Wide,None,None,None,Closed,Yellow,Waves,Light-Blue,49.117835401872824,10493
10494,None,Vertical-Purple,Balaclava,None,None,Argyle-1,None,None,Wide,None,None,Chest-Hair,Awkward,Grey,Plain,Green,31.647676023122422,10494
10495,Spots,Blinky,Pink-Bucket,Purple-5,Ase-Chain-Gold,None,Sweater-Olive,Spots,Original,None,None,None,Jaws,Purple,Sharp,Blue,49.454946347502826,10495
10496,Stubble,Chameleon-Almond-Blue,Bucket-Creepz,Red-5,None,Birds-Aren't-Real,None,Colour-Tatts,Wide,None,None,Chest-Hair,Scaly,Yellow,Mottled,Teal,26.936402502518153,10496
10497,Stubble,Gorn,Kruger,Pink-9,None,Birds-Aren't-Real,None,Ovals,Original,None,Neon-Green,Colour-Tatts,Spiky,Green,Sharp,Purple,47.177303518040524,10497
10498,Armoured,Nerd,Pyramid,Purple-3,None,None,TShirt-Turquoise,Speckled,Original,None,Red,None,Jaws,Purple,Curvy,Yellow,48.2444072595366,10498
10499,Spots,Crosseyed-Red,Military,Green-8,None,Flat-Earth,None,Black-Tatts,Deep,None,None,Colour-Tatts,Cheerful,Purple,Curvy,Grey,35.97486522410725,10499
10500,Lines,Bowie-Pink,Headband-2,Red-4,Gucci-Bag,None,Sweater-Black,Scales,Flared,None,Blue,None,Spiky,Grey,Curvy,Blue,68.10464405948464,10500
10501,Frills,Crosseyed-Yellow,Line,Pink-8,Baggy-Purple,None,Sweater-Olive,Ovals,Wide,None,None,None,Disgusted,Yellow,Sharp,Teal,48.13401899147806,10501
10502,Spots,Chameleon-Circle-Orange,Dad-Cap-Green,Red-2,None,None,TShirt-Pink,Scales,Original,None,None,None,Gappy,Grey,Waves,Pink,26.148410449667313,10502
10503,Spots,Vertical-Purple,Five-Panel-Blue-Checkerboard,Pink-2,None,Cold-Blooded,None,Black-Tatts,Wide,None,None,Chest-Hair,Befuddled,Yellow,Stripy,Grey,27.821495536751854,10503
10504,Armoured,Sunglasses-2,Lu-Tang,Orange-1,None,Gorn-Hub,None,Bumps,Flared,None,Purple,Chest-Hair,Razor-Sharp,Grey,Sharp,Blue,45.05621842602857,10504
10505,Spikes,Veins-1,Monster,Green-6,Og-Hoody,None,None,Ovals,Original,None,Neon-Green,None,Razor-Sharp,Green,Plain,Teal,42.06929572573429,10505
10506,Flaps,Vr2,Creepz-Trucker,Red-4,None,Astro-Creepz,None,Bumps,Snouty,None,None,Colour-Tatts,Awkward,Purple,Black-Tatts,Blue,36.00573354052513,10506
10507,Lines,Pokeball,Beanie-Creepz,Pink-9,Ase-Chain-Silver,None,TShirt-Pink,Hatching,Flared,None,None,None,Awkward,Blue,Sharp,Yellow,46.5410323867389,10507
10508,Big-Bumps,Bosseyed-Blue,Purple-Camo,Purple-1,None,Fanboy,None,Markings,Deep,None,None,Colour-Tatts,Gappy,Yellow,Sharp,Grey,34.67107292353121,10508
10509,Spots,Diamond,Pimp,Purple-3,None,Flat-Earth,None,Speckled,Wide,None,None,Colour-Tatts,Cheerful,Blue,Spotty,Brown,31.65488389562411,10509
10510,Frills,Chameleon-Circle-Blue,Five-Panel-Red,Red-2,Pink-Bag,None,None,Stripes,Deep,None,None,None,Grills,Green,Sharp,Blue,19.023543036612395,10510
10511,Creases,Vertical-Blue,Fujita,None,None,None,Sweater-White,None,Snouty,None,Green,None,Grills,Grey,Sharp,Blue,44.94891164797007,10511
10512,Lines,Dopey-Yellow,Backwards-Cap-Blue,Red-6,Og-Hoody,None,None,Sharp,Flared,Pipe,None,None,Closed,Green,Curvy,Teal,51.5759213849246,10512
10513,Armoured,Weird-Pupil-Blue,Backwards-Cap-Blue,Orange-2,None,Dystopian,None,Techno,Wide,None,None,None,Cheerful,Green,Spotty,Purple,11.132551731818499,10513
10514,Frills,Veins-1,Fujita,None,None,Rcsa,None,None,Deep,None,Blue,Chest-Hair,Spiky,Green,Curvy,Purple,42.9863954060379,10514
10515,Creases,Chameleon-Circle-Orange,Red-Camo,Green-3,None,Slugger,None,Scales,Original,None,None,Black-Tatts,Goofy,Grey,Waves,Light-Green,32.829430777380374,10515
10516,Armoured,Bosseyed-Pink,Hermes,Green-7,None,Brown-Polo,None,Spots,Original,None,Red,Black-Tatts,Awkward,Green,Sharp,Sky,47.721755991839856,10516
10517,Spots,Dopey-Grey,Five-Panel-Red,Green-4,None,None,None,Scales,Snouty,None,None,Chest-Hair,Disgusted,Grey,Spotty,Green,9.18831673861447,10517
10518,Flaps,Crazed-Green,Raptors,Green-7,None,None,TShirt-Purple,Flaps,Flared,None,Red,None,Goofy,Green,Spotty,Lilac,42.79439452453514,10518
10519,Armoured,Stoned,Bishop,Red-8,Poncho,None,None,Flaps,Deep,None,Blue,None,Razor-Sharp,Blue,Colour-Tatts,Grey,46.17465259704202,10519
10520,Plasters,Weird-Pupil-Blue,Five-Panel-Blue-Checkerboard,Tech,Og-Hoody,None,TShirt-Purple,Speckled,Wide,None,None,None,Gappy,Purple,Sharp,Yellow,52.43662071726768,10520
10521,Frills,Dopey-Yellow,Pink-Bucket,Pink-6,None,Lousy-Lemuria,None,Colour-Tatts,Snouty,None,None,Chest-Hair,Cheerful,Purple,Waves,Yellow,31.535562354042884,10521
10522,Creases,Dopey-Yellow,Beanie-Creepz,Purple-7,Block-Chain,None,TShirt-White,Spots,Flared,None,None,None,Cheerful,Purple,Sharp,Yellow,49.260526033352626,10522
10523,Spots,Squint-Blue,Eggscellent,Purple-4,Og-Hoody,None,TShirt-White,Ovals,Wide,None,Orange,None,Cheesy,Grey,Stripy,Pink,69.56130642547528,10523
10524,Soft-Spikes,Dopey-Grey,Backwards-Cap-Black,Pink-3,None,Astro-Creepz,None,Speckled,Snouty,None,None,Chest-Hair,Spiky,Grey,Waves,Green,26.08216982415551,10524
10525,Spikes,Dopey-Green,Pink-Bucket,Pink-2,Rosette,None,Sweater-Navy,Scales,Wide,None,Green,None,Spiky,Grey,Stripy,Pink,68.6798762825901,10525
10526,Veiny,Blood,Bobble-Hat-Grey,Green-7,None,Diamond-Hands,None,Speckled,Deep,None,Green,Chest-Hair,Jaws,Green,Mottled,Blue,45.76092622746562,10526
10527,Flaps,Vr3,Lu-Tang,Orange-7,Peace,None,TShirt-White,Speckled,Deep,Cigarette,None,None,Closed,Blue,Spotty,Brown,78.02933422909689,10527
10528,Armoured,Polycoria,Dad-Cap-Pink,Purple-8,Stormzy,None,Sweater-Turquoise,Stripes,Deep,None,None,None,Jaws,Yellow,Black-Tatts,Teal,49.58768552988891,10528
10529,Soft-Spikes,Bosseyed-Yellow,Lu-Tang,Green-1,None,Gorn,None,Sharp,Snouty,None,Gradient,Chest-Hair,Grills,Blue,Sharp,Grey,49.6653609716464,10529
10530,Little-Bumps,Glass,Beanie-Black,Purple-6,None,None,TShirt-White,Black-Tatts,Flared,None,None,None,Cheerful,Green,Sharp,Sky,19.74831791329197,10530
10531,Stubble,Vr4,Monster,Ophiocordyceps,None,Creepz-Rugby,None,Mottling,Deep,None,None,Chest-Hair,Checkerboard,Grey,Plain,Purple,27.283838447993535,10531
10532,Armoured,Squint-Blue,Five-Panel-Blue-Checkerboard,Orange-9,None,One-Of-Us,None,Sharp,Snouty,None,Blue,Colour-Tatts,Razor-Sharp,Grey,Sharp,Blue,52.00770405572579,10532
10533,Lines,Squint-Purple,Headband-1,Purple-8,Psychrome-Hoody,None,Sweater-Purple,Stripes,Flared,None,None,None,Awkward,Blue,Colour-Tatts,Grey,47.528208642192794,10533
10534,Soft-Spikes,Chameleon-Circle-Green-1,Backwards-Cap-Blue,Purple-6,None,Tie-Dye-1,None,Mottling,Flared,Cigarette,None,Black-Tatts,Closed,Blue,Techno,Green,64.85335170291457,10534
10535,Little-Bumps,Demon-Realm-1,Beanie-Creepz,Orange-6,None,Diamond-Hands,None,Mottling,Flared,None,Red,Colour-Tatts,Razor-Sharp,Purple,Mottled,Grey,55.4219194046302,10535
10536,Stubble,Gorn,Lumpy,Green-7,Bra,None,Sweater-Purple,Flaps,Deep,None,None,None,Closed,Green,Sharp,Purple,38.667511672963954,10536
10537,Spikes,Bowie-Red,Police,Purple-2,None,None,None,Flaps,Snouty,None,Red,Chest-Hair,Awkward,Blue,Sharp,Green,26.450974253004727,10537
