,Colors,Chest,Arms,Jaws,Mask,Eyes,Helmet,Meka Type,Color,Material,Weapon,Legendary,Rarity score,Token Id
8103,3.0,OG Trooper C2,OG Trooper A2,OG Trooper S1,OG Trooper M1,OG Blue E4,OG Quartz Trooper,OG Meka,White,None,OG Cannons,None,34.859555808462154,8104
8104,3.0,OG Heavy C2,OG Solid Tank,OG Trooper S1,OG Trooper M1,OG Rose E1,OG Delta Elite,OG Meka,Aqua Lite,None,OG Dawn Sword,None,38.893758259677575,8105
8105,3.0,GAI Sōhei C1,GAI Jingasa A2,GAI Jingasa J1,GAI Bastion M2,Pink Delta,GAI Youma H1,Gādian,White,None,GAI Enten,None,52.66077784156592,8106
8106,3.0,F9 Fortress C1,F9 Jingasa A1,F9 Assault,F9 Monkey,F9 Green E4,F9 Assault Spikes,F9,Blood Red,None,None,None,41.607123090972884,8107
8107,0.0,F9 Bastion C1,F9 Jingasa A2,F9 Brackyura,F9 Monkey,F9 White E0,F9 Ronin H2,F9,None,Sky,None,None,73.99885885116274,8108
8108,3.0,OG Chest Brick,OG Arms Brick,OG Helmet Brick,OG Mask Brick,OG Glowing Eyes Brick,OG Helmet Brick,OG Meka,Pastel Blue,Brick,None,None,58.71183714268528,8109
8109,4.0,OG Trooper C1,OG Trooper A2,OG Trooper S2,OG Sphere,OG Blue E4,OG Radiant Trooper,OG Meka,Camo Green,None,None,None,20.57269189640574,8110
8110,3.0,OG Heavy C2,OG Squadron 3,OG Trooper S2,OG Mantis,OG Rose E1,OG Quartz Elite,OG Meka,Red,None,None,None,22.060351248881112,8111
8111,3.0,OG Heavy C2,OG Trooper A2,OG Trooper S1,OG Trooper M2,OG Rose E1,OG Delta Trooper,OG Meka,Grey,None,None,None,11.203054449354235,8112
8112,2.0,F9 Bastion C1,F9 Jingasa A1,F9 Assault,F9 Knight,F9 Green E4,F9 Assault Spikes,F9,White,Silver Weapon,GAI Katana,None,86.95332157739107,8113
8113,3.0,OG Trooper C1,OG Solid Tank,OG Sabotage S3,OG Knight,OG Violet E1,OG Darya Trooper,OG Meka,Blue Grey,None,None,None,20.870023518849674,8114
8114,4.0,MI Racer C2,MI Racer A2,MI Sonic J1,MI Racer M2,MI White Visor,MI Radar,Mirage,White,None,None,None,35.973455105403055,8115
8115,4.0,F9 Bastion C1,F9 Jingasa A1,F9 Assault,F9 Jingasa M2,F9 Red E3,F9 Ronin H2,F9,Red,None,None,None,43.65140562222777,8116
8116,3.0,MI Radar C1,MI Racer A1,MI Racer W1,MI Salamender,MI White Visor,MI Racer,Mirage,White,None,MI Ray guns,None,50.577374847857314,8117
8117,3.0,MI Racer C1,MI Racer A1,MI Sonic J1,MI Racer M1,MI Pink Visor,MI Radar,Mirage,White,None,MI Rockets X,None,45.942106681293836,8118
8118,3.0,OG Trooper C2,OG Squadron 4,OG Sabotage S7,OG Trooper M2,OG Blue E4,OG Quartz Trooper,OG Meka,Sky Blue,None,None,None,28.372384725249017,8119
8119,4.0,MI Radar C1,MI Racer A1,MI Sonic J1,MI Sonic M1,MI Pink Visor,MI Racer,Mirage,Dark Brown,None,None,None,34.31458928223829,8120
8120,4.0,OG Trooper C2,OG Trooper A2,OG Sabotage S3,OG Sphere,OG Green E21,OG Quartz Trooper,OG Meka,Dark Brown,None,None,None,26.96594325688088,8121
8121,2.0,GAI Youma,GAI Jingasa A2,GAI Jingasa J1,GAI Jingasa M1,Green Circle,GAI Bastion,Gādian,Dark Brown,None,None,None,45.14452120784737,8122
8122,3.0,OG Heavy C1,OG Trooper A2,OG Trooper S2,OG Sphere,OG Rose E1,OG Delta Elite,OG Meka,Dark Grey,None,None,None,15.944470141320055,8123
8123,0.0,MI Radar C1,MI Radar A1,MI Sonar J2,MI Racer M2,MI Pink Visor,MI Eagle,Mirage,None,Camo green,None,None,64.77531440841344,8124
8124,0.0,GAI Sōhei C2,GAI Sōhei A1,Bastion J1,GAI Bastion M1,Pink Delta,GAI Bastion,Gādian,None,Camo blue,None,None,71.03200827588985,8125
8125,3.0,OG Trooper C2,OG Solid Tank,OG Sabotage S3,OG Trooper M1,OG Rose E1,OG Delta Elite,OG Meka,White,Gold Helmet,None,None,34.317865120574574,8126
8126,4.0,GAI Jingasa C1,GAI Jingasa A1,GAI Jingasa J1,GAI Jingasa M1,Pink Delta,GAI Janjin H1,Gādian,Dark Brown,None,None,None,35.888136455286975,8127
8127,0.0,GAI Youma,GAI Jingasa A2,GAI Jingasa J1,GAI Youma,Green Circle,GAI Youma H1,Gādian,None,Camo blue,None,None,71.02562250278397,8128
8128,3.0,OG Trooper C2,OG Trooper A1,OG Trooper S1,OG Heavy,OG Rose E1,OG Delta Trooper,OG Meka,Dark Brown,None,None,None,10.883460402163848,8129
8129,4.0,OG Trooper C1,OG Squadron 3,OG Trooper S1,OG Monkey R-7,OG Rose E1,OG Darya Trooper,OG Meka,Light Green,None,OG Gatling Gun,None,38.402948462976795,8130
8130,0.0,OG Heavy C1,OG Trooper A2,OG Sabotage S3,OG Trooper M1,OG Rose E1,OG Quartz Heavy,OG Meka,None,Camo green,None,None,47.64244531845955,8131
8131,0.0,OG Heavy C2,OG Solid Tank,OG Trooper S2,OG Trooper M1,OG Violet E1,OG Rombus Elite,OG Meka,None,Camo green,None,None,54.14444219669675,8132
8132,3.0,GAI Sōhei C1,GAI Sōhei A1,GAI Jingasa J1,GAI Jingasa M1,Pink Delta,GAI Jingasa H2,Gādian,Grey,None,None,None,34.00846080885546,8133
8133,2.0,OG Trooper C1,OG Trooper A1,OG Trooper S2,OG Pain,OG Rose E1,OG Radiant Trooper,OG Meka,White,None,None,None,15.282645516018725,8134
8134,0.0,MI Radar C1,MI Radar A1,MI Sonar J2,MI Racer M2,MI Pink Visor,MI Sonar,Mirage,None,Gold Helmet,None,None,64.63995716642104,8135
8135,2.0,MI Racer C1,MI Racer A1,MI Sonic J2,MI Racer M1,MI Pink Visor,MI Racer H2,Mirage,Camo Green,None,None,None,40.651151423030555,8136
8136,0.0,OG Trooper C1,OG Solid Tank,OG Sabotage S3,OG Monkey R-9,OG Green E21,OG Oblong Elite,OG Meka,None,Siberie,None,None,54.20258532620803,8137
8137,3.0,GAI Jingasa C1,GAI Yasuke,GAI Jingasa J1,GAI Bastion M1,Pink Delta,GAI Youma H2,Gādian,Grey,None,None,None,34.0988809683866,8138
8138,0.0,OG Trooper C2,OG Squadron 3,OG Sabotage S3,OG Filter,OG Pink E0,OG Delta Elite,OG Meka,None,Siberie,OG Dawn Sword,None,80.66328056986606,8139
8139,4.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Trooper M2,OG Rose E1,OG Darya Heavy,OG Meka,Red,None,None,None,14.076129374781795,8140
8140,3.0,GAI Sōhei C1,GAI Jingasa A1,GAI Jingasa J1,GAI Bastion M2,Pink Circle,GAI Jingasa H1,Gādian,Red,None,None,None,37.33691928172442,8141
8141,2.0,OG Trooper C1,OG Solid Tank,OG Trooper S1,OG Filter,OG Rose E1,OG Quartz Heavy,OG Meka,Red,None,OG Solid Blade,None,44.78846133847203,8142
8142,3.0,GAI Jingasa C1,GAI Jingasa A1,GAI Jingasa J1,GAI Jingasa M1,Green Circle,GAI Jingasa H1,Gādian,Dark Brown,None,None,None,32.58579640160711,8143
8143,3.0,GAI Sōhei C1,GAI Youma,GAI Jingasa J1,GAI Jingasa M1,Pink Delta,GAI Bastion,Gādian,Purple,None,None,None,37.085150900161814,8144
8144,4.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Last Breath,OG Rose E1,OG Oblong Elite,OG Meka,White,None,None,None,8.083714505925368,8145
8145,3.0,OG Heavy C1,OG Metal spike,OG Trooper S2,OG Pain,OG Rose E1,OG Delta Elite,OG Meka,Camo Green,None,None,None,19.992775519906623,8146
8146,4.0,OG Trooper C1,OG Trooper A1,OG Trooper S1,OG Trooper M2,OG Green E21,OG Delta Trooper,OG Meka,White,None,None,None,10.31565387184009,8147
8147,3.0,OG Trooper C1,OG Trooper A2,OG Trooper S2,OG Monkey R-7,OG Rose E1,OG Darya Master,OG Meka,Grey,None,None,None,10.509661397689744,8148
8148,2.0,GAI Sōhei C2,GAI Sōhei A1,GAI Jingasa J1,GAI Jingasa M1,White Circle,GAI Citadel,Gādian,Grey,None,None,None,46.90572748261896,8149
8149,3.0,OG Heavy C1,OG Trooper A2,OG Assault jaw,OG Pain,OG Red E0,OG Darya Elite,OG Meka,Red,None,None,None,25.508353829731078,8150
8150,2.0,GAI Sōhei C1,GAI Jingasa A2,GAI Jingasa J1,GAI Jingasa M1,Pink Delta,GAI Jingasa H2,Gādian,Dark Brown,Gold Weapon,GAI Katana x2,None,88.87486652732977,8151
8151,2.0,OG Heavy C1,OG Solid Tank,OG Sabotage S7,OG Heavy,OG Pink E0,OG Radiant Trooper,OG Meka,White,None,None,None,29.036394992161195,8152
8152,4.0,OG Trooper C2,OG Squadron 4,OG Trooper S1,OG Monkey R-7,OG Rose E1,OG Quartz Trooper,OG Meka,Light Green,None,None,None,22.53387508431254,8153
8153,3.0,OG Trooper C2,OG Trooper A2,OG Sabotage S3,OG Mantis,OG Violet E1,OG Delta Elite,OG Meka,Grey,None,None,None,21.36055713803061,8154
8154,3.0,OG Heavy C1,OG Trooper A1,OG Sabotage S7,OG Monkey R-7,OG Blue E4,OG Radiant Trooper,OG Meka,Purple,None,OG Thunder Gun,None,46.7407393429147,8155
8155,3.0,MI Racer C2,MI Radar A1,MI WS-1,MI Racer M1,MI Aqua Eye,MI Radar,Mirage,Light Green,Silver Helmet,None,None,56.44385574966607,8156
8156,3.0,MI Racer C1,MI Racer A1,MI Racer W1,MI Racer M1,MI Pink Visor,MI Sonar,Mirage,Grey,None,None,None,27.595903871427385,8157
8157,4.0,OG Heavy C1,OG Trooper A1,OG Trooper S1,OG Trooper M1,OG Rose E1,OG Oblong Heavy,OG Meka,Dark Brown,None,None,None,14.28929015015982,8158
8158,4.0,GAI Jingasa C1,GAI Jingasa A1,GAI Jingasa J1,GAI Jingasa M1,Green Circle,GAI Jingasa H2,Gādian,Pastel Blue,None,None,None,40.96463331218755,8159
8159,4.0,MI Radar C1,MI Radar A1,MI WS-1,MI Radar M1,MI White Visor,MI Sonar,Mirage,Red,None,None,None,41.9137383396175,8160
8160,3.0,OG Trooper C1,OG Trooper A1,OG Sabotage S3,OG Monkey R-7,OG Violet E1,OG Rombus Heavy,OG Meka,White,None,OG Cannons,None,33.70157366559348,8161
8161,2.0,OG Heavy C1,OG Trooper A2,OG Sabotage S7,OG Trooper M1,OG Rose E1,OG Delta Trooper,OG Meka,Camo Green,None,None,None,24.268415569012785,8162
8162,4.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Mantis,OG White E13,OG Radiant Elite,OG Meka,White,None,None,None,14.964226862602601,8163
8163,3.0,OG Heavy C1,OG Trooper A1,OG Assault jaw,OG Trooper M1,OG Violet E1,OG Darya Trooper,OG Meka,Dark Brown,None,None,None,16.431594534900263,8164
8164,3.0,OG Heavy C1,OG Trooper A1,OG Trooper S1,OG Sphere,OG Rose E1,OG Darya Trooper,OG Meka,Grey,None,None,None,10.95450541320518,8165
8165,3.0,MI Radar C1,MI Racer A1,MI Racer W1,MI Radar M1,MI Aqua Eye,MI Eagle,Mirage,Grey,None,MI Ray guns,None,55.65359618054395,8166
8166,0.0,OG Trooper C1,OG Trooper A2,OG Assault jaw,OG Knight,OG Rose E1,OG Darya Elite,OG Meka,None,Silver Helmet,None,None,44.90117321707883,8167
8167,4.0,OG Trooper C1,OG Trooper A1,OG Trooper S1,OG Heavy,OG Rose E1,OG Delta Trooper,OG Meka,White,None,None,None,4.957542574450784,8168
8168,3.0,MI Racer C1,MI Radar A1,MI Racer W2,MI Radar M1,MI Pink Visor,MI Radar,Mirage,White,None,MI Ray guns,None,47.526179976138664,8169
8169,4.0,OG Heavy C1,OG Squadron 3,OG Trooper S1,OG Mantis,OG Violet E1,OG Radiant Elite,OG Meka,Light Green,None,OG Gatling Gun,None,48.57559988594923,8170
8170,5.0,GAI Jingasa C1,GAI Jingasa A1,Bastion J1,GAI Youma,Pink Delta,GAI Jingasa H1,Gādian,Red,None,None,None,49.23682755714212,8171
8171,4.0,OG Trooper C1,OG Solid Tank,OG Sabotage S3,OG Trooper M2,OG Rose E1,OG Radiant Elite,OG Meka,White,Silver Helmet,None,None,34.47553634498904,8172
8172,4.0,OG Trooper C2,OG Trooper A1,OG Assault jaw,OG Trooper M1,OG Violet E1,OG Delta Trooper,OG Meka,Red,None,None,None,22.672208097125843,8173
8173,3.0,OG Trooper C2,OG Trooper A1,OG Trooper S1,OG Monkey R-9,OG Blue E4,OG Delta Heavy,OG Meka,Camo Green,None,None,None,21.56994029961536,8174
8174,3.0,GAI Sōhei C1,GAI Jingasa A2,Brachyura,GAI Bastion M1,Pink Delta,GAI Youma H1,Gādian,Blurple,Gold Weapon,GAI Enten,None,86.20939122040421,8175
8175,3.0,OG Trooper C1,OG Metal spike,OG Trooper S2,OG Heavy,OG Pink E0,OG Quartz Heavy,OG Meka,Grey,None,None,None,19.46731613026317,8176
8176,4.0,MI Radar C1,MI Radar A1,MI Sonic J1,MI Sonic M1,MI Aqua Eye,MI Radar,Mirage,White,None,None,None,33.55430130244667,8177
8177,3.0,MI Racer C1,MI Radar A1,MI Radar W1,MI Racer M2,MI Aqua Eye,MI Racer H2,Mirage,Dark Brown,None,None,None,31.512433804030355,8178
8178,4.0,OG Heavy C1,OG Squadron 3,OG Sabotage S7,OG Trooper M2,OG Pink E0,OG Radiant Trooper,OG Meka,Camo Green,None,None,None,29.591110908604808,8179
8179,0.0,MI Radar C1,MI Radar A1,MI WS-1,MI Radar M1,MI Pink Visor,MI Sonar,Mirage,None,Gold Helmet,None,None,65.57861599120172,8180
8180,0.0,OG Trooper C1,OG Trooper A2,OG Rocket jaw,OG Filter,OG Rose E1,OG Delta Elite,OG Meka,None,Carbon,None,None,45.20745049962418,8181
8181,4.0,GAI Youma,GAI Sōhei A1,GAI Jingasa J1,GAI Ukiyo-E,Pink Delta,GAI Bastion,Gādian,White,None,None,None,35.14413526210688,8182
8182,0.0,MI Sonic C1,MI Radar A1,MI WS-2,MI Radar M1,MI Pink Visor,MI Racer H2,Mirage,None,Camo green,None,None,67.0137778827245,8183
8183,3.0,OG Trooper C1,OG Squadron 3,OG Trooper S1,OG Monkey R-7,OG Rose E1,OG Rombus Heavy,OG Meka,Dark Grey,None,None,None,14.689764143969287,8184
8184,3.0,MI Racer C2,MI Racer A1,MI Sonic J2,MI Racer M1,MI Aqua Eye,MI Radar,Mirage,White,None,MI Rockets,None,50.89030250958658,8185
8185,3.0,OG Heavy C2,OG Squadron 4,OG Trooper S2,OG Trooper M2,OG Rose E1,OG Darya Trooper,OG Meka,White,None,None,None,12.471146212813327,8186
8186,2.0,GAI Jingasa C1,GAI Sōhei A1,GAI Jingasa J1,GAI Jingasa M1,Pink Delta,GAI Bastion,Gādian,Blue,None,None,None,45.701715291279385,8187
8187,2.0,OG Trooper C2,OG Solid Tank,OG Trooper S1,OG Sphere,OG Rose E1,OG Delta Elite,OG Meka,Dark Brown,None,None,None,23.975194435436364,8188
8188,4.0,OG Trooper C1,OG Trooper A1,OG Assault jaw,OG Last Breath,OG Violet E1,OG Delta Trooper,OG Meka,Grey,None,None,None,17.176074558160842,8189
8189,2.0,MI Racer C1,MI Racer A1,MI Sonic J2,MI Racer M1,MI White Visor,MI Racer,Mirage,White,None,None,None,35.97841578476312,8190
8190,3.0,OG Trooper C1,OG Squadron 3,OG Trooper S1,OG Heavy,OG Rose E1,OG Quartz Heavy,OG Meka,Black,None,None,None,13.702745565770064,8191
8191,3.0,OG Trooper C1,OG Trooper A2,OG Assault jaw,OG Sphere,OG Rose E1,OG Oblong Elite,OG Meka,Black,None,None,None,13.612450665403179,8192
8192,2.0,OG Trooper C1,OG Solid Tank,OG Trooper S2,OG Trooper M1,OG Rose E1,OG Delta Elite,OG Meka,Blue,None,None,None,22.13307012915033,8193
8193,3.0,GAI Jingasa C1,GAI Yasuke,GAI Jingasa J1,GAI Bastion M2,Pink Delta,GAI Jingasa H1,Gādian,Camo Green,None,None,None,35.50471444243253,8194
8194,0.0,GAI Jingasa C1,GAI Jingasa A2,Bastion J1,GAI Jingasa M1,Pink Circle,GAI Bastion,Gādian,None,Carbon,None,None,69.33548409882306,8195
8195,0.0,GAI Sōhei C1,GAI Sōhei A1,Bastion J2,GAI Bastion M1,White Circle,GAI Tetra H2,Gādian,None,Camo green,None,None,73.09612069742074,8196
8196,3.0,OG Trooper C1,OG Trooper A1,OG Trooper S1,OG Trooper M1,OG Violet E1,OG Radiant Heavy,OG Meka,White,None,None,None,5.771215290720704,8197
8197,5.0,OG Trooper C1,OG Trooper A1,OG Assault jaw,OG Last Breath,OG Rose E1,OG Darya Trooper,OG Meka,White,None,OG Thunder Gun,None,40.296071189807506,8198
8198,3.0,OG Trooper C1,OG Trooper A1,OG Trooper S1,OG Trooper M1,OG Green E7,OG Darya Heavy,OG Meka,White,None,None,None,7.59704999135257,8199
8199,3.0,OG Trooper C1,OG Trooper A2,OG Assault jaw,OG Sphere,OG White E13,OG Oblong Elite,OG Meka,White,None,None,None,12.30354903346761,8200
8200,3.0,OG Trooper C1,OG Squadron 3,OG Assault jaw,OG Filter,OG Rose E1,OG Delta Elite,OG Meka,Grey,None,None,None,12.703154729230354,8201
8201,3.0,GAI Jingasa C1,GAI Youma,Bastion J1,GAI Jingasa M1,Pink Delta,GAI Janjin H1,Gādian,Dark Brown,None,None,None,35.276266932772124,8202
8202,3.0,OG Heavy C1,OG Trooper A2,OG Sabotage S7,OG Sphere,OG Blue E4,OG Delta Trooper,OG Meka,White,None,None,None,14.342020709910496,8203
8203,3.0,OG Trooper C2,OG Squadron 3,OG Rocket jaw,OG Trooper M2,OG Pink E0,OG Rombus Heavy,OG Meka,White,None,None,None,21.267273352775803,8204
8204,4.0,OG Heavy C1,OG Trooper A1,OG Trooper S1,OG Trooper M1,OG Violet E1,OG Rombus Trooper,OG Meka,Red,None,None,None,20.81765670776795,8205
8205,3.0,MI Racer C1,MI Radar A1,MI Falcon W1,MI Racer M1,MI Pink Visor,MI Racer,Mirage,Camo Green,None,MI Rockets X,None,51.70504392201003,8206
8206,3.0,OG Heavy C1,OG Trooper A2,OG Trooper S2,OG Pain,OG Rose E1,OG Quartz Trooper,OG Meka,White,None,None,None,10.629376878483288,8207
8207,4.0,MI Racer C1,MI Radar A1,MI WS-1,MI Radar M1,MI Pink Visor,MI Racer,Mirage,Red,None,None,None,35.207585411425484,8208
8208,3.0,F9 Fortress C1,F9 Jingasa A1,F9 Assault,F9 Bastion M2,F9 Green E21,F9 Spikes,F9,Dark Brown,None,None,None,37.84663747683038,8209
8209,3.0,GAI Jingasa C1,GAI Jingasa A2,GAI Jingasa J1,GAI Jingasa M1,Pink Delta,GAI Jingasa H2,Gādian,White,None,None,None,27.29964708340786,8210
8210,4.0,OG Heavy C1,OG Squadron 4,OG Trooper S1,OG Last Breath,OG White E13,OG Delta Trooper,OG Meka,White,None,None,None,19.105679878037627,8211
8211,3.0,F9 Fortress C1,F9 Bastion,F9 Assault,F9 Bastion M1,F9 Green E7,F9 Assault Spikes,F9,White,None,GAI Kochi,None,57.427654599255106,8212
8212,3.0,OG Trooper C2,OG Trooper A1,OG Sabotage S3,OG Trooper M1,OG Rose E1,OG Delta Trooper,OG Meka,White,None,None,None,7.87106801527994,8213
8213,0.0,GAI Jingasa C1,GAI Jingasa A2,Bastion J2,GAI Jingasa M1,Green Circle,GAI Bastion,Gādian,None,Siberie,None,None,69.69029135433419,8214
8214,3.0,GAI Jingasa C1,GAI Jingasa A1,GAI Jingasa J1,GAI Jingasa M1,White Square,GAI Yokai,Gādian,Dark Brown,Silver Helmet,None,None,56.24365672479548,8215
8215,0.0,OG Trooper C1,OG Solid Tank,OG Trooper S1,OG Trooper M1,OG Green E21,OG Radiant Elite,OG Meka,None,Gold Helmet,None,None,48.38769376278635,8216
8216,4.0,OG Heavy C1,OG Trooper A2,OG Trooper S2,OG Trooper M1,OG Green E7,OG Darya Trooper,OG Meka,Grey,None,None,None,21.76949215561475,8217
8217,4.0,GAI Sōhei C1,GAI Yasuke,GAI Jingasa J1,GAI Bastion M2,Red Square,GAI Jingasa H1,Gādian,White,None,None,None,36.05371941412269,8218
8218,4.0,F9 Fortress C1,F9 Jingasa A1,F9 Assault,F9 Monkey,F9 Green E4,F9 Spikes,F9,White,None,GAI Katana,None,58.8620437304351,8219
8219,4.0,OG Trooper C1,OG Solid Tank,OG Trooper S1,OG Trooper M1,OG Green E7,OG Rombus Trooper,OG Meka,White,None,OG Cannons,None,35.71060846769469,8220
8220,3.0,OG Trooper C2,OG Trooper A2,OG Assault jaw,OG Trooper M1,OG Green E7,OG Delta Trooper,OG Meka,Dark Brown,None,None,None,18.41551816459215,8221
8221,3.0,OG Heavy C1,OG Trooper A2,OG Trooper S1,OG Heavy,OG Rose E1,OG Delta Heavy,OG Meka,Light Green,None,OG Thunder Gun,None,36.93943090242841,8222
8222,5.0,OG Trooper C1,OG Trooper A1,OG Assault jaw,OG Trooper M2,OG Violet E1,OG Rombus Trooper,OG Meka,Soft Red,None,None,None,29.47087933503735,8223
8223,3.0,F9 Fortress C1,F9 Jingasa A1,F9 Brackyura,F9 Heavy,F9 Green E4,F9 Spikes,F9,Pastel Blue,Silver Weapon,GAI Katana,None,87.0152323887949,8224
8224,3.0,MI Racer C1,MI Racer A1,MI Sonic J2,MI Racer M2,MI Pink Visor,MI Racer,Mirage,White,None,None,None,23.700032011880616,8225
8225,3.0,OG Trooper C1,OG Squadron 3,OG Trooper S1,OG Trooper M1,OG Rose E1,OG Quartz Heavy,OG Meka,White,None,None,None,4.151985410867649,8226
8226,3.0,F9 Fortress C1,F9 Bastion,F9 Assault,F9 Jingasa M2,F9 Green E7,F9 Loop,F9,Yellow,None,None,None,42.22989113304666,8227
8227,0.0,OG Trooper C2,OG Solid Tank,OG Sabotage S3,OG Heavy,OG Violet E1,OG Darya Master,OG Meka,None,Camo blue,None,None,57.408178607905334,8228
8228,3.0,MI Racer C1,MI Racer A2,MI Sonic J2,MI Racer M2,MI Aqua Eye,MI Radar,Mirage,Aqua Lite,None,None,None,36.566373857361015,8229
8229,4.0,OG Heavy C1,OG Trooper A2,OG Sabotage S3,OG Filter,OG Green E7,OG Quartz Elite,OG Meka,White,None,None,None,21.79916972347797,8230
8230,3.0,OG Heavy C1,OG Squadron 3,OG Trooper S2,OG Trooper M2,OG Rose E1,OG Darya Master,OG Meka,White,Gold Helmet,None,None,34.43720346552608,8231
8231,3.0,GAI Sōhei C1,GAI Jingasa A1,Bastion J1,GAI Jingasa M1,Pink Delta,GAI Janjin H2,Gādian,Light Green,None,GAI Tessen x2,None,60.05869955108333,8232
8232,3.0,GAI Jingasa C1,GAI Yasuke,Bastion J1,GAI Youma,Pink Delta,GAI Jingasa H2,Gādian,Black,None,None,None,39.55617861898741,8233
8233,4.0,OG Trooper C2,OG Squadron 4,OG Sabotage S3,OG Heavy,OG White E13,OG Darya Trooper,OG Meka,Camo Green,None,None,None,31.694082451288008,8234
8234,2.0,MI Racer C2,MI Radar A1,MI WS-1,MI Sonic M1,MI Pink Visor,MI Racer H2,Mirage,White,None,None,None,38.281962488070555,8235
8235,0.0,OG Trooper C1,OG Solid Tank,OG Trooper S1,OG Mantis,OG Violet E1,OG Delta Elite,OG Meka,None,Siberie,None,None,47.952138698022104,8236
8236,3.0,GAI Sōhei C1,GAI Jingasa A1,GAI Jingasa J1,GAI Bastion M1,Pink Delta,GAI Jingasa H1,Gādian,Pastel Blue,None,None,None,36.50117917185657,8237
8237,0.0,F9 Bastion C1,F9 Jingasa A2,F9 Brackyura,F9 Heavy,F9 Green E21,F9 Kagen,F9,None,Silver Helmet,None,None,71.7381453320654,8238
8238,4.0,OG Heavy C2,OG Trooper A2,OG Sabotage S7,OG Trooper M1,OG Rose E1,OG Radiant Trooper,OG Meka,Light Green,None,OG Smiley K1,None,43.65708897535242,8239
8239,3.0,MI Racer C2,MI Sonic A1,MI Sonar J2,MI Kaiman,MI Pink Visor,MI Racer,Mirage,White,None,MI Rockets X,None,51.003426040910284,8240
8240,4.0,OG Trooper C1,OG Trooper A2,OG Trooper S2,OG Last Breath,OG Violet E1,OG Delta Elite,OG Meka,Red,None,None,None,20.082371691804205,8241
8241,3.0,F9 Bastion C1,F9 Jingasa A1,F9 Aura J-0,F9 Bastion M1,F9 Green E21,F9 Ronin H1,F9,White,None,GAI Kochi x2,None,56.46318298811429,8242
8242,4.0,MI Radar C1,MI Radar A1,MI Racer W2,MI Racer M1,MI Pink Visor,MI Radar,Mirage,Orange,None,None,None,36.142961317580976,8243
8243,4.0,GAI Jingasa C1,GAI Jingasa A2,GAI Jingasa J1,GAI Jingasa M2,Pink Delta,GAI Jingasa H1,Gādian,Light Green,None,None,None,37.84885612548625,8244
8244,3.0,F9 Bastion C1,F9 Jingasa A2,F9 Assault,F9 Heavy,F9 Green E7,F9 Spikes,F9,White,None,GAI Katana,None,53.02137227817316,8245
8245,3.0,OG Heavy C2,OG Trooper A2,OG Sabotage S7,OG Trooper M1,OG Violet E1,OG Delta Heavy,OG Meka,Dark Brown,None,None,None,20.250883935246115,8246
8246,3.0,OG Trooper C2,OG Trooper A1,OG Trooper S1,OG Sphere,OG Violet E1,OG Delta Trooper,OG Meka,White,None,None,None,10.196799750389793,8247
8247,4.0,OG Heavy C2,OG Squadron 3,OG Trooper S2,OG Trooper M2,OG Violet E1,OG Delta Elite,OG Meka,Red,None,None,None,27.37845845027067,8248
8248,3.0,MI Sonic C1,MI Racer A2,MI WS-1,MI Falcon M0,MI Pink Visor,MI Radar,Mirage,Purple,None,Mi Wing blade x2,None,60.555683573835886,8249
8249,5.0,OG Trooper C1,OG Trooper A1,OG Trooper S2,OG Trooper M2,OG Rose E1,OG Delta Trooper,OG Meka,Grey,None,None,None,18.349291945319095,8250
8250,3.0,OG Trooper C1,OG Solid Tank,OG Trooper S1,OG Sphere,OG Rose E1,OG Quartz Master,OG Meka,Grey,Silver Helmet,None,None,32.24358752185794,8251
8251,4.0,GAI Jingasa C1,GAI Sōhei A1,GAI Jingasa J1,GAI Jingasa M2,Cyan Square,GAI Jingasa H1,Gādian,Yellow,None,None,None,41.57444687414271,8252
8252,3.0,GAI Sōhei C1,GAI Jingasa A2,GAI Jingasa J1,GAI Jingasa M1,Pink Delta,GAI Tetra H2,Gādian,Black,None,GAI Gento,None,59.08435311747825,8253
8253,4.0,GAI Sōhei C1,GAI Jingasa A1,GAI Jingasa J1,GAI Jingasa M1,White Square,GAI Tetra H1,Gādian,Camo Green,None,None,None,41.64880564398662,8254
8254,2.0,MI Radar C1,MI Sonic A1,MI Storm,MI Racer M2,MI Aqua Eye,MI Sonar,Mirage,White,None,MI Rockets X,None,63.62236273622705,8255
8255,3.0,MI Racer C1,MI Radar A1,MI WS-1,MI Racer M2,MI Aqua Eye,MI Racer,Mirage,Light Green,None,None,None,31.941114142759442,8256
8256,0.0,MI Racer C2,MI Sonic A1,MI Sonar J2,MI Salamender,MI Aqua Eye,MI Racer H2,Mirage,None,Camo green,None,None,70.43889270147898,8257
8257,4.0,OG Heavy C1,OG Solid Tank,OG Trooper S2,OG Sphere,OG Violet E1,OG Oblong Elite,OG Meka,Grey,None,None,None,23.90480856961749,8258
8258,3.0,MI Radar C1,MI Radar A1,MI Sonar J2,MI Racer M2,MI Aqua Eye,MI Racer,Mirage,Pastel Blue,None,None,None,34.88592338067559,8259
8259,3.0,OG Heavy C1,OG Trooper A1,OG Assault jaw,OG Mantis,OG Rose E1,OG Rombus Trooper,OG Meka,White,None,None,None,11.119499598561733,8260
