,hat under headphones,smoke,headphones,mouth,eyes,type,background,shirt,4:20 watch,long hair,beard,short hair,hat over headphones,chain,1/1,Rarity score,Token Id
8650,None,cig black,white headphones,smile,regular eyes,charcoal mfer,orange,None,None,None,None,None,None,None,None,7.391657413846792,8650
8651,None,cig black,white headphones,flat,regular eyes,plain mfer,orange,None,None,None,None,None,None,None,None,15.56841401726065,8651
8652,None,cig white,white headphones,smile,regular eyes,charcoal mfer,green,None,argo black,long hair black,None,None,None,None,None,23.63610372382515,8652
8653,None,None,pink headphones,smile,regular eyes,plain mfer,green,collared shirt yellow,None,None,None,None,None,None,None,22.14707168775498,8653
8654,None,cig black,black headphones,smile,regular eyes,plain mfer,green,None,oyster silver,None,None,mohawk black,None,None,None,19.49344321429217,8654
8655,knit san fran,cig white,black headphones,flat,regular eyes,plain mfer,red,None,oyster silver,None,full beard,None,None,None,None,46.93115614087747,8655
8656,headband green/white,cig black,lined headphones,smile,regular eyes,plain mfer,blue,collared shirt green,sub black,None,None,None,None,None,None,34.28591134821657,8656
8657,None,None,white headphones,smile,regular eyes,charcoal mfer,red,hoodie down gray,None,None,None,None,None,None,None,22.545932265394228,8657
8658,None,cig white,black headphones,smile,regular eyes,charcoal mfer,blue,None,sub black,None,full beard,None,None,None,None,21.755924848285876,8658
8659,bandana red,cig white,black headphones,smile,regular eyes,charcoal mfer,blue,None,sub red,None,None,None,None,None,None,20.508815749228727,8659
8660,None,None,green headphones,flat,regular eyes,charcoal mfer,blue,hoodie down gray,sub black,None,None,None,None,None,None,38.45731555941943,8660
8661,None,cig black,black headphones,flat,3D glasses,plain mfer,red,None,sub blue,None,None,None,None,None,None,30.6112848866461,8661
8662,None,pipe,black headphones,smile,regular eyes,ape mfer,tree,collared shirt white,sub black,None,None,None,None,None,None,34.181660255232785,8662
8663,None,cig black,white headphones,flat,regular eyes,plain mfer,blue,collared shirt pink,sub turquoise,long hair black,full beard,None,None,None,None,58.69886759763131,8663
8664,None,cig black,green headphones,flat,3D glasses,plain mfer,yellow,None,sub black,None,None,messy purple,None,None,None,51.1088256664619,8664
8665,None,cig black,black headphones,smile,3D glasses,plain mfer,green,None,None,None,None,None,None,None,None,14.682646127236277,8665
8666,None,cig white,blue headphones,flat,regular eyes,plain mfer,blue,None,sub lantern (green),None,None,mohawk yellow,None,None,None,39.944346957656926,8666
8667,None,cig black,black headphones,flat,regular eyes,plain mfer,red,collared shirt green,sub lantern (green),long hair yellow,None,None,None,None,None,41.55280182617657,8667
8668,None,cig black,pink headphones,smile,regular eyes,plain mfer,blue,hoodie down gray,sub black,None,None,None,None,None,None,17.41741579121911,8668
8669,bandana red,cig white,white headphones,smile,regular eyes,charcoal mfer,red,hoodie down white,sub black,None,full beard,None,None,None,None,50.31094223677697,8669
8670,bandana dark gray,cig white,white headphones,smile,regular eyes,charcoal mfer,red,None,sub black,None,None,None,None,None,None,22.913399861659638,8670
8671,None,None,black headphones,smile,regular eyes,charcoal mfer,blue,None,sub black,None,None,None,hoodie,None,None,29.002620000127504,8671
8672,None,None,black headphones,smile,regular eyes,charcoal mfer,red,hoodie down gray,sub black,None,None,None,None,None,None,20.256271977834334,8672
8673,None,cig black,white headphones,smile,regular eyes,charcoal mfer,yellow,None,sub turquoise,None,None,None,None,None,None,11.530316151238553,8673
8674,None,pipe,black headphones,flat,shades,plain mfer,red,collared shirt white,None,long hair yellow,None,None,None,None,None,57.450249456514335,8674
8675,None,None,black headphones,smile,regular eyes,charcoal mfer,red,None,sub red,None,None,None,cowboy hat,None,None,30.508749635097953,8675
8676,None,pipe,black headphones,smile,regular eyes,plain mfer,red,None,argo white,None,None,None,None,None,None,11.691229749866537,8676
8677,bandana dark gray,cig white,white headphones,smile,3D glasses,plain mfer,green,None,sub black,None,None,None,None,None,None,33.026183653787605,8677
8678,None,cig black,white headphones,smile,regular eyes,plain mfer,orange,collared shirt green,sub black,long hair black,None,None,None,None,None,26.915778213928064,8678
8679,None,None,black headphones,smile,nerd glasses,plain mfer,yellow,collared shirt blue,sub blue,None,None,None,None,None,None,32.39744664123012,8679
8680,knit chicago,cig black,pink headphones,flat,regular eyes,plain mfer,green,None,sub red,None,None,None,None,silver chain,None,54.074702739558376,8680
8681,None,cig black,white headphones,flat,regular eyes,plain mfer,green,collared shirt white,sub black,long hair black,full beard,None,None,None,None,55.15847466385802,8681
8682,bandana dark gray,cig white,white headphones,smile,shades,plain mfer,blue,None,None,None,None,None,None,silver chain,None,50.58033729765403,8682
8683,None,cig black,pink headphones,smile,vr,plain mfer,green,None,None,None,full beard,None,None,None,None,37.33343340630864,8683
8684,None,cig white,pink headphones,smile,regular eyes,charcoal mfer,blue,None,None,long hair black,None,None,None,None,None,22.00457043517389,8684
8685,None,cig black,black headphones,smile,regular eyes,charcoal mfer,orange,None,argo black,None,None,messy red,None,None,None,25.21529336398724,8685
8686,None,cig white,black headphones,smile,eye mask,charcoal mfer,orange,None,oyster silver,None,None,mohawk blue,None,None,None,38.43808512932904,8686
8687,None,cig white,white headphones,smile,regular eyes,plain mfer,orange,hoodie down green,sub black,None,None,None,cowboy hat,None,None,35.09826934269846,8687
8688,None,cig black,green headphones,smile,regular eyes,plain mfer,green,None,oyster gold,None,None,messy red,None,None,None,27.237684016281154,8688
8689,knit new york,cig white,white headphones,smile,regular eyes,plain mfer,orange,hoodie down green,oyster silver,None,full beard,None,None,None,None,48.56069308401577,8689
8690,headband blue/white,cig white,red headphones,flat,regular eyes,plain mfer,green,None,None,None,None,None,None,None,None,33.67990446167403,8690
8691,None,cig black,black headphones,smile,regular eyes,charcoal mfer,yellow,None,oyster gold,None,None,None,None,None,None,8.241886403276176,8691
8692,None,pipe,white headphones,flat,regular eyes,plain mfer,orange,hoodie down blue,sub blue,None,None,None,None,None,None,36.18682173577075,8692
8693,None,cig black,pink headphones,smile,purple shades,charcoal mfer,yellow,None,sub black,long hair black,None,None,None,None,None,37.00946957098903,8693
8694,None,cig white,white headphones,smile,regular eyes,plain mfer,orange,None,None,long hair black,None,None,None,None,None,15.137797539733032,8694
8695,knit new york,None,black headphones,smile,3D glasses,charcoal mfer,yellow,hoodie down white,sub red,None,None,None,None,None,None,50.18779223332923,8695
8696,None,cig black,pink headphones,smile,regular eyes,plain mfer,orange,collared shirt white,sub black,long hair black,None,None,None,None,None,29.071616825282927,8696
8697,knit chicago,cig white,white headphones,smile,regular eyes,plain mfer,red,hoodie down gray,oyster gold,None,None,None,None,None,None,32.666968918140384,8697
8698,knit san fran,cig black,pink headphones,smile,regular eyes,plain mfer,red,None,sub black,long hair black,None,None,None,None,None,33.679688215667205,8698
8699,knit baltimore,cig black,red headphones,smile,regular eyes,charcoal mfer,red,hoodie down white,sub black,None,None,None,None,None,None,37.28751768978456,8699
8700,None,cig black,black headphones,smile,regular eyes,plain mfer,red,None,argo black,None,None,mohawk blue,None,None,None,21.442595601795773,8700
8701,None,cig black,black headphones,smile,regular eyes,plain mfer,yellow,collared shirt white,None,None,None,mohawk black,None,None,None,26.951108807243706,8701
8702,None,cig white,white headphones,flat,regular eyes,plain mfer,green,None,oyster silver,long hair black,None,None,None,None,None,30.389585604382063,8702
8703,None,cig white,pink headphones,smile,regular eyes,charcoal mfer,red,collared shirt turquoise,argo black,None,None,None,None,None,None,26.37310997259028,8703
8704,headband pink/white,None,pink headphones,smile,regular eyes,plain mfer,orange,None,oyster silver,None,None,None,None,None,None,27.923023860809533,8704
8705,headband green/white,cig white,black headphones,smile,regular eyes,plain mfer,orange,None,None,None,None,None,None,None,None,14.607259479898255,8705
8706,None,pipe,white headphones,smile,regular eyes,plain mfer,blue,None,oyster silver,long hair black,None,None,None,None,None,24.15427077240334,8706
8707,None,None,black headphones,smile,3D glasses,charcoal mfer,green,None,sub black,None,None,None,None,None,None,24.02272613003567,8707
8708,None,cig white,white headphones,smile,shades,plain mfer,yellow,None,sub blue,None,None,None,None,None,None,21.048154545751515,8708
8709,None,cig black,white headphones,smile,vr,charcoal mfer,green,collared shirt green,None,None,None,mohawk yellow,None,None,None,49.52145597134666,8709
8710,knit chicago,cig black,white headphones,smile,nerd glasses,plain mfer,red,hoodie down white,sub red,long hair black,None,None,None,None,None,56.21981357489253,8710
8711,None,None,black headphones,smile,regular eyes,plain mfer,yellow,collared shirt blue,None,None,None,mohawk black,None,None,None,31.528017847682094,8711
8712,knit miami,cig black,pink headphones,smile,regular eyes,charcoal mfer,orange,hoodie down red,sub turquoise,None,full beard,None,None,None,None,56.96993589922356,8712
8713,None,cig white,green headphones,smile,regular eyes,charcoal mfer,green,None,oyster gold,long hair yellow,None,None,None,None,None,28.725049661970104,8713
8714,None,cig white,black headphones,smile,nerd glasses,charcoal mfer,red,hoodie down blue,argo black,None,None,mohawk green,None,None,None,50.39233016431305,8714
8715,None,cig black,black headphones,flat,purple shades,plain mfer,yellow,None,sub blue,None,None,None,None,None,None,29.921909628570003,8715
8716,headband blue/white,cig black,black headphones,smile,regular eyes,plain mfer,red,hoodie down white,sub black,None,None,None,None,None,None,26.268301233879875,8716
8717,bandana dark gray,cig white,gold headphones,smile,regular eyes,plain mfer,yellow,None,oyster silver,None,None,None,None,None,None,25.05896219265945,8717
8718,None,cig white,red headphones,smile,regular eyes,charcoal mfer,blue,None,sub black,long hair black,None,None,None,None,None,23.550472716208134,8718
8719,None,cig white,pink headphones,smile,regular eyes,charcoal mfer,green,hoodie down gray,oyster silver,None,None,None,None,None,None,23.855789597498926,8719
8720,None,cig black,green headphones,smile,regular eyes,plain mfer,yellow,collared shirt white,sub turquoise,long hair black,None,None,None,None,None,32.643793326119294,8720
8721,None,cig black,red headphones,smile,nerd glasses,plain mfer,red,None,None,None,None,None,None,None,None,21.073235742359646,8721
8722,cap purple,None,black headphones,flat,eye mask,charcoal mfer,blue,None,argo white,None,None,None,None,None,None,54.60542847765303,8722
8723,None,cig white,black headphones,smile,regular eyes,plain mfer,yellow,None,sub lantern (green),None,None,mohawk blue,None,None,None,20.888962638067003,8723
8724,None,cig black,blue headphones,smile,regular eyes,plain mfer,red,collared shirt green,None,None,None,None,cowboy hat,None,None,38.304748701330816,8724
8725,None,None,black headphones,smile,vr,plain mfer,green,hoodie down blue,sub black,None,None,mohawk blue,None,None,None,47.38247906695131,8725
8726,knit kc,pipe,red headphones,smile,regular eyes,plain mfer,orange,None,oyster gold,long hair black,None,None,None,None,None,43.388900337604426,8726
8727,None,None,black headphones,smile,regular eyes,plain mfer,green,collared shirt green,oyster gold,None,None,mohawk yellow,None,None,None,36.05068219766131,8727
8728,None,None,white headphones,smile,regular eyes,plain mfer,orange,hoodie down gray,None,long hair yellow,None,None,None,None,None,32.03594924017887,8728
8729,None,cig white,white headphones,smile,regular eyes,charcoal mfer,orange,None,None,None,None,None,None,None,None,7.548305352747262,8729
8730,None,cig black,black headphones,flat,shades,plain mfer,blue,None,sub lantern (green),None,None,None,None,None,None,30.147550243878367,8730
8731,cap monochrome,cig black,green headphones,smile,regular eyes,plain mfer,green,collared shirt white,oyster gold,long hair black,None,None,None,None,None,46.87082277031448,8731
8732,cap monochrome,pipe,green headphones,flat,regular eyes,charcoal mfer,orange,hoodie down gray,sub black,long hair black,None,None,None,None,None,66.65456934912407,8732
8733,bandana red,None,white headphones,smile,regular eyes,plain mfer,orange,hoodie down green,sub red,long hair black,None,None,None,None,None,46.67020266316249,8733
8734,None,None,white headphones,smile,nerd glasses,charcoal mfer,orange,collared shirt blue,None,None,None,messy yellow,None,None,None,52.909367318392164,8734
8735,None,cig black,gold headphones,flat,3D glasses,plain mfer,orange,None,sub black,None,None,None,None,None,None,35.42638304331028,8735
8736,None,cig white,white headphones,smile,regular eyes,charcoal mfer,green,None,sub turquoise,long hair black,None,None,None,None,None,23.328999087163556,8736
